kalmyk_astrakhan_unite_desc;After the Kalmyks settled, all remaining local Tatars became vassals of the Oirats. Now that Astrakhan became independent, let us maintain this formality, together we are stronger.;;;;;;;;x
astrakhan_kalmyk_unite_title;Unite with Kalmykia;;;;;;;;x
astrakhan_kalmyk_unite_desc;After the Kalmyks settled, all remaining local Tatars became vassals of the Oirats. Now that Astrakhan became independent, let us maintain this formality, together we are stronger.;;;;;;;;x
a_tax_haven;Tax Haven;;;;;;;;x
mongol_manchukuo_title;Well well, how the turntables;;;;;;;;x
mongol_manchukuo_desc;Qing was allied to few Mongol tribes before during it's rise and they treated us acceptably (so far, I'm sure they wouldn't have genocided us several times in the near future, right? right?) so let's incorporate them into our nation.;;;;;;;;x
aragonese_italy_title;Take what is ours;;;;;;;;x
aragonese_italy_desc;It appears that we are missing half of our rightful land, might want to do something about it.;;;;;;;;x
aragonese_provence_title;County of Provence;;;;;;;;x
aragonese_provence_desc;Provence more like our Province;;;;;;;;x
aragonese_athens_title;Duchy of Athens;;;;;;;;x
aragonese_athens_desc;Let us finish what we had started before we made the famous unfortunate marriage.;;;;;;;;x
aragon_andorra_title;Invade Andorra;;;;;;;;x
aragon_andorra_desc;Recreate the co-principality of Andorra;;;;;;;;x
EVTDESC171011;The Society of Antiquaries of London (SAL) is a learned society founded in 1707, charged by its Royal Charter of 1751 with the encouragement, advancement and furtherance of the study and knowledge of the antiquities and history of this and other countries.;;;;;;;;x
antiquaries_of_london;The Society of Antiquaries of London;;;;;;;;x
transylvanian_chust_title;Reclaim Chust;;;;;;;;x
transylvanian_chust_desc;Our principality is not yet complete, let us correct that.;;;;;;;;x
bohemian_lusatia_title;County of Lusatia;;;;;;;;x
bohemian_lusatia_desc;Kingdom of Bohemia? Check. County of Moravia? Check. Duchy of Silesia? Check. County of Lusatia? What do you mean a Germ has it?!?!?!;;;;;;;;x
macedonia_stronk_title;Greater Macedonia;;;;;;;;x
macedonia_stronk_desc;I'm gonna make my own Greece with blackjack and hookers!;;;;;;;;x
MON_absolute_monarchy;Kingdom of Duklja;;;;;;;;x
MON_democracy;Montenegro;;;;;;;;x
montenegro_monarchy_title;Restore the kingdom!;;;;;;;;x
montenegro_monarchy_desc;We are entirely free! Or are we? We are no Montenegro, we are no Zeta, we are the Kingdom of Duklja!;;;;;;;;x
CRO_absolute_monarchy;Illyria;;;;;;;;x
CRO_prussian_constitutionalism;Croatia;;;;;;;;x
CRO_hms_government;Croatia;;;;;;;;x
CRO_french_bourbon;Illyrian Provinces;;;;;;;;x
CRO_french_bourbon_ADJ;Illyrian;;;;;;;;x
CRO_democracy;Croatia;;;;;;;;x
CRO_democracy_ADJ;Croatian;;;;;;;;x
CRO_absolute_monarchy_ADJ;Illyrian;;;;;;;;x
frisian_empire_title;Form a Frisian Empire;;;;;;;;x
frisian_empire_desc;We have been irrelevant and oppressed for centuries, it is time for us to rise and prove our dominance!;;;;;;;;x
restore_flemish_duchy_title;Restore the Duchy of Flanders!;;;;;;;;x
restore_flemish_duchy_desc;The Duchy of Flanders used to hold so many lands, but now we are but a half of what Flanders used to be, it is about time we fixed that.;;;;;;;;x
begin_hansa_title;Reform Hanseatic League;;;;;;;;x
begin_hansa_desc;It is time to step up the Hanseatic League union, begin the reform.;;;;;;;;x
join_hansa_title;Join the League;;;;;;;;x
join_hansa_desc;We can only benefit from it, for now.;;;;;;;;x
form_hansa_title;Centralize the League!;;;;;;;;x
form_hansa_desc;Being such a small federation is not enough, together we are strong and should compete on worldwide scale!;;;;;;;;x
form_hansa_ai_title;Centralize the League!;;;;;;;;x
form_hansa_ai_desc;Being such a small federation is not enough, together we are strong and should compete on worldwide scale!;;;;;;;;x
form_hansa_lub_title;Centralize the League!;;;;;;;;x
form_hansa_lub_desc;Being such a small federation is not enough, together we are strong and should compete on worldwide scale!;;;;;;;;x
frigate;Frigate;;;;;;;;x
mosquito_bite_title;Draw away the Spanish;;;;;;;;x
mosquito_bite_desc;The Spanish barbarians have been harassing us for far too long, they even deny our own existence, it is time to make them acknowledge us.;;;;;;;;x
mosquito_swarm_title;Claim dominance over the region;;;;;;;;x
mosquito_swarm_desc;We have won once, but the Spanish are still out there waiting to reconquer, we shall conquer all the places within which our own people have been migrating in for centuries before European arrival.;;;;;;;;x
teutonic_prusa_title;Reestablish Teutonic Order;;;;;;;;x
teutonic_prusa_desc;The Teutonic Order once ruled these lands but strayed too far from the true faith and was broken by the Polish, we reject leading Germany, it is time to return to being an order! Deus vult!;;;;;;;;x
form_livonia_title;Reestablish Livonian Order;;;;;;;;x
form_livonia_desc;The Livonian Order had once fallen to the Polish, but now it was them who is suffering, it is time to return to our former glory! Deus vult!;;;;;;;;x
grand_duchy_of_lithuania_title;Reform the Grand Duchy!;;;;;;;;x
grand_duchy_of_lithuania_desc;Lithuania was in a good position to conquer the western and the southern parts of former Kievan Rus. While almost every other state around it had been plundered or defeated by the Mongols, the hordes stopped at the modern borders of Belarus, and the core territory of the Grand Duchy was left mostly untouched. We shall claim those lands once more!;;;;;;;;x
kingdom_of_lithuania_title;Become a Kingdom!;;;;;;;;x
kingdom_of_lithuania_desc;The personal union between Poland and Lithuania brought an end to once a grand Duchy, we were so close to becoming a Kingdom of our own, yet we chose the path of unity. Why don't we try establishing it now?;;;;;;;;x
empire_of_lithuania_title;Form an Empire!;;;;;;;;x
empire_of_lithuania_desc;Our land sprawls across the steppes, the entirety of what used to be Kievan Rus, we rule the future, not Poland or Russia, our dominance is now absolute! Let us invade the north next!;;;;;;;;x
flemish_belgium_title;Become a Kingdom!;;;;;;;;x
flemish_belgium_desc;The so-called nation of Belgium that others seek to establish is a threat to our sovereignty, let us claim dominance over the region to prevent becoming a puppet nation!;;;;;;;;x
hanseatic_frisia_title;Unite with the Frisians;;;;;;;;x
hanseatic_frisia_desc;East Frisia used to oppose the Holy Roman Empire, Dutch Republic, and even our League, it harbored pirates and refused to cooperate with anyone, we shall finally clamp down on them and force them into the League to secure our trade!;;;;;;;;x
hanseatic_prussia_title;Clamp down on Prussia;;;;;;;;x
hanseatic_prussia_desc;Prussia-Brandenburg's path of uniting the Germans under their rule presents a threat to our way of life, we shall take over them before they can do so to us.;;;;;;;;x
hanseatic_livonia_title;Retake Livonia;;;;;;;;x
hanseatic_livonia_desc;Cities in Livonia associated with the League and will certainly prefer our rule over the Swedish, Polish, Russian or Swedish oppressors.;;;;;;;;x
hanseatic_hollandia_title;Conquer the Dutch;;;;;;;;x
hanseatic_hollandia_desc;Holland, Friesland, Utrecht, all former counties with notable merchant importance. Formation of the Dutch state threatens all of the Holy Roman Empire, but their success might benefit us greatly if we were to retake them.;;;;;;;;x
EVTDESC444667;The Lusitanian Sorbs were nothing but vassals of Brandenburg for centuries and we can barely control inland provinces in this region, we should liberate them at last to strengthen our rule over the area.;;;;;;;;x
sorb_lusitania_title;Reconquer Sorbi lands;;;;;;;;x
sorb_lusitania_desc;Let us propose to Thuringia an alliance to break down Saxony in order for us to restore all the Sorbi lands!;;;;;;;;x
purchase_berlin_lus_title;Buy Berlin;;;;;;;;x
purchase_berlin_lus_desc;Berlin area used to be a Sorbi settlement in the past, we shall ask the Hanseatic League if they would consider selling it.;;;;;;;;x
moravian;Moravian;;;;;;;;x
ryukyuan;Ryukyuan;;;;;;;;x
khalkha;Khalkha;;;;;;;;x
oirat;Oirat;;;;;;;;x
highlander;Highlander;;;;;;;;x
faroese;Faroese;;;;;;;;x
vlach;Romanian;;;;;;;;x
slavepopupdated;Slave pop change cooldown;;;;;;;;x
third_darien_expedition_title;Third Darien Expedition;;;;;;;;x
third_darien_expedition_desc;The Darien scheme was an unsuccessful attempt, backed largely by investors of the Kingdom of Scotland, to gain wealth and influence by establishing New Caledonia, a colony on the Isthmus of Panama, in the late 1690s. To be located on the Gulf of Darién, the plan was for the colony to establish and manage an overland route to connect the Pacific and Atlantic oceans. Let us attempt it once more, this time we will succeed!;;;;;;;;x
MDV_democracy;Moldova;;;;;;;;x
MDV_democracy_ADJ;Moldovan;;;;;;;;x
SCO_absolute_monarchy;Pictland;;;;;;;;x
SCO_absolute_monarchy_ADJ;Pictish;;;;;;;;x
become_true_pictland_title;Return to old ways;;;;;;;;x
become_true_pictland_desc;For far too long we were under Anglo-Saxon influence, but we are Celts, and should speak like Celts!;;;;;;;;x
EVTDESC420360;Although it brought no lava flow, the Heei eruption released some 800 million cubic metres of volcanic ash, which spread over vast areas around the volcano, even reaching Edo almost 100 kilometres away. Cinders and ash fell like rain in Izu, Kai, Sagami, and Musashi provinces. In Edo, the volcanic ash was several centimetres thick. The eruption is rated a 5 on the Volcanic Explosivity Index.;;;;;;;;x
EVTDESC420361;The 1703 Apennine earthquakes were a sequence of three earthquakes of magnitude 6 and more that occurred in the central Apennines of Italy, over a period of 19 days. The epicenters were near Norcia, Montereale and L'Aquila, showing a southwards progression over about 36 km. These events involved all of the known active faults between Norcia and L'Aquila. A total of about 10,000 people are estimated to have died as a result of these earthquakes, although because of the overlap in areas affected by the three events, casualty numbers remain highly uncertain.;;;;;;;;x
EVTDESC420362;The 1703 Genroku earthquake (Genroku Daijishin) occurred at 02:00 local time on December 31. The epicenter was near Edo, the forerunner of present-day Tokyo, in the southern part of the Kanto region, Japan. An estimated 2,300 people were killed by the shaking and subsequent fires. The earthquake triggered a major tsunami which caused many casualties, giving a total death toll of at least 5,233, possibly up to 10,000.;;;;;;;;x
EVTDESC420363;The Great Storm of 1703 was a destructive extratropical cyclone that struck central and southern England on 26 November 1703. Ships were blown hundreds of miles off-course, and over 1,000 seamen died on the Goodwin Sands alone. News bulletins of casualties and damage were sold all over England – a novelty at that time. The Church of England declared that the storm was God's vengeance for the sins of the nation. Lamb (1991) claimed 10,000 seamen were lost in one night, a far higher figure, about one third of the seamen in the Royal Navy.;;;;;;;;x
EVTDESC420364;The 1717 Guatemala earthquake struck Guatemala on September 29 with an estimated moment magnitude of 7.4, and a Mercalli intensity of approximately IX (Violent). The earthquake essentially destroyed much of the architecture of Antigua Guatemala, which was the colonial capital of Central America at the time. Over 3,000 buildings were ruined including many temples and churches. Such was the effect of the disaster that the authorities later moved the headquarters to a settlement which was less prone to natural disasters.;;;;;;;;x
christmas_flood;Christmas Flood's destruction;;;;;;;;x
EVTDESC420365;In total, about 14,000 people drowned. It was the last large storm flood in the north of the Netherlands. Floodwaters reached the towns and cities of Groningen, Zwolle, Dokkum, Amsterdam, and Haarlem. Many villages near the sea were devastated entirely, such as in the west of Vlieland and villages behind the sea dykes in Groningen Province. The local communities had to cope with population loss, economic decline, and poverty. No area of the coast between the Netherlands and Denmark was spared. The worse-affected areas were in the County of Oldenburg, around Jever, Kehdingen, and the principality of East Frisia.;;;;;;;;x
EVTDESC420366;The largest active volcano and the highest peak in Iceland at 2,110 metres (6,920 ft), it lies within the Vatnajökull National Park and is covered by the glacier. An eruption in August 1727-28 was smaller than 1362, though floods are known to have caused few fatalities when the meltwater swept a farm away.;;;;;;;;x
minor_flood;Minor Flood;;;;;;;;x
EVTDESC420367;The 1721 Tabriz earthquake occurred on April 26, with an epicenter near the city of Tabriz. It leveled some three-quarters of the city, including many prominent mosques and schools in the city, and resulted in the deaths of tens of thousands of people. The total number of casualties caused by the earthquake is approximately 80,000. At the time that it occurred, the earthquake was popularly interpreted as an omen of misfortune, or a demonstration of godly wrath. The destruction that the earthquake caused was a significant factor in the successful Ottoman takeover of Tabriz in 1722, as well as contributing to Tabriz's economic difficulties during that period.;;;;;;;;x
EVTDESC420368;The 1730 Valparaíso earthquake occurred at 04:45 local time on July 8. It had an estimated magnitude of 9.1–9.3 and triggered a tsunami. The earthquake caused severe damage over a wide area, Valparaiso, Coquimbo, Illapel, Petorca and Tiltil were all affected. The parish church in La Serena was destroyed. Only a few deaths were recorded due to the earthquake, reportedly because a strong foreshock had caused people to leave their homes. The same is also true for the following tsunami with the inhabitants running to higher ground after seeing the water recede, so that only a few were killed.;;;;;;;;x
cossack;Cossack;;;;;;;;x
CZH_presidential_dictatorship;Margraviate of Moravia;;;;;;;;x
CZH_absolute_monarchy;Great Moravia;;;;;;;;x
SLV_absolute_monarchy;Nitra;;;;;;;;x
SLV_absolute_monarchy_ADJ;Nitran;;;;;;;;x
TIB_khanate;Khoshut Khanate;;;;;;;;x
BOH_presidential_dictatorship;Czechia;;;;;;;;x
cappadocian;Cappadocian;;;;;;;;x
pontic;Pontic;;;;;;;;x
become_armenia_title;Become Armenia;;;;;;;;x
become_armenia_desc;We cannot lie to ourselves, Cilicians were always Armenian!;;;;;;;;x
armenia_pontic_title;Give Pontic Greeks citizenship!;;;;;;;;x
armenia_pontic_desc;Armenians and Greeks have had good relations for a long time, let us respect them as we (almost) always did!;;;;;;;;x
armenia_cappadocian_title;Give Cappadocians citizenship!;;;;;;;;x
armenia_cappadocian_desc;Let us treat the Cappadocians as our allies in this battle against the Turks!;;;;;;;;x
tropical_lumber_mill;Tropical Sawmill;;;;;;;;x
rusyn;Rusyn;;;;;;;;x
conquer_istria_ragusa_title;Conquer Istria!;;;;;;;;x
conquer_istria_ragusa_desc;The Trieste company of Austria holds a valuable position within the gulf, we shall control it to advance into Venice later!;;;;;;;;x
accept_slovenes_ragusa_title;Become patron of the Slovenes;;;;;;;;x
accept_slovenes_ragusa_desc;Our nation is already a combination of Croatians and Venetians, the Slovenes have no allies to defend them from Austrian oppressors, why don't we give them all the rights within our republic to promote our interest within the gulf and counter Habsburg hegemony?;;;;;;;;x
ragusa_retake_mostar_title;Retake Mostar;;;;;;;;x
ragusa_retake_mostar_desc;We sold Mostar to Ottomans cheaply to avoid possible invasions from Venice, who consider themselves as our overlords, but now we no longer need Ottoman protection,we can manage on our own.;;;;;;;;x
ragusa_conquer_montenegro_title;Advance into Montenegro;;;;;;;;x
ragusa_conquer_montenegro_desc;The Montenegrians are helpless, let us take over their area quickly now that we own Cattaro!;;;;;;;;x
pomerania_reclaim_title;Reunite the Duchy!;;;;;;;;x
pomerania_reclaim_desc;In 1630 our duchy was split between Sweden and Prussia, it's time to reclaim it!;;;;;;;;x
greater_pommern_title;Take over the west bank!;;;;;;;;x
greater_pommern_desc;The area is already called "West Pommern" for a reason, let us give them a better one.;;;;;;;;x
parnassus_boicus;Parnassus_Boicus;;;;;;;;x
parnassus_boicus_desc;Bavarian learned society founded in 1722, and the name of a journal published by the society;;;;;;;;x
bavarian_academy;Bavarian Academy of Sciences and Humanities;;;;;;;;x
bavarian_academy_desc;An independent public institution, located in Munich;;;;;;;;x
saxony_join_france_title;Switch sides!;;;;;;;;x
saxony_join_france_desc;To achieve status of a Kingdom, Saxony had to switch sides and ally France in order to free itself from constant advances by Prussia and Austrian's unhelpful influence.;;;;;;;;x
form_thuringia_title;Reunite Thuringen;;;;;;;;x
form_thuringia_desc;The great Landgraviate of Thuringia fell apart to Ernestine duchies due to gavelking succession, it is time to reunite!;;;;;;;;x
form_westphalia_title;Unite Westfalen;;;;;;;;x
form_westphalia_desc;Westphalian Circle of Holy Roman states is already existent, we shall reform and centralize it!;;;;;;;;x
form_rheinland_title;Unite Rheinland;;;;;;;;x
form_rheinland_desc;Upper and Electoral Rheinish Circles of Holy Roman states are already existent, we shall reform and centralize them into one!;;;;;;;;x
gascon;Gascon;;;;;;;;x
form_swabia_title;Reunite Swabia;;;;;;;;x
form_swabia_desc;The stem duchy of Swabia was the backbone of medieval Germany. It fell apart when Conradin of Hohenstaufen dynasty, Duke of Swabia, went to become the King of Jerusalem instead. It shall be remade once more!;;;;;;;;x
invite_liege_title;Invite Liege;;;;;;;;x
invite_liege_desc;Liege is also part of the Westfalen circle, we should consider inviting them, this will strengthen our position over the area.;;;;;;;;x
invite_anhalt_title;Invite Anhalt;;;;;;;;x
invite_anhalt_desc;Anhalt is a small duchy on our border who is without a proper protector, we shall include them in our union as they are part of the saxon circle.;;;;;;;;x
bring_in_luxembourg_title;Bring in Luxembourg;;;;;;;;x
bring_in_luxembourg_desc;Luxembourg is a pain in our border, it belongs to the Burgundian circle but we shall own it instead!;;;;;;;;x
invite_limburg_title;Invite Limburg;;;;;;;;x
invite_limburg_desc;Limburg may belong to Burgundian circle, but its of utmost importance we bring the area to our realm to secure the trade.;;;;;;;;x
destroy_saxony_title;Reunite the Saxon lands;;;;;;;;x
destroy_saxony_desc;Saxony and Thuringia were part of the same Saxon Kingdom, succession ruined the land and kept dividing it more and more, we shall end the era of separation and unite the entire realm!;;;;;;;;x
trade_with_japan_title;Demand Japan trade access;;;;;;;;x
trade_with_japan_desc;Japan has been closed off from us for a long time, but times have changed, we have changed, they must reopen the market for us by any means necessary.;;;;;;;;x
unite_golden_horde_title;Unite the Golden Horde!;;;;;;;;x
unite_golden_horde_desc;After the Russo-Turkish war, the Kalmyks pursued normalizing the relations with the Crimeans. However, Russia, seeing potential surge of separatism have presented an ultimatum to prevent such attempts. But this is not real life so we might as well succeed here.;;;;;;;;x
horde_nogai_conquest_title;Retake Blue Horde;;;;;;;;x
horde_nogai_conquest_desc;Blue Horde, also known as the Eastern Wing of the Golden Horde, Ulus of Jochi, shall be one with us once more.;;;;;;;;x
horde_hetmanate_conquest_title;Reconquer Wild Fields;;;;;;;;x
horde_hetmanate_conquest_desc;We used to rule these lands, but then Grand Duchy of Lithuania took them after the Battle of Blue Waters, that is irredeemable.;;;;;;;;x
horde_south_conquest_title;Take North Caucasus;;;;;;;;x
horde_south_conquest_desc;The Horde owned all of the Caucasus, but for now only the north will do.;;;;;;;;x
horde_request_turk_help_title;Request Ottoman help;;;;;;;;x
horde_request_turk_help_desc;Ottoman Empire owns a notable portion of our land, we shall ask them to cede it if they desire to maintain our alliance.;;;;;;;;x
horde_free_kazan_title;Free Tatarstan;;;;;;;;x
horde_free_kazan_desc;Tatarstan, also known as Kazan was unjustly conquered by Muscovy, let us help them join our nation and finish off Russia once and for all!;;;;;;;;x
horde_recruit_germs_title;Recruit Volga Germans;;;;;;;;x
horde_recruit_germs_desc;Originally they were recruited to defend against us, but they have no loyalty to Russia, we shall recruit them instead to help us defend against Russia.;;;;;;;;x
