Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
MTP_ADJ;Mutapan;;;;;;;;;;;;;
HSA;Banu Khalidi;;;;;;;;;;;;;
HSA_ADJ;Banu Khalidi;;;;;;;;;;;;;
DZN;Dzungar Khanate;;;;;;;;;;;;;
DZN_ADJ;Dzungar;;;;;;;;;;;;;
KNI;Kondia;;;;;;;;;;;;;
KNI_ADJ;Mansi;;;;;;;;;;;;;
KLD;Keladi;;;;;;;;;;;;;
KLD_ADJ;Keladi;;;;;;;;;;;;;
LOZ;Barotseland;;;;;;;;;;;;;
LOZ_ADJ;Lozi;;;;;;;;;;;;;
DMS;Dimasa;;;;;;;;;;;;;
DMS_ADJ;Dimasan;;;;;;;;;;;;;
MBU;Mbunda;;;;;;;;;;;;;
MBU_ADJ;Mbunda;;;;;;;;;;;;;
IMR;Imereti;;;;;;;;;;;;;
IMR_ADJ;Imeretian;;;;;;;;;;;;;
OSG;Osage;;;;;;;;;;;;;
OSG_ADJ;Osage;;;;;;;;;;;;;
QUA;Quapaw;;;;;;;;;;;;;
QUA_ADJ;Quapaw;;;;;;;;;;;;;
YCH;Yuchi;;;;;;;;;;;;;
YCH_ADJ;Yuchi;;;;;;;;;;;;;
MIS;Niúachi;;;;;;;;;;;;;
MIS_ADJ;Niúachi;;;;;;;;;;;;;
SHH;Shoshone;;;;;;;;;;;;;
SHH_ADJ;Shoshone;;;;;;;;;;;;;
TGV;Takic;;;;;;;;;;;;;
TGV_ADJ;Takic;;;;;;;;;;;;;
FLO;Florida;;;;;;;;;;;;;
FLO_ADJ;Floridan;;;;;;;;;;;;;
FZN;Fezzan;;;;;;;;;;;;;
RZV;Rozvi;;;;;;;;;;;;;
RZV_ADJ;Rozvi;;;;;;;;;;;;;
FLO_reactionary;Los lealista;;;;;;;;;;;;;
FLO_conservative;Moderados;;;;;;;;;;;;;
FLO_liberal;Nacionalistas;;;;;;;;;;;;;
FLO_anarcho_liberal;Republicanos;;;;;;;;;;;;;
GBR;Great Britain;;;;;;;;;;;;;
GBR_democracy;The British Republic;;;;;;;;;;;;;
GBR_presidential_dictatorship;The British Republic;;;;;;;;;;;;;
GBR_ADJ;British;;;;;;;;;;;;;
GBR_reactionary1;Cavaliers;;;;;;;;;;;;;
GBR_conservative1;Tories;;;;;;;;;;;;;
GBR_liberal1;Whigs;;;;;;;;;;;;;
GBR_anarcho_liberal1;Radical Whigs;;;;;;;;;;;;;
GUJ;Gujarat;;;;;;;;;;;;;
GUJ_ADJ;Gujarati;;;;;;;;;;;;;
HRE;The Holy Roman Empire;;;;;;;;;;;;;
HRE_ADJ;German-Roman;;;;;;;;;;;;;
KND;Kandy;;;;;;;;;;;;;
KND_ADJ;Kandi;;;;;;;;;;;;;
MAW;Malwa;;;;;;;;;;;;;
MAW_ADJ;Malwan;;;;;;;;;;;;;
MRV;Maravi;;;;;;;;;;;;;
MRV_ADJ;Maravi;;;;;;;;;;;;;
MUG;The Mughal Empire;;;;;;;;;;;;;
MUG_ADJ;Mughal;;;;;;;;;;;;;
PBZ;State of Brazil;;;;;;;;;;;;;
PBZ_ADJ;Brazilian;;;;;;;;;;;;;
PBZ_reactionary;Legalistas;;;;;;;;;;;;;
PBZ_conservative;Moderados;;;;;;;;;;;;;
PBZ_liberal;Nacionalistas;;;;;;;;;;;;;
PBZ_anarcho_liberal;Republicanos;;;;;;;;;;;;;
PLR;Commonwealth of Three Nations;;;;;;;;;;;;;
PLR_ADJ;Polish-Lithuanian-Ruthenian;;;;;;;;;;;;;
THC;The Thirteen Colonies;;;;;;;;;;;;;
THC_democracy;The United States;;;;;;;;;;;;;
THC_presidential_dictatorship;The United States;;;;;;;;;;;;;
USA_presidential_dictatorship;The Thirteen Colonies;;;;;;;;;;;;;
THC_ADJ;Thirteen Colonial;;;;;;;;;;;;;
THC_reactionary;Royalists;;;;;;;;;;;;;
THC_conservative;Moderates;;;;;;;;;;;;;
THC_liberal;Nationalists;;;;;;;;;;;;;
THC_anarcho_liberal;Democratic-Republican Party;;;;;;;;;;;;;
PLC_reactionary;Zgromadzenie Magnackie;;;;;;;;;;;;;
PLC_conservative;Zgromadzenie Szlacheckie;;;;;;;;;;;;;
PLC_liberal;Konfederacja Barska;;;;;;;;;;;;;
PLC_anarcho_liberal;Stonnictwo Republikañskie;;;;;;;;;;;;;
GBJ;Great Britain;;;;;;;;;;;;;
GBJ_democracy;The British Republic;;;;;;;;;;;;;
GBJ_presidential_dictatorship;The British Republic;;;;;;;;;;;;;
GBJ_ADJ;British;;;;;;;;;;;;;
GBJ_reactionary1;Cavaliers;;;;;;;;;;;;;
GBJ_conservative1;Tories;;;;;;;;;;;;;
GBJ_liberal1;Whigs;;;;;;;;;;;;;
GBJ_anarcho_liberal1;Radical Whigs;;;;;;;;;;;;;
SFL;Sofala;;;;;;;;;;;;;
SFL_ADJ;Sofal;;;;;;;;;;;;;
SAB;Sabia;;;;;;;;;;;;;
SAB_ADJ;Sabish;;;;;;;;;;;;;
MCC_ADJ;Macocou;Macocou;Macocou;;;;;;;;;;;
MCC;Macocou;Macocou;Macocou;;;;;;;;;;;
MCC_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;
MCC_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;
MCC_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;
MNE_ADJ;Nimeamaie;Nimeamaie;Nimeamaie;;;;;;;;;;;
MNE;Monoemugi;Monoemugi;Monoemugi;;;;;;;;;;;
MNE_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;
MNE_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;
ZZH_ADJ;Zaporizhian;Zaporizhian;Zaporizhian;;;;;;;;;;;
ZZH;Zaporizhia;Zaporizhia;Zaporizhia;;;;;;;;;;;
ZZH_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;
ZZH_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;
ZZH_socialist_85;Socialists;Socialists;Socialists;;;;;;;;;;;
ZZH_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;
HET;Hetmanate;;;;;;;;;;;;;
HET_ADJ;Cossack;;;;;;;;;;;;;
VAL;The Republic of the Seven Tithings;;;;;;;;;;;;;
VAL_ADJ;Valais;;;;;;;;;;;;;
VAL_proletarian_dictatorship;The Rhodanic Republic;;;;;;;;;;;;;
VAL_proletarian_dictatorship_ADJ;Rhodanic;;;;;;;;;;;;;
SWI;The Swiss Confederacy;;;;;;;;;;;;;
SWI_proletarian_dictatorship_ADJ;Helvetic;;;;;;;;;;;;;
THL;The Three Leagues;;;;;;;;;;;;;
THL_ADJ;League;;;;;;;;;;;;;
GSU;Gersau;;;;;;;;;;;;;
GSU_ADJ;Gersau;;;;;;;;;;;;;
ASG;Princely Abbey of Saint Gall;;;;;;;;;;;;;
ASG_ADJ;Saint Gall;;;;;;;;;;;;;
CSG;City of Saint Gallen;;;;;;;;;;;;;
CSG_ADJ;Saint Gallen;;;;;;;;;;;;;
MLH;Mulhouse;;;;;;;;;;;;;
MLH_ADJ;Mulhouse;;;;;;;;;;;;;
ROT;Rottweil;;;;;;;;;;;;;
ROT_ADJ;Rottweiler;;;;;;;;;;;;;
BSL;The Prince-Bishopric of Basel;;;;;;;;;;;;;
BSL_ADJ;Basel;;;;;;;;;;;;;
BSL_proletarian_dictatorship;The Rauracian Republic;;;;;;;;;;;;;
BSL_proletarian_dictatorship_ADJ;Rauracian;;;;;;;;;;;;;
LUS;Lusatia;;;;;;;;;;;;;
LUS_ADJ;Lusatian;;;;;;;;;;;;;
LUS_democracy;Lusatia;;;;;;;;;;;;;
LUS_absolute_monarchy;Sorbia;;;;;;;;;;;;;
LUS_presidential_dictatorship;Wendland;;;;;;;;;;;;;
GHR;Golden Horde;;;;;;;;;;;;;
GHR_ADJ;Golden Horde;;;;;;;;;;;;;
NGI;Nogai Horde;;;;;;;;;;;;;
NGI_ADJ;Nogai;;;;;;;;;;;;;
FUL;Fulda;;;;;;;;;;;;;
FUL_theocracy;The Princely Abbey of Fulda;;;;;;;;;;;;;
FUL_ADJ;Fulda;;;;;;;;;;;;;
MNZ;Mainz;;;;;;;;;;;;;
MNZ_theocracy;The Electorate of Mainz;;;;;;;;;;;;;
MNZ_ADJ;Mainz;;;;;;;;;;;;;
DOR;The Free City of Dortmund;;;;;;;;;;;;;
DOR_ADJ;Dortmund;;;;;;;;;;;;;
SXZ;Saxe-Zeitz;;;;;;;;;;;;;
SXZ_ADJ;Saxe-Zeitz;;;;;;;;;;;;;
JAV;The Mataram Sultanate;;;;;;;;;;;;;
JAV_ADJ;Mataram;;;;;;;;;;;;;
HTK;Hotak Empire;;;;;;;;;;;;;
HTK_ADJ;Hotaki;;;;;;;;;;;;;
UPB;Portugal-Brazil;;;;;;;;;;;;;
UPB_ADJ;Portugese-Brazillian;;;;;;;;;;;;;
DLH;Delhi Sultanate;;;;;;;;;;;;;
DLH_ADJ;Delhi;;;;;;;;;;;;;
JAI;Amber;;;;;;;;;;;;;
JAI_ADJ;Amberi;;;;;;;;;;;;;
DEC;Deccan;;;;;;;;;;;;;
DEC_ADJ;Deccani;;;;;;;;;;;;;
ORI_colonial_company;Khalahandi;;;;;;;;;;;;;
ORI;Orissa;;;;;;;;;;;;;
ORI_absolute_monarchy;Orissa;;;;;;;;;;;;;
ORI_prussian_constitutionalism;Orissa;;;;;;;;;;;;;
LAT;Livonia;;;;;;;;;;;;;
LAT_ADJ;Livonian;;;;;;;;;;;;;
KZR;Khazaria;;;;;;;;;;;;;
KZR_ADJ;Khazaria;;;;;;;;;;;;;
CSP;Spain;;;;;;;;;;;;;
VOC;The United East India Company;;;;;;;;;;;;;
VOC_ADJ;Company;;;;;;;;;;;;;
DEL;The Sultanate of Deli;;;;;;;;;;;;;
DEL_ADJ;Deli;;;;;;;;;;;;;
MGE;Mongol Empire;;;;;;;;;;;;;
MGE_ADJ;Mongol;;;;;;;;;;;;;
PLM;The Sultanate of Palembang Darussalam;;;;;;;;;;;;;
PLM_ADJ;Palembang;;;;;;;;;;;;;
LAR;The Kingdom of Larantuka;;;;;;;;;;;;;
LAR_ADJ;Larantuka;;;;;;;;;;;;;
LUC_merchant_republic;The Most Serene Republic of Lucca;;;;;;;;;;;;;
MSA;Massa;;;;;;;;;;;;;
MSA_ADJ;Massan;;;;;;;;;;;;;
MSA_absolute_monarchy;The Duchy of Massa;;;;;;;;;;;;;
MSA_prussian_constitutionalism;The Duchy of Massa;;;;;;;;;;;;;
MSA_hms_government;The Duchy of Massa;;;;;;;;;;;;;
TUS_absolute_monarchy;The Grand Duchy of Tuscany;;;;;;;;;;;;;
TUS_prussian_constitutionalism;The Grand Duchy of Tuscany;;;;;;;;;;;;;
TUS_hms_government;The Grand Duchy of Tuscany;;;;;;;;;;;;;
TUS_trade_monarchy;The Grand Duchy of Tuscany;;;;;;;;;;;;;
MOD_absolute_monarchy;The Duchy of Modena and Reggio;;;;;;;;;;;;;
MOD_prussian_constitutionalism;The Duchy of Modena and Reggio;;;;;;;;;;;;;
PAR_absolute_monarchy;The Duchy of Parma;;;;;;;;;;;;;
PAR_prussian_constitutionalism;The Duchy of Parma;;;;;;;;;;;;;
PAR_hms_government;The Duchy of Parma;;;;;;;;;;;;;
MNT_absolute_monarchy;The Duchy of Mantua;;;;;;;;;;;;;
MNT_prussian_constitutionalism;The Duchy of Mantua;;;;;;;;;;;;;
MNT_hms_government;The Duchy of Mantua;;;;;;;;;;;;;
MOD_hms_government;The Duchy of Modena and Reggio;;;;;;;;;;;;;
PRQ_absolute_monarchy;Qajar Empire;;;;;;;;;;;;;
PRQ;Persia;;;;;;;;;;;;;
PRQ_ADJ;Persian;;;;;;;;;;;;;
PRA_absolute_monarchy;Afsharid Empire;;;;;;;;;;;;;
PRA;Persia;;;;;;;;;;;;;
PRA_ADJ;Persian;;;;;;;;;;;;;
PRZ_absolute_monarchy;Zand Empire;;;;;;;;;;;;;
PRZ;Persia;;;;;;;;;;;;;
PRZ_ADJ;Persian;;;;;;;;;;;;;
BBG;Blambangan;;;;;;;;;;;;;
BBG_ADJ;Blambangan;;;;;;;;;;;;;
BBG_absolute_monarchy;The Blambangan Kingdom;;;;;;;;;;;;;
BBG_prussian_constitutionalism;The Blambangan Kingdom;;;;;;;;;;;;;
BBG_hms_government;The Blambangan Kingdom;;;;;;;;;;;;;
BRS;Barus;;;;;;;;;;;;;
BRS_ADJ;Barus;;;;;;;;;;;;;
BRS_absolute_monarchy;The Sultanate of Barus;;;;;;;;;;;;;
BRS_prussian_constitutionalism;The Sultanate of Barus;;;;;;;;;;;;;
BRS_hms_government;The Sultanate of Barus;;;;;;;;;;;;;
PYG;Pagaruyung;;;;;;;;;;;;;
PYG_ADJ;Minangkabau;;;;;;;;;;;;;
MLT_theocracy;Knights Joanits;;;;;;;;;;;;;
BTE;Banten;;;;;;;;;;;;;
BTE_ADJ;Banten;;;;;;;;;;;;;
BTE_absolute_monarchy;The Sultanate of Banten;;;;;;;;;;;;;
BTE_prussian_constitutionalism;The Sultanate of Banten;;;;;;;;;;;;;
BTE_hms_government;The Sultanate of Banten;;;;;;;;;;;;;
SOR;Sora;;;;;;;;;;;;;
SOR_ADJ;Soran;;;;;;;;;;;;;
SOR_absolute_monarchy;The Duchy of Sora;;;;;;;;;;;;;
SOR_prussian_constitutionalism;The Duchy of Sora;;;;;;;;;;;;;
SOR_hms_government;The Duchy of Sora;;;;;;;;;;;;;
FSU_ADJ;Franco-Spanish;;;;;;;;;;;;;
FSU_absolute_monarchy;Bourbon Empire;;;;;;;;;;;;;
FSU_prussian_constitutionalism;Bourbon Empire;;;;;;;;;;;;;
FSU_hms_government;Franco-Spanish Union;;;;;;;;;;;;;
FSU_democracy;Franco-Spanish Union;;;;;;;;;;;;;
FSU_proletarian_dictatorship;Franco-Spanish Union;;;;;;;;;;;;;
FSU_fascist_dictatorship;Western Roman Empire;;;;;;;;;;;;;
ADU_ADJ;Anglo-Dutch;;;;;;;;;;;;;
ADU_absolute_monarchy;United Commonwealth;;;;;;;;;;;;;
ADU_prussian_constitutionalism;United Commonwealth;;;;;;;;;;;;;
ADU_hms_government;United Commonwealth;;;;;;;;;;;;;
ADU_democracy;United Provinces;;;;;;;;;;;;;
ADU_oligarchic_republic;United Provinces;;;;;;;;;;;;;
ADU_proletarian_dictatorship;United Provinces;;;;;;;;;;;;;
ADU_fascist_dictatorship;United Provinces;;;;;;;;;;;;;
otto_nobility;Ümera Faction;;;;;;;;;;;;;
FRA_fascist_dictatorship;The French Empire;;;;;;;;;;;;;
HAB_ADJ;Austro-Spanish;;;;;;;;;;;;;
HAB_absolute_monarchy_ADJ;Habsburg;;;;;;;;;;;;;
HAB_prussian_constitutionalism_ADJ;Habsburg;;;;;;;;;;;;;
HAB_hms_government_ADJ;Habsburg;;;;;;;;;;;;;
HAB_absolute_monarchy;Habsburg Empire;;;;;;;;;;;;;
HAB_prussian_constitutionalism;Habsburg Empire;;;;;;;;;;;;;
HAB_hms_government;Habsburg Empire;;;;;;;;;;;;;
HAB_democracy;Austro-Spanish Union;;;;;;;;;;;;;
HAB_oligarchic_republic;Austro-Spanish Union;;;;;;;;;;;;;
HAB_proletarian_dictatorship;Austro-Spanish Union;;;;;;;;;;;;;
HAB_fascist_dictatorship;Austro-Spanish Union;;;;;;;;;;;;;
BNG_colonial_company;Newab of Bengal;;;;;;;;;;;;;
KAZ_khanate;Kazakh Khanate;;;;;;;;;;;;;
PNJ_colonial_company;Newab of Punjab;;;;;;;;;;;;;
AFG_colonial_company;Newab of Afghanistan;;;;;;;;;;;;;
MUL_colonial_company;Newab of Multan;;;;;;;;;;;;;
SIN_colonial_company;Newab of Sindh;;;;;;;;;;;;;
GUJ_colonial_company;Newab of Gujarat;;;;;;;;;;;;;
MAW_colonial_company;Newab of Malwa;;;;;;;;;;;;;
BRR;Berar;;;;;;;;;;;;;
BRR_ADJ;Berari;;;;;;;;;;;;;
BRR_colonial_company;Newab of Berar;;;;;;;;;;;;;
GOL;Golconda;;;;;;;;;;;;;
GOL_ADJ;Golconda;;;;;;;;;;;;;
GOL_colonial_company;Newab of Golconda;;;;;;;;;;;;;
VIJ;Karnatak;;;;;;;;;;;;;
VIJ_ADJ;Karnatak;;;;;;;;;;;;;
VIJ_colonial_company;Newab of Vijaynagar;;;;;;;;;;;;;
AWA_colonial_company;Newab of Awadh;;;;;;;;;;;;;
BIJ_colonial_company;Newab of Bijapur;;;;;;;;;;;;;
RAJ_colonial_company;Newab of Rajputana;;;;;;;;;;;;;
MUL;Multan;;;;;;;;;;;;;
MUL_ADJ;Multan;;;;;;;;;;;;;
TOR;Russia;;;;;;;;;;;;;
TOR_ADJ;Russian;;;;;;;;;;;;;
TOR_absolute_monarchy;Tsardom of Russia;;;;;;;;;;;;;
TOR_prussian_constitutionalism;Tsardom of Russia;;;;;;;;;;;;;
TOR_hms_government;Tsardom of Russia;;;;;;;;;;;;;
NUR;Nuremberg;;;;;;;;;;;;;
NUR_ADJ;Nuremberg;;;;;;;;;;;;;
FRA_proletarian_dictatorship;French Republic;;;;;;;;;;;;;
OMA;Omani Empire;;;;;;;;;;;;;
OMA_ADJ;Omani;;;;;;;;;;;;;
NET_oligarchic_republic;United Provinces;;;;;;;;;;;;;
AUS_absolute_monarchy;Habsburg Monarchy;;;;;;;;;;;;;
AUS_absolute_monarchy_ADJ;Habsburg;;;;;;;;;;;;;
AUS_hms_government;Austria;;;;;;;;;;;;;
AUS_prussian_constitutionalism;Austria;;;;;;;;;;;;;
CLN;Play The Mod Moron;;;;;;;;;;;;;
CLN_ADJ; ;;;;;;;;;;;;;
PLC_absolute_monarchy;Poland-Lithuania;;;;;;;;;;;;;
PLC_proletarian_dictatorship;Poland-Lithuania;;;;;;;;;;;;;
PLC_oligarchic_republic;The Commonwealth;;;;;;;;;;;;;
PLR_absolute_monarchy;The Commonwealth;;;;;;;;;;;;;
AYO;Ayutthaya;;;;;;;;;;;;;
AYO_ADJ;Ayutthaya;;;;;;;;;;;;;
MTF;Montferrat;;;;;;;;;;;;;
MTF_ADJ;Montferrat;;;;;;;;;;;;;
JEY;Jeypore;;;;;;;;;;;;;
JEY_ADJ;Jeypore;;;;;;;;;;;;;
GRH;Garha;;;;;;;;;;;;;
GRH_ADJ;Garha;;;;;;;;;;;;;
KHA;Kharan;;;;;;;;;;;;;
KHA_ADJ;Kharan;;;;;;;;;;;;;
MKR;Makran;;;;;;;;;;;;;
MKR_ADJ;Makran;;;;;;;;;;;;;
RIN;Rind;;;;;;;;;;;;;
RIN_ADJ;Rind;;;;;;;;;;;;;
KHJ;Kheonjar;;;;;;;;;;;;;
KHJ_ADJ;Kheonjar;;;;;;;;;;;;;
PRL;Parlakhimidi;;;;;;;;;;;;;
PRL_ADJ;Parlakhimidi;;;;;;;;;;;;;
GRJ;Garjat;;;;;;;;;;;;;
GRJ_ADJ;Garjat;;;;;;;;;;;;;
SBP;Sambalpur;;;;;;;;;;;;;
SBP_ADJ;Sambalpur;;;;;;;;;;;;;
RTP;Ratanpur;;;;;;;;;;;;;
RTP_ADJ;Ratanpur;;;;;;;;;;;;;
SGJ;Surguja;;;;;;;;;;;;;
USA_proletarian_dictatorship;Colombian  Republic;;;;;;;;;;;;;
USA_proletarian_dictatorship_ADJ;Colombian;;;;;;;;;;;;;
USA_facist_dictatorship;Empire Of Liberty;;;;;;;;;;;;;
SWH;Holstein-Gottorp;;;;;;;;;;;;;
SWH_ADJ;Holstein-Gottorp;;;;;;;;;;;;;
TRH;Trinh;x
TRH_ADJ;Trinh;x
NUG;Nguyen;x
NUG_ADJ;Nguyen;x
XIN_khanate;Yarkent Khanate;x
XIN_khanate_ADJ;Yarkent;x
KBR;Kabardia;x
KBR_adj;Kabardian;x
GZK;Gazikumukh;x
GZK_ADJ;Gazikumukhan;x
CRI_Khanate;Crimean Khanate;x
KRA;Rokosz;x
KRA_ADJ;Polish;x
KRA_hms_government;Warsaw Confederation;x
KRA_elective_monarchy_oligarchy;Rokosz;x
