Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
EVTDESC10100_NEW;Phytophthora infestans, the dreaded potato blight, has struck one of our farming provinces. Starving smallholders, and in some places driving whole families from their homes, the potato blight has caused a localized famine that threatens to spread.;;Phytophthora infestans, die gefürchtete Kartoffelfäule, ist in $PROVINCENAME$ ausgebrochen. Die Krankheit bringt lokale Kleinbauern ans Hungertuch, treibt an manchen Orten ganze Familien aus ihren Heimen, und hat generell vor Ort eine Hungersnot ausgelöst, die sich auszubreiten droht. Im Parlament wie auch vor Ort treten die Liberalen vor, klagen unsere Regierung an, die Hungerhilfe ungeschickt anzugehen, und behaupten, dass vielleicht nicht die Knollenfäule selbst, sondern unsere Politik, die zu Nahrungsmangel geführt hat, an der Krise schuld ist.;;;;;;;;;;;
EVTNAME10120_NEW;$COUNTRY_ADJ$ Herald;La Tribune de $COUNTRY_ADJ$;Der $COUNTRY_ADJ$ Herald;;;;;;;;;;;
EVTDESC10120_NEW;A new daily has begun circulating in $COUNTRY$. The $COUNTRY_ADJ$ Herald, carrying hard-hitting political commentary, literary critique and local news, has quickly developed into a flagship for local liberal politics.;;Eine neue Tageszeitung ist in $COUNTRY$ erschienen. Mit beißenden politischen Kommentaren, Literaturkritik und Lokalnachrichten ist der $COUNTRY_ADJ$ Herald schnell zu einem Flaggschiff für liberale Lokalpolitik geworden.;;;;;;;;;;;
EVTDESC10130_NEW;A local chapter of the Chartist Society, calling for a broadening of the voting franchise, and an end to landed voting rights, has opened in $COUNTRY$.;Une branche locale de la Société chartiste, appelant à un élargissement du droit de vote et à la fin du système électoral censitaire est apparue en $COUNTRY$.;Ein lokaler Zweig der Chartistengesellschaft ist in $COUNTRY$ aktiv geworden und ruft nach größeren Wahlrechten und einem Ende der landbesitzgebundenen Wahlrechts.;;;;;;;;;;;
EVTDESC10140_NEW;Liberal causes have started to gain traction in $COUNTRY$. While no one knows for sure, rumor has it that the root cause of this sudden upswing in liberal propaganda efforts is the recent foundation of a secret society, forced into hiding due to the persecution of any legitimate opposition to the ruling party. Whether it be the Rosecrucians or the Illuminati, these society members will continue to act from the shadows until $COUNTRY$ allows free debate and opposition in its politics.;;;;;;;;;;;;;
EVTDESC10150_NEW;The smog from the factories hangs low against the blood red of a charcoal sky. Far away in the depths of the city, in the deepest bowels of the industrial machine, the cries and shouts of a forming mob can be heard echoing against a backdrop of drainpipes and smokestacks. Infuriated over poor working conditions, clamoring for a return to a lost pastoral dream remembered, Luddites take to the streets in $COUNTRY$.;;Der kohlschwarze Qualm der Fabriken hängt tief gegen den blutroten Himmel. Tief im Herzen der Stadt, in den untersten Kellern der Industriemaschine, kann man die Schreie und Rufes des sich bildenden Mobs im Echo gegen den Hintergrund von Kühlröhren und Schornsteinen hören. Erzürnt über schlechte Arbeitsbedingungen ziehen die Ludditen auf die Straße in $COUNTRY$ und verlangen die Wiederkehr eines ländlichen Traums.;;;;;;;;;;;
EVTDESC10160_NEW;Immorality is like water, flowing through every concievable crack in the dams of legal authority. Liberals in $COUNTRY$ have, on account of the ban on public meetings, begun holding banquets. Ostentsibly without purpose -- A gathering among friends, a celebration, a feast -- the common knowledge secret that no one dare pronounce is that these banquets are political meetings carried out behind a thin veneer of legality.;;Sittenlosigkeit ist wie Wasser - sie fließt durch jeden Riss in den Dämmen der Gesetzesautorität. Die Liberalen in $COUNTRY$ haben wegen des Verbots öffentlicher Versammlungen begonnen, Bankette abzuhalten. Nach außen völlig absichtslos -- ein Treffen von Freunden, eine Feier, ein Fest -- doch ist jedem klar, was er nicht auszusprechen wagt: dass diese Bankette politische Treffen sind, die sich hinter einem sehr dünnen Anstrich der Legalität verstrecken.;;;;;;;;;;;
EVTDESC10170_NEW;Like rats carrying contagious diseases, the preachers of modernity move effortlessly back and forth across our borders. Liberal agitation has spread to $PROVINCENAME$ from a neighboring province and is now threatening to enflame the entire state. We might want to send some troops here.;Comme des rats porteurs de maladies contagieuses, les prédicateurs modernes vont et viennent facilement de part et d'autres de nos frontières. L'agitation libérale s'étend à $PROVINCENAME$ depuis une province voisine.;Wie Ratten mit ansteckenden Krankheiten bewegen sich die Prediger der Modernität mühelos über unsere Grenzen hinweg. Liberale Agitation ist aus einer Nachbarprovinz nach $PROVINCENAME$ übergeschwappt.;;;;;;;;;;;
EVTDESC10200_NEW;Death to the $MONARCHTITLE$!', a hoarse voice cries. The streets in $PROVINCENAME$ have come alive. A local injustice, or the perception of one, have animated the unwashed masses into rebellion against our rule and threatens to spread to the rest of the state. The revolt is still small enough that its future course has not been set in stone, and leniency might avert it, but perhaps it is best to put our foot down firmly to set an example?;;Tod dem König!', schreit eine heisere Stimme. Die Straßen in $PROVINCENAME$ sind zum Leben erwacht. Eine lokale Ungerechtigkeit bzw. das, was manche dafür ansehen, hat eine Rebellion der ungewaschenen Horden gegen unsere Herrschaft entfacht. Die Revolte ist noch klein genug, dass ihr künftiger Kurs noch nicht in Stein gemeißelt steht. Mit Milde könnte man noch etwas erreichen, aber vieleicht ist es am besten, hart vorzugehen, um ein Exempel zu statuieren?;;;;;;;;;;;
EVTNAME10205;Fighting in the Streets;;;;;;;;;;;;;
EVTDESC10205;Tensions in one of our provinces reached a boiling point recently, with liberals and reactionaries battling in the streets. $COUNTRY_ADJ$ police were quick to move in, but tempers remain high and already there are reports of fighting elsewhere in the state. Officials are calling for decisive action to put an end to the violence.;;;;;;;;;;;;;
EVTNAME10215;Inspired Nationalists;;;;;;;;;;;;;
EVTDESC10215;Nationalists in $COUNTRY$, inspired by the wave of liberalism in a neighboring nation, have risen up. Agitators are running through the streets waving flags and calling for their brethren to fight for freedom. Responding with violence could enflame the entire state, but $COUNTRY_ADJ$ officials agree that this cannot be allowed to continue.;;;;;;;;;;;;;
EVTNAME10155;Pan-Nationalist Fervor;;;;;;;;;;;;;
EVTDESC10155;A fervor has been sweeping through parts of $COUNTRY$, with liberal-minded revolutionaries calling for $COUNTRY_ADJ$ citizens to rise up and demand the unification of $CULTURE_GROUP_UNION$. They have begun waving $UNION_ADJ$ flags in the streets, fomenting riots and violence. The police have had difficulties dealing with the problem.;;;;;;;;;;;;;
EVTNAME10190_NEW;Fiery Sermon in $PROVINCENAME$;;;;;;;;;;;;;
EVTNAME10200_NEW;Liberal Insurrection in $PROVINCENAME$;;;;;;;;;;;;;
EVTNAME10210_NEW;Liberal Revolt in $PROVINCENAME$;;;;;;;;;;;;;
EVTNAME10216;Nationalist Fervor in $PROVINCENAME$;;;;;;;;;;;;;
EVTDESC10216;Nationalists in $PROVINCENAME$, inspired by the wave of liberalism throughout $COUNTRY$, have risen up. Agitators are running through the streets waving flags and calling for their brethren to fight for freedom. Responding with violence could enflame the entire state, but $COUNTRY_ADJ$ officials agree that this cannot be allowed to continue.;;;;;;;;;;;;;
EVTNAME10221;Chartist Rally in Kennington Common;;;;;;;;;;;;;
EVTDESC10221;A massive demonstration by the Chartists has taken place in Kennington Common, with liberals demanding that the People's Charter be implemented immediately-- giving equal votes to all men, rich or poor, as well as secret ballots and a fair distribution of constituencies. Many in the government are suggesting that such public gatherings should be made illegal, and that at best the British government should make empty promises to these rabble-rousers. Others fear that refusing their demands will lead to the monarchy being toppled by rebellion.;;;;;;;;;;;;;
EVTNAME10222;The French Revolution of $YEAR$;;;;;;;;;;;;;
EVTDESC10222;Angry crowds have flooded the streets of Paris, shouting cries of 'Down with the King!' and 'Long live the Reform!'. They have erected barricades in the streets and fighting has broken out with the Parisian municipal guards. With the city having been completely closed off from outside help, these crowds have begun to march on the royal palace. Our king has had no choice but to abdicate and flee the country.;;;;;;;;;;;;;
EVTNAME10223;Louis-Napoleon's Coup d'Etat;;;;;;;;;;;;;
EVTDESC10223;Facing the prospect of losing the presidential election, the popular Louis-Napoleon has launched a coup d'etat and overthrown the French government. Loyal members of the army have locked down strategic locations in Paris, and the Assemblée Nationale has been dissolved, leaving Louis-Napoleon as the undisputed ruler of the country. He has been christened Napoléon III, regaining his uncle's throne as the Emperor of France.;;;;;;;;;;;;;
EVTNAME10224;Emperor Napoleon Deposed;;;;;;;;;;;;;
EVTDESC10224;Angered by the inability of France to prevent the formation of Germany, as well as the humiliating loss of Alsace-Lorraine, the government has deposed Emperor Napoleon. We must choose what form our new government is to take.;;;;;;;;;;;;;
EVTNAME10225;Hungarian Revolution of $YEAR$;;;;;;;;;;;;;
EVTDESC10225;The Hungarian Diet has grown increasingly independent of Austrian rule in recent years. Field Marshall Count Franz Philipp von Lamberg was sent to Hungary to take personal control over their armies, but was attacked upon his arrival. In response, the Austrian government ordered the Hungarian Diet dissolved and the Ban of Croatia installed in Lamberg's place. The Hungarians have refused to obey, and thus we now face civil war to maintain the integrity of the empire.;;;;;;;;;;;;;
EVTNAME10226;Freedom At Last!;;;;;;;;;;;;;
EVTDESC10226;We have won our freedom from Austrian rule! The people have gathered in $CAPITAL$ in jubilation!;;;;;;;;;;;;;
EVTNAME10227;The Hungarian Question;;;;;;;;;;;;;
EVTDESC10227;Hungarian lands rightfully belong to us. With their new-found freedom, we are left with the decision whether we should pursue our claim to their lands or instead try to reconcile with the Hungarian government. If they remain hostile, after all, and we are unable to defeat them, they will become a very dangerous enemy on our border. Admitting their loss, however, might be a blow to our prestige we will never recover from.;;;;;;;;;;;;;
EVTNAME10228;Constitutional Reform;;;;;;;;;;;;;
EVTDESC10228;With the entire nation ready to overthrow the monarchy, ministers have approached the King with advice on reforming the constitution before it's too late. The loss of Belgium has made a revision necessary already. Including provisions that permitted the direct election of the lower house as well as numerous freedoms the Dutch do not already enjoy might pacify the liberals.;;;;;;;;;;;;;
EVTNAME10229;The $COUNTRY_ADJ$ Uprising;;;;;;;;;;;;;
EVTDESC10229;With the people seemingly ready to break down our doors, demanding constitutional reform, perhaps we should consider giving it to them? Some moderate reforms, allowing the masses their vote but retaining ultimate power for the $COUNTRY_ADJ$ aristocracy and the Kaiser, should please them enough to dispel this rabble... for now.;;;;;;;;;;;;;
EVTNAME10400;The French Revolution of $YEAR$;;;;;;;;;;;;;
EVTDESC10400;The unrest in France hit its height recently, with crowds streaming through the streets of Paris and erecting barricades. In what was widely regarded as an accident, a French guardsmen fired his musket on the citizens and set off a massacre. The resulting conflagaration has swept the city, with crowds chanting 'Long live the Reform!' and 'Down with the King!'. Despite assurances that everything is under control, the king has abdicated and fled the country… leaving a provisional government to step in and declare the Second Republic.\n\nNow we have the task of building this new government, starting with a presidential election to determine its new Head of State. Considering the popularity of Louis-Napoléon Bonaparte among the masses, and the granting of universal voting rights, some are concerned that he may in fact take the leadership. If he does, who knows what this may mean for France?;;;;;;;;;;;;;
EVTNAME10401;The Presidential Election;;;;;;;;;;;;;
EVTDESC10401;While it was expected that Louis-Napoléon Bonaparte would do well in the French presidential election, no one could have counted on the fact that he has done as well as this. Despite his autocratic leanings and lack of allies in Paris, he has managed to be something to everyone… even gaining the sponsorship of the Orleanists. The provisional government's candidate, Louis-Eugène Cavaignac, led the effort to quell an uprising in the city-- leading to resentment among the masses which has translated into Napoleon's landslide. Many fear the man takes too much after his infamous uncle, and thus the idea has arisen of fixing the elections to ensure Cavaignac's victory. This would require us to restrict universal sufferage, as well as muffle the newspapers and political opponents. Either way, the ideals of the Second Republic seem at risk of compromise.;;;;;;;;;;;;;
EVTNAME10402;Napoleon Wins Election!;;;;;;;;;;;;;
EVTDESC10402;Louis-Napoléon Bonaparte has swept into power as France's new Head of State. The man carries with him the legacy of his infamous uncle, and with it the support of the masses. He has no friends in Paris, however, almost all of whom are nervous of the possibility that he might decide to follow in his uncle's footsteps.;;;;;;;;;;;;;
EVTNAME10405;Louis-Napoleon's Coup d'Etat;;;;;;;;;;;;;
EVTDESC10405;Unable to force the Upper House to repeal its prohibition against presidential re-election and facing removal from power, the popular Louis-Napoleon has launched a coup d'etat and overthrown the French government. Loyal members of the army have locked down strategic locations in Paris, and the Assemblée Nationale has been dissolved, leaving Louis-Napoleon as the undisputed ruler of the country. He has been christened Napoléon III, regaining his uncle's throne as the Emperor of France.;;;;;;;;;;;;;
EVTNAME10410;Emperor Napoleon Deposed;;;;;;;;;;;;;
EVTDESC10410;The popularity of Louis-Napoleon has waned. Where once it was expected that his ascension would return France to the greatness it experienced during the reign of his uncle, instead France sees itself being eclipsed by its neighbours. The Emperor has cultivated many enemies among the liberals in Paris, and now they have chosen their moment to strike. Napoleon has been deposed, and the only question remains as to what form France shall now take. Shall we restore the Bourbon dynasty under the Count of Chambord, elect for a Bourbon constitutional monarchy under the Comte de Paris, or instead opt to create the Third Republic?;;;;;;;;;;;;;
EVTNAME10411;The Death of Napoleon;;;;;;;;;;;;;
EVTDESC10411;Louis-Napoleon has grown ill in recent months, slowly surrendering more and more ground to the Upper House. Thus his death comes with no surprise to many. Mourned by the entire nation, and by his beloved Empress Eugénie, the question now turns to who will follow him. His son and heir would be Napoleon IV… but he is still a young man, eager to live up to the legacy left him. Others favor the popular Bourbon Count of Paris. Still more, however, claim this is the perfect moment to restore the republic and end the monarchy once and for all.;;;;;;;;;;;;;
EVTNAME11100_NEW;The Unification of $CULTURE_GROUP_UNION$;;;;;;;;;;;;;
EVTDESC11100_NEW;A rising tide of liberal nationalism within $CULTURE_GROUP_UNION$ has begun to spread, raising the idea of a $UNION_ADJ$ union with $COUNTRY$ at its head. A parliament of liberal revolutionaries has been convened, with representatives from throughout $UNION_ADJ$ lands, which has decreed the time is right for the nation to unite under one banner. The parliament has offered the crown of $CULTURE_GROUP_UNION$ to us. We could accept the offer, but doing so would cause international alarm, and require us to compensate the revolutionaries politically.;;;;;;;;;;;;;
EVTNAME11104;Revolution in $FROMCOUNTRY$!;;;;;;;;;;;;;
EVTDESC11104;A pro-$UNION_ADJ$ revolution has taken hold in $FROMCOUNTRY$. Its liberal leaders believe that $COUNTRY$ is the nation best-suited to unite all of $CULTURE_GROUP_UNION$, and thus have sworn to support us until the union is ready to occur.;;;;;;;;;;;;;
EVTNAME11106;The $FROMCOUNTRY_ADJ$ Proposal;;;;;;;;;;;;;
EVTDESC11106;$MONARCHTITLE$, the $FROMCOUNTRY_ADJ$ ambassador has presented us with news from the recent parliament of German revolutionaries. $FROMCOUNTRY$ has agreed to assemble a federation of German states, with the goal of eventually forming a greater Germany. If we do not agree,it is possible that $FROMCOUNTRY$ will attempt to take our lands by force.;;;;;;;;;;;;;
EVTNAME11108;Slavic Unification;;;;;;;;;;;;;
EVTDESC11108;The call has gone out for the Slavic nations of the Balkans to finally unite under a common banner, to resist the encroachment of the Austrians and Turks as well as other European powers. Yugoslavia, it is said, will be a power to rival even its most powerful neighbours. Whether this new nation would succeed in holding together a people divided by centuries of bitter warfare is best left for speculation.;;;;;;;;;;;;;
EVTNAME11109;The Creation of Greater Finland;;;;;;;;;;;;;
EVTDESC11109;The call has gone out for the Ugric nations of Greater Finland to finally unite under a common banner, to resist the encroachment of the Russians as well as other European powers. This new nation, it is said, will be a power to rival even its most powerful neighbours.;;;;;;;;;;;;;
EVTNAME11110;A North German Union?;;;;;;;;;;;;;
EVTDESC11110;An open discussion amongst liberals in $COUNTRY$ has been occurring regarding the formation of a confederation of North German states. Conditions have never been right for it in the past, but many believe such a union is needed if the Germans are ever to have true security and take their place among the powers of the world. A $COUNTRY_ADJ$-led movement to create such a confederation might go over well with our neighbours, if we made the attempt to create it.;;;;;;;;;;;;;
EVTNAME11115;The Greater Slavic Union;;;;;;;;;;;;;
EVTDESC11115;Many within $COUNTRY$ have always considered it a dream to form a greater union of the Slavic peoples, one spanning all of the Balkans and uniting them under a common flag. Such a nation would be far better suited at resisting the encroachment of foreign powers into the region. Now seems like the perfect opportunity for $COUNTRY$ to form such a union. Do we proceed with the creation of Yugoslavia, or let the dream die here?;;;;;;;;;;;;;
EVTNAME11120;Slavic Unification;;;;;;;;;;;;;
EVTDESC11120;The call has come to $COUNTRY$ to unite with Yugoslavia, a union of Slavic countries interested in protecting the Balkans from the encroachment of other European powers. Whether a union of cultures which have before now often been at war, and indeed still have considerable enmity for each other, will be difficult to say.;;;;;;;;;;;;;
EVTDESC19006;Our independence is gradually being undercut and more and more becoming something that only exists on paper, as several foreign Great Powers vie for control over our political institutions. Recently, tensions have erupted between several great powers each vying for dominance over our government. If any of them attempts to assert themselves in $COUNTRY$, it will mean conflict with our government, the other great powers, and possibly even war.;;;;;;;;;;;;;
EVTOPTA13000;We will allow the westerners into $COUNTRY$, so long as they cause no trouble.;;;;;;;;;;;;;
EVTOPTB13000;They bring dangerous ideas. $COUNTRY$ will refuse them all access.;;;;;;;;;;;;;
EVTNAME13010;Shipwrecked Sailors;Les naufragés;Schiffsbrüchige Matrosen;;Marineros naufragados;;;;;;;;;
EVTDESC13010;An old pond\nA frog jumps in —\nThe sound of water.'\n-- Matsuo Basho\nOne of our coastal provinces is bustling with rumors about the strange people who were found along its shorelines earlier this morning. The more precise origin of these shipwrecked sailors is as of yet uncertain, but, wherever they are from, they are definitely not from $COUNTRY$. The difficulty now lies in deciding what to do with them: if we send them home, we are effectively changing our policy of non-interaction with the westerners. Ignoring them and allowing them to stay, however, means permitting a western presence in $COUNTRY$ despite all our efforts.;;;;;;;;;;;;;
EVTOPTA13010;Send them home.;Les laisser rentrer chez eux.;Lasst sie heimkehren.;;Dejadles regresar a casa.;;;;;;;;;
EVTOPTB13010;Allow them to stay.;Les obliger à rester.;Zwingt sie, zu bleiben.;;Obligadles a quedarse.;;;;;;;;;
EVTNAME13015;Foreign Smugglers;Contrebandiers étrangers;Ausländische Schmuggler;;Contrabandistas extranjeros;;;;;;;;;
EVTDESC13015;One of our subjects has been discovered wearing foreign clothes, and further interrogation by the authorities has lead to the slow unraveling of a foreign smuggling ring. These foreigners come into $COUNTRY$ without permission, knowing they face execution should they be caught-- yet some of our advisors say there are benefits to their presence, as they can supply needs to the $COUNTRY_ADJ$ people that we cannot.;;;;;;;;;;;;;
EVTNAME13016;Smugglers Sell Opium;;;;;;;;;;;;;
EVTDESC13016;In what should come as no surprise, the foreign smuggling ring in one of our provinces has been caught red-handed selling opium to the locals.;;;;;;;;;;;;;
EVTNAME13020;Foreign Missionaries;;;;;;;;;;;;;
EVTDESC13020;Despite our policy of not permitting foreigners into $COUNTRY$, it has been discovered that a group of foreign missionaries has been traveling among our people and spreading their religion. While we have every right to execute them out of hand, this does raise the possibility of a confrontation with their home country. Do we wish to risk such a war, all for the sake of a few priests?;;;;;;;;;;;;;
EVTNAME13021;Missionaries Executed in $FROMCOUNTRY$;;;;;;;;;;;;;
EVTDESC13021;We have received reports that a number of our missionaries have been executed in $FROMCOUNTRY$, part of a $FROMCOUNTRY_ADJ$ action to round up all unwanted foreigners. The missionaries were peaceful, and the $COUNTRY_ADJ$ public is understandably enraged. Many believe that war is necessary, while others believe the potential for war with $FROMCOUNTRY$ simply isn't worth it. The missionaries knew they were not permitted in $FROMCOUNTRY$, after all.;;;;;;;;;;;;;
EVTNAME13030;Western Approaches;;;;;;;;;;;;;
EVTDESC13030;News reaches us that an expatriate community of foreigners, from various European countries and Great Powers, has formed in one of our cities. Doubtlessly, this is a direct effect of our government's policy of open ports and borders. This influx might be positive, as our government seems to believe, however some voices have less kind things to say about the foreigners.;;;;;;;;;;;;;
EVTNAME13031;Grievous Insults!;;;;;;;;;;;;;
EVTDESC13031;A group of $COUNTRY_ADJ$ citizens who left $COUNTRY$ some time ago on an expedition to $FROMCOUNTRY$ has been viciously refused entry to the country. It appears that the $FROMCOUNTRY_ADJ$ government has turned gradually to a policy of increasing isolationism, most likely in order to avoid the pains of modernizing their political, economical and social institutions. This policy of the $FROMCOUNTRY_ADJ$ government is, obviously, impairing the advances of $COUNTRY_ADJ$ trade, diplomacy and missionary activities in the region, and must be considered an unjust restriction of the international freedom of movement.;;;;;;;;;;;;;
EVTDESC13040;Despite the obvious rightness of our country's trade policies, greater amounts of foreign goods could be useful, and elements within our administration have suggested setting up a limited trading post in one of our coastal cities, where foreign ships can moor and trade, without compromising the cultural integrity of $COUNTRY$. It could be an economic boon to the area and the nation, but conservative voices warn that destructive foreign influences might further creep into our society.;;Trotz der offensichtlichen Richtigkeit unserer Isolationspolitik könnte eine gewisse Menge ausländischer Güter uns von Nutzen sein. Einige Elements in unserer Regierung haben vorgeschladen, einen beschränkten Handelsposten in $PROVINCENAME$ zu errichten, wo ausländische Schiffe ankern und handeln können, ohne im Großen und Ganzen unsere Politik der Separation vom Rest der Welt außerhalb $COUNTRYNAME$ zu kompromittieren. Es könnte für das Gebiet wie auch die Nation einen wirtschaftlichen Aufschwung bedeuten, aber konservative Stimmen warnen, dass destruktive ausländische Einflüsse sich in unsere Gesellschaft einschleichen könnten.;;;;;;;;;;;
