Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
D16;The $REGION$ Commonwealth;;Die $REGION$-Nation;;;;;;;;;;;
D16_ADJ;$REGION$;;national;;;;;;;;;;;
D17;The $REGION$ Federation;;Die $REGION$-Fˆderation;;;;;;;;;;;
D17_ADJ;$REGION$;;Fˆderations-;;;;;;;;;;;
D18;The United States of $REGION$;;Die Vereinigten Staaten von $REGION$;;;;;;;;;;;
D18_ADJ;$REGION$;;Unions-;;;;;;;;;;;
D19;The Union of $REGION$;;Die Demokratische Union von $REGION$;;;;;;;;;;;
D19_ADJ;$REGION$;;Unions-;;;;;;;;;;;
D20;$REGION$;;Das F¸rstentum von $REGION$;;;;;;;;;;;
D20_ADJ;$REGION$;;f¸rstlich;;;;;;;;;;;
D21;$REGION$;;Die Union von $REGION$;;;;;;;;;;;
D21_ADJ;$REGION$;;Unions-;;;;;;;;;;;
D22;$REGION$;;Die Demokratische Volksrepublik von $REGION$;;;;;;;;;;;
D22_ADJ;$REGION$;;demokratisch-republikanisch;;;;;;;;;;;
D23;$REGION$;;Das $REGION$-Gebiet;;;;;;;;;;;
D23_ADJ;$REGION$;;ortsans‰ssig;;;;;;;;;;;
D24;$REGION$;;Die Glorreiche Union von $REGION$;;;;;;;;;;;
D24_ADJ;$REGION$;;glorreich;;;;;;;;;;;
D25;$REGION$;;Das m‰chtige Gebiet von $REGION$;;;;;;;;;;;
D25_ADJ;$REGION$;;m‰chtig;;;;;;;;;;;
D26;The $REGION$ Free State;;Der $REGION$-Freistaat;;;;;;;;;;;
D26_ADJ;$REGION$;;freistaatlich;;;;;;;;;;;
D27;The $REGION$ Commonwealth;;$REGION$-Commonwealth;;;;;;;;;;;
D27_ADJ;Commonwealth;;Commonwealth-;;;;;;;;;;;
D28;The $REGION$ Confederacy;;Die $REGION$-Konfˆderation;;;;;;;;;;;
D28_ADJ;Confederate;;konfˆderiert;;;;;;;;;;;
D29;$REGION$;;Das Freie Volk von $REGION$;;;;;;;;;;;
D29_ADJ;$REGION$;;frei;;;;;;;;;;;
D30;$REGION$;;Die $REGION$-Republik;;;;;;;;;;;
D30_ADJ;$REGION$;;republikanisch;;;;;;;;;;;
D31;$REGION$;;Die Heilige Union von $REGION$;;;;;;;;;;;
D31_ADJ;$REGION$;;zelotisch;;;;;;;;;;;
D32;Union of $REGION$;;Die Volks-Union von $REGION$;;;;;;;;;;;
D32_ADJ;$REGION$;;Unions-;;;;;;;;;;;
D33;$REGION$ Federation;;Die Fˆderationsstaaten von $REGION$;;;;;;;;;;;
D33_ADJ;Federation;;Fˆderations-;;;;;;;;;;;
D34;$REGION$;;Der $REGION$-Fˆderationsstaat;;;;;;;;;;;
D34_ADJ;$REGION$;;Fˆderations-;;;;;;;;;;;
D35;The $REGION$ Confederation;;Die $REGION$-Konfˆderation;;;;;;;;;;;
D35_ADJ;$REGION$;;konfˆderiert;;;;;;;;;;;
D36;The $REGION$ Federation;;Die $REGION$-Fˆderation;;;;;;;;;;;
D36_ADJ;$REGION$;;Fˆderations-;;;;;;;;;;;
D37;The $REGION$ Union;;Die Fromme Union von $REGION$;;;;;;;;;;;
D37_ADJ;$REGION$;;fromm;;;;;;;;;;;
D38;$REGION$;;$REGION$-Land;;;;;;;;;;;
D38_ADJ;$REGION$;;Landes-;;;;;;;;;;;
D39;$REGION$;;Die Republik der Ruhe von $REGION$;;;;;;;;;;;
D39_ADJ;$REGION$;;ruhig;;;;;;;;;;;
D40;$REGION$;;Das Geheime Kˆnigreich von $REGION$;;;;;;;;;;;
D40_ADJ;$REGION$;;geheim;;;;;;;;;;;
D41;$REGION$;;Die Kommune von $REGION$;;;;;;;;;;;
D41_ADJ;$REGION$;;kommunistisch;;;;;;;;;;;
D42;Dominion of $REGION$;;Die $REGION$-Kommune;;;;;;;;;;;
D42_ADJ;$REGION$;;kommunistisch;;;;;;;;;;;
D43;$REGION$;;Die Arbeiter-Union von $REGION$;;;;;;;;;;;
D43_ADJ;$REGION$;;Arbeiter-;;;;;;;;;;;
D44;$REGION$;;Die Landgrafschaft von $REGION$;;;;;;;;;;;
D44_ADJ;$REGION$;;landgrafschaftlich;;;;;;;;;;;
D45;$REGION$;;Die Nation von $REGION$;;;;;;;;;;;
D45_ADJ;$REGION$;;national;;;;;;;;;;;
D46;$REGION$;;Die Heilige Region von $REGION$;;;;;;;;;;;
D46_ADJ;$REGION$;;zelotisch;;;;;;;;;;;
D47;The $REGION$ Dominion;;Das $REGION$-Dominion;;;;;;;;;;;
D47_ADJ;$REGION$;;beherrschend;;;;;;;;;;;
D48;$REGION$;;Der Volksstaat von $REGION$;;;;;;;;;;;
D48_ADJ;$REGION$;;vˆlkisch;;;;;;;;;;;
D49;$REGION$;;Das Hohe Kˆnigreich von $REGION$;;;;;;;;;;;
D49_ADJ;$REGION$;;hochkˆniglich;;;;;;;;;;;
D50;$REGION$;;Das Kleinere F¸rstentum von $REGION$;;;;;;;;;;;
D50_ADJ;$REGION$;;f¸rstlich;;;;;;;;;;;
ABU;Trucial States;;;;;;;;;;;;;
ABU_ADJ;Trucial;;;;;;;;;;;;;
ACR;Acre;;;;;;;;;;;;;
ACR_ADJ;Acrean;;;;;;;;;;;;;
ACR_liberal;Partido Liberal;Partido Liberal;Partido Liberal;;;;;;;;;;;
ACR_conservative;Partido Conservador;Partido Conservador;Partido Conservador;;;;;;;;;;;
ACR_reactionary;Partido Caramuru;Partido Caramuru;Partido Caramuru;;;;;;;;;;;
ACR_anarcho_liberal;Partido Radical;Partido Radical;Partido Radical;;;;;;;;;;;
ACR_socialist;Partido Socialist;Partido socialiste;Partido Socialist;;;;;;;;;;;
ACR_communist;Partido Communist;Partido communiste;Partido Communist;;;;;;;;;;;
ACR_fascist;Partido Fascist;Partido fasciste;Partido Fascist;;;;;;;;;;;
AIN;Ainu;;;;;;;;;;;;;
AIN_ADJ;Ainu;;;;;;;;;;;;;
AIN_absolute_monarchy;Ainu Mosir;;;;;;;;;;;;;
AIN_conservative;Conservatist Faction;;;;;;;;;;;;;
AIN_liberal;Reformist Faction;;;;;;;;;;;;;
AIN_socialist;Progressive Faction;;;;;;;;;;;;;
AIN_communist;Communist Faction;;;;;;;;;;;;;
AIN_reactionary;Nationalist Faction;;;;;;;;;;;;;
AIN_anarcho_liberal;Radical Faction;;;;;;;;;;;;;
AIN_fascist;Fascist faction;;;;;;;;;;;;;
AKH;Astrakhan;;;;;;;;;;;;;
AKH_ADJ;Astrakhan;;;;;;;;;;;;;
AKH_conservative;The Conservatives;Faction royale;Kˆnigsfraktion;;;;;;;;;;;
AKH_liberal;The Liberals;Faction libÈrale;Die liberale Fraktion;;;;;;;;;;;
AKH_reactionary;The Khanate Faction;Faction nationaliste;Die nationalistische Fraktion;;;;;;;;;;;
AKH_anarcho_liberal;The Libertains;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
AKH_socialist;The Socialists;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
AKH_communist;The Communists;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
AKH_fascist;The Mongolian Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
ALS;Elsass;;;;;;;;;;;;;
ALS_ADJ;Alsatian ;;;;;;;;;;;;;
ALS_liberal;Liberaldem. Partei;Liberaldem. Partei;Liberaldem. Partei;;;;;;;;;;;
ALS_conservative;Zentrumspartei;Zentrumspartei;Zentrumspartei;;;;;;;;;;;
ALS_liberal_2;Nationalliberale ;Nationalliberale ;Nationalliberale ;;;;;;;;;;;
ALS_socialist;Deutscher Arbeiterverein;Deutscher Arbeiterverein;Deutscher Arbeiterverein;;;;;;;;;;;
ALS_reactionary;Nationale Partei;Nationale Partei;Nationale Partei;;;;;;;;;;;
ALS_anarcho_liberal;Radical Arbeiterpartei;Arbeiterpartei radical;Radikale Arbeiterpartei;;;;;;;;;;;
ALS_communist;Communist Arbeiterpartei;Arbeiterpartei communiste;Kommunistische Arbeiterpartei;;;;;;;;;;;
ALS_fascist;NSDP;NSDP;NSDP;;;;;;;;;;;
ALT;Altai Republic;;;;;;;;;;;;;
ALT_absolute_monarchy;Altai Union;;;;;;;;;;;;;
ALT_hms_government;Altai Union;;;;;;;;;;;;;
ALT_prussian_constitutionalism;Altai Union;;;;;;;;;;;;;
ALT_ADJ;Altaic;;;;;;;;;;;;;
ALT_conservative;The Conservatives;Faction royale;Kˆnigsfraktion;;;;;;;;;;;
ALT_liberal;The Liberals;Faction libÈrale;Die liberale Fraktion;;;;;;;;;;;
ALT_reactionary;The Khanate Faction;Faction nationaliste;Die nationalistische Fraktion;;;;;;;;;;;
ALT_anarcho_liberal;The Libertains;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
ALT_socialist;The Socialists;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
ALT_communist;The Communists;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
ALT_fascist;The Mongolian Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
ANG;Angola;;;;;;;;;;;;;
ANG_ADJ;Angolan;;;;;;;;;;;;;
ANI_absolute_monarchy;Antillean Empire;Empire of Antillia;Empire of Antillia;;Empire of Antillia;;;;;;;;;
ANI_french_bourbon;Antillean Republic;the Red Indies;the Red Indies;;the Red Indies;;;;;;;;;
ANI_presidential_dictatorship;Antillean Republic;Republic of Antillia;Republic of Antillia;;Republic of Antillia;;;;;;;;;
ANI_bourgeois_dictatorship;Antillean Republic;Pirates of the Caribbean;Pirates of the Caribbean;Pirates of the Caribbean;;;;;;;;;x ;
ANI;Antilles Confederation;Republic of Antillia;Republic of Antillia;;Republic of Antillia;;;;;;;;;
ANI_ADJ;Antillean;Antillean;Antillean;;Antillean;;;;;;;;;
AOT;Aotearoa;Aotearoa;Aotearoa;;;;;;;;;;;
AOT_ADJ;Maori;Maori;Maori;;;;;;;;;;;
AOT_conservative;Kingitanga;Kingitanga;Kingitanga;;;;;;;;;;;
AOT_liberal;Ropu o te Rangatahi;Ropu o te Rangatahi;Ropu o te Rangatahi;;;;;;;;;;;
AOT_socialist;Ratana;Ratana;Ratana;;;;;;;;;;;
AOT_communist;Toputanga-a-iwi;Toputanga-a-iwi;Toputanga-a-iwi;;;;;;;;;;;
AOT_reactionary;Kauhanganui;Kauhanganui;Kauhanganui;;;;;;;;;;;
AOT_anarcho_liberal;Mana Maori Motuhake;Mana Maori Motuhake;Mana Maori Motuhake;;;;;;;;;;;
AOT_fascist;Kawanatanga Whakahawini;Kawanatanga Whakahawini;Kawanatanga Whakahawini;;;;;;;;;;;
ARA;Arabia;;;;;;;;;;;;;
ARA_ADJ;Arabian;;;;;;;;;;;;;
ARA_reactionary;Al Sa'ud;;;;;;;;;;;;;
ARA_reactionary2;Al Rashid;;;;;;;;;;;;;
ARA_conservative;Al Muhafidh;;;;;;;;;;;;;
ARA_liberal;Al Mutaharir;;;;;;;;;;;;;
ARA_anarcho_liberal;Al Anarkiliberali;;;;;;;;;;;;;
ARA_socialist;Al Ishtiraki;;;;;;;;;;;;;
ARA_communist;Al Shiu'i;;;;;;;;;;;;;
ARA_fascist;Al Fashi;;;;;;;;;;;;;
ARU;Arab Union;;;;;;;;;;;;;
ARU_ADJ;Arabic;;;;;;;;;;;;;
ARU_french_bourbon;Arab People's Republic;;;;;;;;;;;;;
ARU_presidential_dictatorship;Arab Republic;;;;;;;;;;;;;
ARU_bourgeois_dictatorship;Arab Republic;;;;;;;;;;;;;
ARU_democracy;United Arab Republic;;;;;;;;;;;;;
ASR;Asir;;;;;;;;;;;;;
ASR_ADJ;Asiri;;;;;;;;;;;;;
ASR_absolute_monarchy_ADJ;Idrisi;;;;;;;;;;;;;
ASR_prussian_constitutionalism_ADJ;Idrisi;;;;;;;;;;;;;
ASR_hms_government_ADJ;Idrisi;;;;;;;;;;;;;
ASR_reactionary;Hizb al-Hashemiyya al-Urduni;;;;;;;;;;;;;
ASR_conservative;Hizb al-Wasat al-Islami;;;;;;;;;;;;;
ASR_liberal;Yasari-d-al-Dimaqrati al-Urduni;;;;;;;;;;;;;
ASR_anarcho_liberal;Al Anarkiliberali;;;;;;;;;;;;;
ASR_socialist;Hizb al-Baath al-Ishtiraki al-Urduni;;;;;;;;;;;;;
ASR_communist;Al-Hizb al-Shuyui al-Urduni;;;;;;;;;;;;;
ASR_fascist;Hizb al-Mustaqbal;;;;;;;;;;;;;
ASM;Assam;;;;;;;;;;;;;
ASM_ADJ;Assamese;;;;;;;;;;;;;
ASM_french_bourbon;Assamese Republic;;;;;;;;;;;;;
ASM_presidential_dictatorship;Assamese Republic;;;;;;;;;;;;;
ASM_bourgeois_dictatorship;Assamese Republic;;;;;;;;;;;;;
ASM_conservative;Royal Faction;;;;;;;;;;;;;
ASM_liberal;The Liberal Faction;;;;;;;;;;;;;
ASM_reactionary;The Nationalist Faction;;;;;;;;;;;;;
ASM_anarcho_liberal;The Radical Faction;;;;;;;;;;;;;
ASM_socialist;The Socialist Faction;;;;;;;;;;;;;
ASM_communist;The Communist Faction;;;;;;;;;;;;;
ASM_fascist;The Fascist Faction;;;;;;;;;;;;;
ASY;Assyria;;;;;;;;;;;;;
ASY_ADJ;Assyrian;;;;;;;;;;;;;
ASY_french_bourbon;Aramaea;;;;;;;;;;;;;
ASY_french_bourbon_ADJ;Aramaic;;;;;;;;;;;;;
ATR;Asturias;Asturias;Asturias;;Asturias;;;;;;;;;
ATR_ADJ;Asturian;Asturien;Asturisch;;Asturiano;;;;;;;;;
ATR_conservative;Partido Moderado;Partido Moderado;Partido Moderado;;;;;;;;;;;
ATR_liberal;Partido Progresista;Partido Progresista;Partido Progresista;;;;;;;;;;;
ATR_reactionary;ComuniÛn Carlista;ComuniÛn Carlista;ComuniÛn Carlista;;;;;;;;;;;
ATR_socialist;Partido Socialista;Partido Socialista;Partido Socialista;;;;;;;;;;;
ATR_communist;FederaciÛn Regional;FederaciÛn Regional;FederaciÛn Regional;;;;;;;;;;;
ATR_anarcho_liberal;Partido Radical;Partido Radical;Partido Radical;;;;;;;;;;;
ATR_fascist;Falange;Falange;Falange;;;;;;;;;;;
BAH;Bahia;;;;;;;;;;;;;
BAH_ADJ;Bahian;;;;;;;;;;;;;
BAH_liberal;Partido Liberal;Partido Liberal;Partido Liberal;;;;;;;;;;;
BAH_conservative;Partido Conservador;Partido Conservador;Partido Conservador;;;;;;;;;;;
BAH_reactionary;Partido Caramuru;Partido Caramuru;Partido Caramuru;;;;;;;;;;;
BAH_conservative_2;Partido Paulista;Partido Paulista;Partido Paulista;;;;;;;;;;;
BAH_liberal_2;Partido Carioca;Partido Carioca;Partido Carioca;;;;;;;;;;;
BAH_anarcho_liberal;Partido Radical;Partido Radical;Partido Radical;;;;;;;;;;;
BAH_socialist;Partido Socialist;Partido socialiste;Partido Socialist;;;;;;;;;;;
BAH_communist;Partido Communist;Partido communiste;Partido Communist;;;;;;;;;;;
BAH_fascist;Partido Fascist;Partido fasciste;Partido Fascist;;;;;;;;;;;
BAN;Banat;;;;;;;;;;;;;
BAN_democracy;Banat Republic;;;;;;;;;;;;;
BAN_ADJ;Banati;;;;;;;;;;;;;
BAN_conservative;The Conservatives;Faction royale;Kˆnigsfraktion;;;;;;;;;;;
BAN_liberal;The Liberals;Faction libÈrale;Die liberale Fraktion;;;;;;;;;;;
BAN_reactionary;The Royalist Faction;Faction nationaliste;Die nationalistische Fraktion;;;;;;;;;;;
BAN_anarcho_liberal;The Libertains;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
BAN_socialist;The Socialists;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
BAN_communist;The Communists;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
BAN_fascist;The Nationalist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
BAR;Barbados;;;;;;;;;;;;;
BAR_ADJ;Barbadian;;;;;;;;;;;;;
BHM;Bahamas;;;;;;;;;;;;;
BHM_ADJ;Bahamian;;;;;;;;;;;;;
BHR;Bahrain;;;;;;;;;;;;;
BHR_ADJ;Bahraini;;;;;;;;;;;;;
BHR_reactionary;Hizb al-Hashemiyya al-Urduni;;;;;;;;;;;;;
BHR_conservative;Hizb al-Wasat al-Islami;;;;;;;;;;;;;
BHR_liberal;Yasari-d-al-Dimaqrati al-Urduni;;;;;;;;;;;;;
BHR_anarcho_liberal;Al Anarkiliberali;;;;;;;;;;;;;
BHR_socialist;Hizb al-Baath al-Ishtiraki al-Urduni;;;;;;;;;;;;;
BHR_communist;Al-Hizb al-Shuyui al-Urduni;;;;;;;;;;;;;
BHR_fascist;Hizb al-Mustaqbal;;;;;;;;;;;;;
BIH;Bihar;;;;;;;;;;;;;
BIH_ADJ;Bihari;;;;;;;;;;;;;
BIH_french_bourbon;Bihari People's Republic;;;;;;;;;;;;;
BIH_conservative;Lok Janshakti Party;;;;;;;;;;;;;
BIH_liberal;Samata Party;;;;;;;;;;;;;
BIH_reactionary;Bihar Vikas;;;;;;;;;;;;;
BIH_anarcho_liberal;Bihari Radical Party;;;;;;;;;;;;;
BIH_socialist;Janata Dal;;;;;;;;;;;;;
BIH_communist;Bihari Communist Party;;;;;;;;;;;;;
BIH_fascist;Bihari Fascist Party;;;;;;;;;;;;;
BIM;Bima;;;;;;;;;;;;;
BIM_ADJ;Bima;;;;;;;;;;;;;
BKV;Bukovina;;;;;;;;;;;;;
BKV_ADJ;Bukovinian;;;;;;;;;;;;;
BLC;Baluchistan;;;;;;;;;;;;;
BLC_ADJ;Baluchi;;;;;;;;;;;;;
BLZ;Belize;;;;;;;;;;;;;
BLZ_ADJ;Belizean;;;;;;;;;;;;;
BMK;Mali;;;;;;;;;;;;;
BMK_ADJ;Malian;;;;;;;;;;;;;
breton;Breton;Breton;Bretonisch;;;;;;;;;;;
BRA;Brunswick;;;;;;;;;;;;;
BRA_ADJ;Brunswicker;;;;;;;;;;;;;
BRT;Brittany;;;;;;;;;;;;;
BRT_ADJ;Breton;;;;;;;;;;;;;
BRT_fascist;PNB;;;;;;;;;;;;;
BRT_reactionary;Strollad Broadelour;;;;;;;;;;;;;
BRT_communist;Strollad Komunist;;;;;;;;;;;;;
BRT_socialist;Unvaniezh Demokratel;;;;;;;;;;;;;
BRT_liberal;Strollad Liberal;;;;;;;;;;;;;
BRT_anarcho_liberal;Strollad Radical;;;;;;;;;;;;;
BRT_conservative;Strollad Mirour;;;;;;;;;;;;;
BRU_ADJ;Bruneian;;;;;;;;;;;;;
BSQ;Vasconia;;;;;;;;;;;;;
BSQ_ADJ;Basque;;;;;;;;;;;;;
BSQ_socialist;Abertzale Ekintza;;;;;;;;;;;;;
BSQ_conservative;Alderdi Jeltzalea;;;;;;;;;;;;;
BSQ_liberal;Alderdi Abertzale Errepublikanoa;;;;;;;;;;;;;
BSQ_reactionary;Alderdi Monarkiko;;;;;;;;;;;;;
BSQ_communist;Mugimendu Komunista;;;;;;;;;;;;;
BSQ_fascist;Euskadi Ta Askatasuna;;;;;;;;;;;;;
BSQ_anarcho_liberal;Alderdi Anarkiazale;;;;;;;;;;;;;
BSQ_french_bourbon;Euskadi;;;;;;;;;;;;;
CAR;Central African Republic;;;;;;;;;;;;;
CAR_ADJ;Central African;;;;;;;;;;;;;
CAR_french_bourbon;Central African Empire;;;;;;;;;;;;;
CAR_absolute_monarchy;Central African Empire;;;;;;;;;;;;;
CAR_prussian_constitutionalism;Ubangi-Chari;;;;;;;;;;;;;
CAR_prussian_constitutionalism_ADJ;Ubangi;;;;;;;;;;;;;
CAR_hms_government;Ubangi-Chari;;;;;;;;;;;;;
CAR_hms_government_ADJ;Ubangi;;;;;;;;;;;;;
CGO;Congo;;;;;;;;;;;;;
CGO_ADJ;Congolese;;;;;;;;;;;;;
CEQ;Equador Confederation;;;;;;;;;;;;;
CEQ_french_bourbon;Quilombola;;;;;;;;;;;;;
CEQ_ADJ;Nordestino;;;;;;;;;;;;;
CEQ_liberal;Partido Liberal;Partido Liberal;Partido Liberal;;;;;;;;;;;
CEQ_conservative;Partido Conservador;Partido Conservador;Partido Conservador;;;;;;;;;;;
CEQ_reactionary;Partido Caramuru;Partido Caramuru;Partido Caramuru;;;;;;;;;;;
CEQ_conservative_2;Partido Paulista;Partido Paulista;Partido Paulista;;;;;;;;;;;
CEQ_liberal_2;Partido Carioca;Partido Carioca;Partido Carioca;;;;;;;;;;;
CEQ_anarcho_liberal;Partido Radical;Partido Radical;Partido Radical;;;;;;;;;;;
CEQ_socialist;Partido Socialist;Partido socialiste;Partido Socialist;;;;;;;;;;;
CEQ_communist;Partido Communist;Partido communiste;Partido Communist;;;;;;;;;;;
CEQ_fascist;Partido Fascist;Partido fasciste;Partido Fascist;;;;;;;;;;;
CHD;Chad;;;;;;;;;;;;;
CHD_ADJ;Chadian;;;;;;;;;;;;;
CHO;Chugoku;;;;;;;;;;;;;
CHO_ADJ;Chugokuan;;;;;;;;;;;;;
CHO_absolute_monarchy;Choshu;;;;;;;;;;;;;
CHO_prussian_constitutionalism;Choshu;;;;;;;;;;;;;
CHO_hms_government;Choshu;;;;;;;;;;;;;
CHO_absolute_monarchy_ADJ;Mori;;;;;;;;;;;;;
CHO_prussian_constitutionalism_ADJ;Mori;;;;;;;;;;;;;
CHO_hms_government_ADJ;Mori;;;;;;;;;;;;;
CHP;Chiapas;;;;;;;;;;;;;
CHP_ADJ;Chiapan;;;;;;;;;;;;;
CHP_liberal;Partido Liberal;Partido Liberal;Partido Liberal;;;;;;;;;;;
CHP_socialist;Partido Socialista;Partido Socialista;Partido Socialista;;;;;;;;;;;
CHP_conservative;Partido Estadista Republicano;Partido Estadista Republicano;Partido Estadista Republicano;;;;;;;;;;;
CHP_anarcho_liberal;Partido Anarchista;Partido Anarchista;Partido Anarchista;;;;;;;;;;;
CHP_communist;Partido Comunista;Partido Comunista;Partido Comunista;;;;;;;;;;;
CHP_fascist;Partido Nacionalista;Partido Nacionalista;Partido Nacionalista;;;;;;;;;;;
CHP_reactionary;UniÛn Republicana;UniÛn Republicana;UniÛn Republicana;;;;;;;;;;;
CIR;Circassia;;;;;;;;;;;;;
CIR_ADJ;Circassian;;;;;;;;;;;;;
CIR_liberal;Liberal Party;;;;;;;;;;;;;
CIR_conservative;Conservative Party;;;;;;;;;;;;;
CIR_socialist;Socialist Party;;;;;;;;;;;;;
CIR_reactionary;Nationalist Party;;;;;;;;;;;;;
CIR_anarcho_liberal;Radical Party;;;;;;;;;;;;;
CIR_communist;Communist Party;;;;;;;;;;;;;
CIR_fascist;Fascist Party;;;;;;;;;;;;;
CLC;Cilicia;;;;;;;;;;;;;
CLC_ADJ;Cilician;;;;;;;;;;;;;
CLM_french_bourbon;Gran Colombia;;;;;;;;;;;;;
CLM_absolute_monarchy;New Granada;;;;;;;;;;;;;
CLM_prussian_constitutionalism;New Granada;;;;;;;;;;;;;
CLM_hms_government;New Granada;;;;;;;;;;;;;
CMR;Cameroon;;;;;;;;;;;;;
CMR_ADJ;Cameroonian;;;;;;;;;;;;;
CPL;Congress Poland;Royaume du Congres;Kongresspolen;;Zarato de Polonia;;;;;;;;;
CPL_absolute_monarchy;Poland;;;;;;;;;;;;;
CPL_prussian_constitutionalism;Poland;;;;;;;;;;;;;
CPL_hms_government;Poland;;;;;;;;;;;;;
CPL_colonial_government;Congress Poland;;;;;;;;;;;;;
CPL_dominion;Congress Poland;;;;;;;;;;;;;
CPL_ADJ;Polish;Polonais;Polnisch;;Polaca;;;;;;;;;
CRS;Corsica;;;;;;;;;;;;;
CRS_ADJ;Corsican;;;;;;;;;;;;;
CRS_conservative;Fazzione Cunservatore;;;;;;;;;;;;;
CRS_liberal;Fazzione Liberale;;;;;;;;;;;;;
CRS_reactionary;Fazzione Bonapartistu;;;;;;;;;;;;;
CRS_socialist;Fazzione Sucialistu;;;;;;;;;;;;;
CRS_communist;Fazzione Cumunistu;;;;;;;;;;;;;
CRS_anarcho_liberal;Fazzione Anarchistu;;;;;;;;;;;;;
CRS_fascist;Fazzione Fascistu;;;;;;;;;;;;;
CSA;The Confederate States of America;;;;;;;;;;;;;
CSA_democracy;The Confederate States of America;;;;;;;;;;;;;
CSA_presidential_dictatorship;The Confederate States of America;;;;;;;;;;;;;
CSA_bourgeois_dictatorship;The Confederate States of America;;;;;;;;;;;;;
CSA_french_bourbon;The Confederate States of America;;;;;;;;;;;;;
CSA_absolute_monarchy;The Imperial Confederacy;;;;;;;;;;;;;
CSA_prussian_constitutionalism;The Imperial Confederacy;;;;;;;;;;;;;
CYR;Cyrenaica;;;;;;;;;;;;;
CYR_ADJ;Cyrenaican;;;;;;;;;;;;;
CYR_conservative;Royal Faction;;;;;;;;;;;;;
CYR_liberal;The Liberal Faction;;;;;;;;;;;;;
CYR_reactionary;The Nationalist Faction;;;;;;;;;;;;;
CYR_anarcho_liberal;The Radical Faction;;;;;;;;;;;;;
CYR_socialist;The Socialist Faction;;;;;;;;;;;;;
CYR_communist;The Communist Faction;;;;;;;;;;;;;
CYR_fascist;The Fascist Faction;;;;;;;;;;;;;
DAG;Caucasian Imamate;;;;;;;;;;;;;
DAG_ADJ;Dagestani;;;;;;;;;;;;;
DAG_presidential_dictatorship;Dagestan;;;;;;;;;;;;;
DAG_french_bourbon;Dagestan;;;;;;;;;;;;;
DAG_bourgeois_dictatorship;Dagestan;;;;;;;;;;;;;
DAG_democracy;Dagestan;;;;;;;;;;;;;
DAG_liberal;Liberal Party;;;;;;;;;;;;;
DAG_conservative;Conservative Party;;;;;;;;;;;;;
