Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
bureaucratic_unrest_4;Unrest among the Bureaucrats;;;;;;;;;;;;;
bureaucratic_unrest_4_desc;The Middle Strata of our country is furious at our recent actions;;;;;;;;;;;;;
bureaucratic_unrest_3;Unrest among the Bureaucrats;;;;;;;;;;;;;
bureaucratic_unrest_3_desc;The Middle Strata of our country is furious at our recent actions;;;;;;;;;;;;;
bureaucratic_unrest_2;Unrest among the Bureaucrats;;;;;;;;;;;;;
bureaucratic_unrest_2_desc;The Middle Strata of our country is furious at our recent actions;;;;;;;;;;;;;
bureaucratic_unrest_1;Unrest among the Bureaucrats;;;;;;;;;;;;;
bureaucratic_unrest_1_desc;The Middle Strata of our country is furious at our recent actions;;;;;;;;;;;;;
silesia_boom;Silesia Population and Industry Boom;;;;;;;;;;;;;
silesia_boom_city;Silesia Population and Industry Boom;;;;;;;;;;;;;
frederick_grosse;Fredrick II Hohenzollern;;;;;;;;;;;;;
folwark_serf_economy;Folwark and Serf Based Economy;;;;;;;;;;;;;
noble_democracy;Golden Liberty;;;;;;;;;;;;;
admiraliteiten:Admiraliteinten;;;;;;;;;;;;;
stadtholderless_period;Stadtholderless Dictatorship;;;;;;;;;;;;;
patriots_couse_trouble;Patriots cause Unrest;;;;;;;;;;;;;
orangist_domination;Orangist Domination;;;;;;;;;;;;;
dutch_banks;Dutch Banks;;;;;;;;;;;;;
outdoor_relief;Outdoor relief;;;;;;;;;;;;;
decentralized_rule;Decentralized Rule;;;;;;;;;;;;;
political_chaos;Political Chaos;;;;;;;;;;;;;
inefficient_bureacracy;Inefficient Bureacracy;;;;;;;;;;;;;
efficient_bureacracy;Efficinet Bureacracy;;;;;;;;;;;;;
illegitimate_heir;Illegitimate heir;;;;;;;;;;;;;
hre_mendling;Holy Roman Laws Changed;;;;;;;;;;;;;
reichsreform:Reichreform;;;;;;;;;;;;;
reichsregiment;Reichregiment;;;;;;;;;;;;;
the_hofgericht;The Hofgericht;;;;;;;;;;;;;
erbkaisertum;Erbkaisertum;;;;;;;;;;;;;
the_great_debt;The Great Debt;;;;;;;;;;;;;
the_great_debt_1;The Great Debt;;;;;;;;;;;;;
the_south_sea_company;The South Sea Company;;;;;;;;;;;;;
the_south_sea_company_1;The South Sea Company;;;;;;;;;;;;;
the_south_sea_company_2;The South Sea Company;;;;;;;;;;;;;
johann_struensee;Johann Struensee;;;;;;;;;;;;;
christian_vii;Christian VII Oldenburg;;;;;;;;;;;;;
local_hegemon;Local Hegemon;;;;;;;;;;;;;
methuen_treaty;Methuen Treaty;;;;;;;;;;;;;
john_v_por;John V Braganca;;;;;;;;;;;;;
marquis_pombal;Sebastiao Jose de Carvalho e Melo;;;;;;;;;;;;;
monopoly_companies_of_commerce;Monopoly Companies of Commerce;;;;;;;;;;;;;
jesuits_expelled;Jesuits Expelled;;;;;;;;;;;;;
pombaline_economic_reform;Pombaline Economic Reforms;;;;;;;;;;;;;
turnabout;Turnabout;;;;;;;;;;;;;
pearl_of_the_antilles;Pearl Of the Antilles;;;;;;;;;;;;;
mass_slave_revolt;Mass Slave Revolt;;;;;;;;;;;;;
trade_centre;Trade Centre;;;;;;;;;;;;;
vila_rica;Vila Rica;;;;;;;;;;;;;
berggeschrei;Berggeschrei;;;;;;;;;;;;;
bolas_de_plata;Bolas de Plata;;;;;;;;;;;;;
el_eden;El Eden;;;;;;;;;;;;;
kolar_gold_fields;Kolar Gold Fields;;;;;;;;;;;;;
a_tax_haven;A Tax Haven;;;;;;;;;;;;;
noble_army;Noble General Staff;;;;;;;;;;;;;
noble_beaurocracy;Noble Beaurocratic Staff;;;;;;;;;;;;;
proffesional_general_staff;Proffesional General Staff;;;;;;;;;;;;;
trade_sectors_monopoly;Imposed Trade Sector Monopoly;;;;;;;;;;;;;
church_goods_seized;Church Propety Seized;;;;;;;;;;;;;
deified_ruler;Deified Ruler;;;;;;;;;;;;;
piracy_tolerant;Tolerant to Piracy;;;;;;;;;;;;;
piracy_tolerant_desc;We have decided that letting pirates roam free may be of actual benefit to our nation;;;;;;;;;;;;;
pirate_republic;Pirate Republic;;;;;;;;;;;;;
pirate_republic_desc;We are a pirate republic, a loose and borderline anarchistic confederation of.. angry merchants;;;;;;;;;;;;;
nader_shah;Nader Shah;;;;;;;;;;;;;
napoleon_bonaparte;Napoleon I Bonaparte;;;;;;;;;;;;;
charles_emmanuel;Charles Emmanuel III di Savoia;;;;;;;;;;;;;
savoyard_law_code;Savoyard Law Codified;;;;;;;;;;;;;
leopold_ii;Leopold II Habsburg;;;;;;;;;;;;;
spanish_succesion_crisis;Spanish Succession Crisis has started;;;;;;;;;;;;;
naderi_coinage_system;Naderi Coinage System
quajar_army_reforms;Qajar Army Reforms
muhammad_ali;Muhammad Ali of Egypt
fredrican_army_model;Fredrican Army Model
encouraging_migration;Encouraging Settlements
western_medicine;Imported Western Medicine
order_of_the_dragon;Order of the Dragon
