JAV_ADJ;Mataram;x
HTK;Hotak Empire;x
HTK_ADJ;Hotaki;x
UPB;Portugal-Brazil;x
UPB_ADJ;Portugese-Brazillian;x
DLH;Delhi Sultanate;x
DLH_ADJ;Delhi;x
JAI;Amber;x
JAI_ADJ;Amberi
DEC;Deccan;x
DEC_ADJ;Deccani;x
ORI_colonial_company;Khalahandi;x
ORI;Orissa;x
ORI_absolute_monarchy;Orissa;x
ORI_prussian_constitutionalism;Orissa;x
MND_ADJ;Batéan;x;;;;;;;;;;;;;;;;
KAK;Kartli;x;;;;;;;;;;;;;;;;
KAK_ADJ;Kartlian;x;;;;;;;;;;;;;;;;
BNY;Bunyoro;x;;;;;;;;;;;;;;;;
BNY_ADJ;Bunyoran;x;;;;;;;;;;;;;;;;
TRP;Tripura;x;;;;;;;;;;;;;;;;
TRP_ADJ;Tripuran;x;;;;;;;;;;;;;;;;
MTP;Mutapa;x;;;;;;;;;;;;;;;;
MTP_ADJ;Mutapan;x;;;;;;;;;;;;;;;;
HSA;Al-Ahsa;x;;;;;;;;;;;;;;;;
HSA_ADJ;Al-Ahsan;x;;;;;;;;;;;;;;;;
DZN;Dzungar Khanate;x;;;;;;;;;;;;;;;;
DZN_ADJ;Dzungar;x;;;;;;;;;;;;;;;;
KNI;Kondia;x;;;;;;;;;;;;;;;;
KNI_ADJ;Mansi;x;;;;;;;;;;;;;;;;
KLD;Keladi;x;;;;;;;;;;;;;;;;
KLD_ADJ;Keladi;x;;;;;;;;;;;;;;;;
LOZ;Barotseland;x;;;;;;;;;;;;;;;;
LOZ_ADJ;Lozi;x;;;;;;;;;;;;;;;;
DMS;Dimasa;x;;;;;;;;;;;;;;;;
DMS_ADJ;Dimasan;x;;;;;;;;;;;;;;;;
BNG;Bengal;x;;;;;;;;;;;;;;;;
BNG_ADJ;Bengali;x;;;;;;;;;;;;;;;;
MBU;Mbunda;x;;;;;;;;;;;;;;;;
MBU_ADJ;Mbunda;x;;;;;;;;;;;;;;;;
IMR;Imereti;x;;;;;;;;;;;;;;;;
IMR_ADJ;Imeretian;x;;;;;;;;;;;;;;;;
FLO;Florida;x;;;;;;;;;;;;;;;;
FLO_ADJ;Floridan;x;;;;;;;;;;;;;;;;
FZN;Fezzan;x;;;;;;;;;;;;;;;;
FLO_ADJ;Fezzanian;x;;;;;;;;;;;;;;;;
RZV;Rozvi;x;;;;;;;;;;;;;;;;
RZV_ADJ;Rozvi;x;;;;;;;;;;;;;;;;
FLO_reactionary;Los lealista;x;;;;;;;;;;;;;;;;
FLO_conservative;Moderados;x;;;;;;;;;;;;;;;;
FLO_liberal;Nacionalistas;x;;;;;;;;;;;;;;;;
FLO_anarcho_liberal;Republicanos;x;;;;;;;;;;;;;;;;
GBR;Great Britain;x;;;;;;;;;;;;;;;;
GBR_democracy;The British Republic;x;;;;;;;;;;;;;;;;
GBR_presidential_dictatorship;The British Republic;x;;;;;;;;;;;;;;;;
GBR_ADJ;British;x;;;;;;;;;;;;;;;;
GBR_reactionary1;Cavaliers;x;;;;;;;;;;;;;;;;
GBR_conservative1;Tories;x;;;;;;;;;;;;;;;;
GBR_liberal1;Whigs;x;;;;;;;;;;;;;;;;
GBR_anarcho_liberal1;Radical Whigs;x;;;;;;;;;;;;;;;;
GUJ;Gujarat;x;;;;;;;;;;;;;;;;
GUJ_ADJ;Gujarati;x;;;;;;;;;;;;;;;;
HRE;The Holy Roman Empire;x;;;;;;;;;;;;;;;;
HRE_ADJ;German-Roman;x;;;;;;;;;;;;;;;;
KND;Kandy;x;;;;;;;;;;;;;;;;
KND_ADJ;Kandi;x;;;;;;;;;;;;;;;;
MAW;Malwa;x;;;;;;;;;;;;;;;;
MAW_ADJ;Malwan;x;;;;;;;;;;;;;;;;
MRV;Maravi;x;;;;;;;;;;;;;;;;
MRV_ADJ;Maravi;x;;;;;;;;;;;;;;;;
MDR;Madurai;x;;;;;;;;;;;;;;;;
MDR;Madurai;x;;;;;;;;;;;;;;;;
MNP;Manipur;x;;;;;;;;;;;;;;;;
MNP_ADJ;Manipuri;x;;;;;;;;;;;;;;;;
MRU;Mrauk U;x;;;;;;;;;;;;;;;;
MRU_ADJ;Kachinese;x;;;;;;;;;;;;;;;;
MUG;The Mughal Empire;x;;;;;;;;;;;;;;;;
MUG_ADJ;Mughal;x;;;;;;;;;;;;;;;;
MUG_reactionary;Almalakiiyn;x;;;;;;;;;;;;;;;;
MUG_conservative;Hizb Almuhafizin;x;;;;;;;;;;;;;;;;
MUG_liberal;Mutagharibin;x;;;;;;;;;;;;;;;;
MUG_anarcho_liberal;Aljumhuriuwn;x;;;;;;;;;;;;;;;;
PBZ;State of Brazil;x;;;;;;;;;;;;;;;;
PBZ_ADJ;Brazilian;x;;;;;;;;;;;;;;;;
PBZ_reactionary;Legalistas;x;;;;;;;;;;;;;;;;
PBZ_conservative;Moderados;x;;;;;;;;;;;;;;;;
PBZ_liberal;Nacionalistas;x;;;;;;;;;;;;;;;;
PBZ_anarcho_liberal;Republicanos;x;;;;;;;;;;;;;;;;
PLR;Commonwealth of Three Nations;x;;;;;;;;;;;;;;;;
PLR_ADJ;Polish-Lithuanian-Ruthenian;x;;;;;;;;;;;;;;;;
THC;The Thirteen Colonies;x;;;;;;;;;;;;;;;;
THC_democracy;The United States of America;x;;;;;;;;;;;;;;;;
THC_presidential_dictatorship;The United States of America;x;;;;;;;;;;;;;;;;
THC_ADJ;Thirteen Colonial;x;;;;;;;;;;;;;;;;
THC_reactionary;Royalists;x;;;;;;;;;;;;;;;;
THC_conservative;Moderates;x;;;;;;;;;;;;;;;;
THC_liberal;Nationalists;x;;;;;;;;;;;;;;;;
THC_anarcho_liberal;Democratic-Republican Party;x;;;;;;;;;;;;;;;;
PLC_reactionary;Zgromadzenie Magnackie;x;;;;;;;;;;;;;;;;
PLC_conservative;Zgromadzenie Szlacheckie;x;;;;;;;;;;;;;;;;
PLC_liberal;Konfederacja Barska;x;;;;;;;;;;;;;;;;
PLC_anarcho_liberal;Stonnictwo Republikañskie;x;;;;;;;;;;;;;;;;
GBJ;Great Britain;x;;;;;;;;;;;;;;;;
GBJ_democracy;The British Republic;x;;;;;;;;;;;;;;;;
GBJ_presidential_dictatorship;The British Republic;x;;;;;;;;;;;;;;;;
GBJ_ADJ;British;x;;;;;;;;;;;;;;;;
GBJ_reactionary1;Cavaliers;x;;;;;;;;;;;;;;;;
GBJ_conservative1;Tories;x;;;;;;;;;;;;;;;;
GBJ_liberal1;Whigs;x;;;;;;;;;;;;;;;;
GBJ_anarcho_liberal1;Radical Whigs;x;;;;;;;;;;;;;;;;
SFL;Sofala;x;;;;;;;;;;;;;;;;
SFL_ADJ;Sofal;x;;;;;;;;;;;;;;;;
SAB;Sabia;x;;;;;;;;;;;;;;;;
SAB_ADJ;Sabish;x;;;;;;;;;;;;;;;;
MCC_ADJ;Macocou;Macocou;Macocou;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
MCC;Macocou;Macocou;Macocou;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
MCC_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
MCC_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
MCC_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
MNE_ADJ;Nimeamaie;Nimeamaie;Nimeamaie;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
MNE;Monoemugi;Monoemugi;Monoemugi;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
MNE_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
MNE_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
ZZH_ADJ;Zaporizhian;Zaporizhian;Zaporizhian;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
ZZH;Zaporizhia;Zaporizhia;Zaporizhia;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
ZZH_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
ZZH_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
ZZH_socialist_85;Socialists;Socialists;Socialists;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
ZZH_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
HET;Hetmanate;x;;;;;;;;;;;;;;;;
HET_ADJ;Cossack;x;;;;;;;;;;;;;;;;
VAL;The Republic of the Seven Tithings;x;;;;;;;;;;;;;;;;
VAL_ADJ;Valais;x;;;;;;;;;;;;;;;;
VAL_proletarian_dictatorship;The Rhodanic Republic;x;;;;;;;;;;;;;;;;
VAL_proletarian_dictatorship_ADJ;Rhodanic;x;;;;;;;;;;;;;;;;
SWI;The Swiss Confederacy;x;;;;;;;;;;;;;;;;
SWI_proletarian_dictatorship;The Helvetic Republic;x;;;;;;;;;;;;;;;;
SWI_proletarian_dictatorship_ADJ;Helvetic;x;;;;;;;;;;;;;;;;
THL;The Three Leagues;x;;;;;;;;;;;;;;;;
THL_ADJ;League;x;;;;;;;;;;;;;;;;
GSU;Gersau;x;;;;;;;;;;;;;;;;
GSU_ADJ;Gersau;x;;;;;;;;;;;;;;;;
ASG;Princely Abbey of Saint Gall;x;;;;;;;;;;;;;;;;
ASG_ADJ;Saint Gall;x;;;;;;;;;;;;;;;;
CSG;City of Saint Gallen;x;;;;;;;;;;;;;;;;
CSG_ADJ;Saint Gallen;x;;;;;;;;;;;;;;;;
MLH;Mulhouse;x;;;;;;;;;;;;;;;;
MLH_ADJ;Mulhouse;x;;;;;;;;;;;;;;;;
ROT;Rottweil;x;;;;;;;;;;;;;;;;
ROT_ADJ;Rottweiler;x;;;;;;;;;;;;;;;;
BSL;The Prince-Bishopric of Basel;x;;;;;;;;;;;;;;;;
BSL_ADJ;Basel;x;;;;;;;;;;;;;;;;
BSL_proletarian_dictatorship;The Rauracian Republic;x;;;;;;;;;;;;;;;;
BSL_proletarian_dictatorship_ADJ;Rauracian;x;;;;;;;;;;;;;;;;
LUS;Lusatia;x;;;;;;;;;;;;;;;;
LUS_ADJ;Lusatian;x;;;;;;;;;;;;;;;;
LUS_democracy;Lusatia;x;;;;;;;;;;;;;;;;
LUS_absolute_monarchy;Sorbia;x;;;;;;;;;;;;;;;;
LUS_presidential_dictatorship;Wendland;x;;;;;;;;;;;;;;;;
GHR;Golden Horde;x;;;;;;;;;;;;;;;;
GHR_ADJ;Golden Horde;x;;;;;;;;;;;;;;;;
NGI;Nogai Horde;x;;;;;;;;;;;;;;;;
NGI_ADJ;Nogai;x;;;;;;;;;;;;;;;;
FUL;Fulda;x;;;;;;;;;;;;;;;;
FUL_theocracy;The Princely Abbey of Fulda;x;;;;;;;;;;;;;;;;
FUL_ADJ;Fulda;x;;;;;;;;;;;;;;;;
MNZ;Mainz;x;;;;;;;;;;;;;;;;
MNZ_theocracy;The Electorate of Mainz;x;;;;;;;;;;;;;;;;
MNZ_ADJ;Mainz;x;;;;;;;;;;;;;;;;
DOR;The Free City of Dortmund;x;;;;;;;;;;;;;;;;
DOR_ADJ;Dortmund;x;;;;;;;;;;;;;;;;
SXZ;Saxe-Zeitz;x;;;;;;;;;;;;;;;;
SXZ_ADJ;Saxe-Zeitz;x;;;;;;;;;;;;;;;;
JAV;The Sultanate of Mataram;x;;;;;;;;;;;;;;;;
JAV_ADJ;Mataram;x;;;;;;;;;;;;;;;;
LAT;Livonia;x;;;;;;;;;;;;;;;;
LAT_ADJ;Livonian;x;;;;;;;;;;;;;;;;
KZR;Khazaria;x;;;;;;;;;;;;;;;;
KZR_ADJ;Khazaria;x;;;;;;;;;;;;;;;;
CSP;Spain;x;;;;;;;;;;;;;;;;
CSP;Spanish;x;;;;;;;;;;;;;;;;
VOC;The United East India Company;x;;;;;;;;;;;;;;;;
VOC_ADJ;Company;x;;;;;;;;;;;;;;;;
DEL;The Sultanate of Deli;x;;;;;;;;;;;;;;;;
DEL_ADJ;Deli;x;;;;;;;;;;;;;;;;
MGE;Mongol Empire;x;;;;;;;;;;;;;;;;
MGE_ADJ;Mongol;x;;;;;;;;;;;;;;;;
PLM;The Sultanate of Palembang Darussalam;x;;;;;;;;;;;;;;;;
PLM_ADJ;Palembang;x;;;;;;;;;;;;;;;;
LAR;The Kingdom of Larantuka;x;;;;;;;;;;;;;;;;
LAR_ADJ;Larantuka;x;;;;;;;;;;;;;;;;
LUC_merchant_republic;The Most Serene Republic of Lucca;x;;;;;;;;;;;;;;;;
MSA;Massa;x;;;;;;;;;;;;;;;;
MSA_ADJ;Massan;x;;;;;;;;;;;;;;;;
MSA_absolute_monarchy;The Duchy of Massa;x;;;;;;;;;;;;;;;;
MSA_prussian_constitutionalism;The Duchy of Massa;x;;;;;;;;;;;;;;;;
MSA_hms_government;The Duchy of Massa;x;;;;;;;;;;;;;;;;
TUS_absolute_monarchy;The Grand Duchy of Tuscany;x;;;;;;;;;;;;;;;;
TUS_prussian_constitutionalism;The Grand Duchy of Tuscany;x;;;;;;;;;;;;;;;;
TUS_hms_government;The Grand Duchy of Tuscany;x;;;;;;;;;;;;;;;;
TUS_trade_monarchy;The Grand Duchy of Tuscany;x;;;;;;;;;;;;;;;;
MOD_absolute_monarchy;The Duchy of Modena and Reggio;x;;;;;;;;;;;;;;;;
MOD_prussian_constitutionalism;The Duchy of Modena and Reggio;x;;;;;;;;;;;;;;;;
PAR_absolute_monarchy;The Duchy of Parma;x;;;;;;;;;;;;;;;;
PAR_prussian_constitutionalism;The Duchy of Parma;x;;;;;;;;;;;;;;;;
PAR_hms_government;The Duchy of Parma;x;;;;;;;;;;;;;;;;
MNT_absolute_monarchy;The Duchy of Mantua;x;;;;;;;;;;;;;;;;
MNT_prussian_constitutionalism;The Duchy of Mantua;x;;;;;;;;;;;;;;;;
MNT_hms_government;The Duchy of Mantua;x;;;;;;;;;;;;;;;;
MOD_hms_government;The Duchy of Modena and Reggio;x;;;;;;;;;;;;;;;;
PER_absolute_monarchy;Safavid Empire;x;;;;;;;;;;;;;;;;
PRQ_absolute_monarchy;Qajar Empire;x;;;;;;;;;;;;;;;;
PRQ;Persia;x;;;;;;;;;;;;;;;;
PRQ_ADJ;Persian;x;;;;;;;;;;;;;;;;
PRA_absolute_monarchy;Afsharid Empire;x;;;;;;;;;;;;;;;;
PRA;Persia;x;;;;;;;;;;;;;;;;
PRA_ADJ;Persian;x;;;;;;;;;;;;;;;;
PRZ_absolute_monarchy;Zand Empire;x;;;;;;;;;;;;;;;;
PRZ;Persia;x;;;;;;;;;;;;;;;;
PRZ_ADJ;Persian;x;;;;;;;;;;;;;;;;
BBG;Blambangan;x;;;;;;;;;;;;;;;;
BBG_ADJ;Blambangan;x;;;;;;;;;;;;;;;;
BBG_absolute_monarchy;The Blambangan Kingdom;x;;;;;;;;;;;;;;;;
