Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
twelve_hours_desc;Slightly Influential Gentry.;12 heures travaill?s maximum par jour.;Maximal 12 Arbeitsstunden t?lich.;;M?imo de 12 horas de trabajo al d?.;;;;;;;;;
ten_hours;Influential Gentry;10 heures par jour;10 Stunden-Tag;;10 horas al d?;;;;;;;;;
ten_hours_desc;Influential Gentry.;10 heures travaill?s maximum par jour.;Maximal 10 Arbeitsstunden t?lich.;;M?imo de 10 horas de trabajo al d?.;;;;;;;;;
eight_hours;Very Infl. Gentry;8 heures par jour;8 Stunden-Tag;;8 horas al d?;;;;;;;;;
eight_hours_desc;Very Influential Gentry.;8 heures travaill?s maximum par jour.;Maximal 8 Arbeitsstunden t?lich.;;M?imo de 8 horas de trabajo al d?.;;;;;;;;;
safety_regulations;Nobility;R?les de s?urit?Arbeitsschutz;;Legislaci? de seguridad laboral;;;;;;;;;;
no_safety;Very Infl. Nobility;Aucune r?le;Keine Regeln;;Sin legislaci? ;;;;;;;;;
no_safety_desc;Very Influential Nobility.\n§YNoticably §RDiscourages§! §YCraftsmen Promotion§!\n§YCan Mobilize Nobility If Monarchy§!;Il n'existe aucune r?le de s?urit?;Es gibt ?erhaupt keine Sicherheitsvorschriften.;;No hay leyes de seguridad laboral.;;;;;;;;;
trinket_safety;Influential Nobility;S?urit?minimum;Minimale Regeln;;M?ima;;;;;;;;;
trinket_safety_desc;Influential Nobility.\n§YSlightly §RDiscourages§! §YCraftsmen Promotion§!\n§YCan Mobilize Nobility If Monarchy§!;Des r?les de s?urit?r?issent les t?hes mortelles.;Es gibt Sicherheitsvorschriften f? lebensgef?rliche Arbeiten.;;Ley de seguridad sobre trabajos con peligro mortal.;;;;;;;;;
low_safety;Slightly Infl. Nobility;S?urit?limit?;Geringe Regeln;;Limitada;;;;;;;;;
low_safety_desc;Slightly Influential Nobility.\n§YDoes NOT impact Craftsmen Promotion§!\n§YCan Mobilize Nobility If Monarchy§!;Des r?les de s?urit?r?issent les t?hes dangereuses.;Es gibt Sicherheitsvorschriften f? gef?rliche Arbeiten.;;Ley de seguridad sobre trabajos de riesgo.;;;;;;;;;
acceptable_safety;Marginally Rel. Nobility;S?urit?acceptable;Akzeptable Regeln;;Aceptable;;;;;;;;;
acceptable_safety_desc;Marginally Relevant Nobility.\n§YSlightly §GIncreases§! §YCraftsmen Promotion§!;Des r?les de s?urit?r?issent toutes les t?hes physiques.;Es gibt Sicherheitsvorschriften f? alle k?perlichen Arbeiten.;;Ley de seguridad sobre toda clase de trabajos f?icos.;;;;;;;;;
good_safety;Irrelevant Nobility;Excellentes s?urit?Umfassende Regeln;;Excelente;;;;;;;;;;
good_safety_desc;Irrelevant Nobility.\n§YNoticably §GIncreases§! §YCraftsmen Promotion§!;Un syst?e complet de r?les de s?urit?a ??mis en place.;Es gibt ein voll entwickeltes System von Sicherheitsvorschriften.;;Existe un sistema legislativo integral de seguridad laboral.;;;;;;;;;
unemployment_subsidies;Burghers;Allocations ch?age;Arbeitslosenhilfe;;Subsidios de desempleo;;;;;;;;;
no_subsidies;Irrelevant Burghers;Aucune allocation;Keine Hilfe;;Sin subsidios;;;;;;;;;
no_subsidies_desc;Irrelevant Burghers.\n§YArtisans promotion is §RDiscouraged§!;Il n'existe aucune allocation ch?age.;Keine Arbeitslosenunterst?zung.;;Sin subsidios de desempleo.;;;;;;;;;
trinket_subsidies;Marginally Rel. Burghers;Allocations d?isoires;Sachleistungen;;Testimoniales;;;;;;;;;
trinket_subsidies_desc;Marginally Relevant Burghers.\n§YMarginally §GIncreases §YArtisan Promotion§!;Tr? basses allocations ch?age.;??rst niedrige Arbeitslosenunterst?zung.;;Subsidios de desempleo muy bajos.;;;;;;;;;
low_subsidies;Slightly Infl. Burghers;Basses allocations;Niedrige Hilfe;;Bajos;;;;;;;;;
low_subsidies_desc;Slightly Influential Burghers.\n§YSlightly §GIncreases §YArtisan Promotion§!;Basses allocations ch?age.;Niedrige Arbeitslosenunterst?zung.;;Subsidios de desempleo bajos.;;;;;;;;;
acceptable_subsidies;Influential Burghers;Allocations ?endues;Ausreichende Hilfe;;Amplios;;;;;;;;;
acceptable_subsidies_desc;Influential Burghers.\n§YNoticably §GIncreases§! §YArtisan Promotion§!;Allocations ch?age ?endues.;Ausgedehnte Arbeitslosenunterst?zung.;;Subsidios de desempleo amplios.;;;;;;;;;
good_subsidies;Very Infl Burghers;Very Influential g??euses;Gro??ige Hilfe;;Generosos;;;;;;;;;
good_subsidies_desc;Very Influential Burghers.\n§YHighly §GIncreases§! §YArtisan Promotion§!;G??euses allocations ch?age.;Gro??ige Arbeitslosenunterst?zung.;;Subsidios de desempleo generosos.;;;;;;;;;
pensions;Army;Pensions;Renten;;Pensiones;;;;;;;;;
no_pensions;Irrelevant Army;Aucune pension;Keine Renten;;Sin pensiones;;;;;;;;;
no_pensions_desc;Irrelevant Army.\n§YCan Perform §GArmy Works§!;Aucune pension d'?at.;Keine staatlichen Renten.;;Sin pensiones p?licas.;;;;;;;;;
trinket_pensions;Marginally Rel. Army;Pensions d?isoires;Sachrente;;Testimoniales;;;;;;;;;
trinket_pensions_desc;Marginally Relevant Army.\n§YMarginally §GIncreases §YSoldier Promotion§!;Tr? basses pensions d'?at.;??rst geringe staatliche Renten.;;Pensiones p?licas muy bajas.;;;;;;;;;
low_pensions;Slightly Infl. Army;Basses pensions;Niedrige Renten;;Bajas;;;;;;;;;
low_pensions_desc;Slightly Influential Army.\n§YSlightly §GIncreases §YSoldier Promotion§!;Basses pensions d'?at.;Geringe staatliche Renten.;;Pensiones p?licas bajas.;;;;;;;;;
acceptable_pensions;Influential Army;Pensions acceptables;Akzeptable Renten;;Aceptables;;;;;;;;;
acceptable_pensions_desc;Influential Army.\n§YNoticably §GIncreases §YSoldier Promotion§!;Pensions d'?at acceptables.;Akzeptable staatliche Renten.;;Pensiones p?licas aceptables.;;;;;;;;;
good_pensions;Very Infl. Army;Bonnes pensions;Gute Renten;;Buenas;;;;;;;;;
good_pensions_desc;Very Influential Army.\n§YHighly §GIncreases §YSoldier Promotion\nCan Recruit Up To §G6%§Y Soldier POPs§!;Bonnes pensions d'?at.;Hohe staatliche Renten.;;Pensiones p?licas altas.;;;;;;;;;
health_care;Bureaucracy;Syst?e de sant?Gesundheitsschutz;;Sanidad p?lica;;;;;;;;;;
no_health_care;Irrelevant Bureaucracy;Aucun syst?e de sant?Keine Hilfe;;Inexistente;;;;;;;;;;
no_health_care_desc;Irrelevant Bureaucracy.;Aucun syst?e de sant?public.;Keine ?fentliche Gesundheitsf?sorge.;;Sin sanidad p?lica.;;;;;;;;;
trinket_health_care;Marginally Rel. Bureaucracy ;Syst?e d?isoire;Sachleistungen;;Testimonial;;;;;;;;;
trinket_health_care_desc;Marginally Relevant Bureaucracy.;Tr? bas syst?e de sant?public.;Qualitativ ??rst niedrige Gesundheitsf?sorge.;;Sanidad p?lica de calidad muy baja.;;;;;;;;;
low_health_care;Slightly Infl. Bureaucracy;Bas syst?e de sant?Geringe Hilfe;;Mala;;;;;;;;;;
low_health_care_desc;Slightly Influential Bureaucracy.;Bas syst?e de sant?public.;Qualitativ niedrige Gesundheitsf?sorge.;;Sanidad p?lica de calidad baja.;;;;;;;;;
acceptable_health_care;Influential Bureaucracy;Syst?e acceptable;Akzeptable Hilfe;;Aceptable;;;;;;;;;
acceptable_health_care_desc;Influential Bureaucracy.;Syst?e de sant?public acceptable.;Gesundheitsf?sorge mit akzeptabler Qualit?.;;Sanidad p?lica de calidad aceptable.;;;;;;;;;
good_health_care;Very Infl. Bureaucracy;Bon syst?e de sant?Gute Hilfe;;Buena;;;;;;;;;;
good_health_care_desc;Very Influential Bureaucracy.;Bon syst?e de sant?public.;Qualitativ hochwertige Gesundheitsf?sorge.;;Sanidad p?lica de mucha calidad.;;;;;;;;;
no_minimum_wage_l;Church - Very Influential;Aucun salaire min.;Kein Mindestlohn;;Sin salario m?imo;;;;;;;;;
trinket_wage_l;Church - Influential;Salaire min. d?isoire;Sach-Mindestlohn;;Salario m?imo testimonial;;;;;;;;;
low_minimum_wage_l;Church - Slightly Influential;Salaire min. bas;Niedriger Mindestlohn;;Salario m?imo bajo;;;;;;;;;
acceptable_minimum_wage_l;Church - Marginally Relevant;Salaire min. acceptable;Akzeptabler Mindestlohn;;Salario m?imo aceptable;;;;;;;;;
good_minimum_wage_l;Church - Very Influential;Salaire min. bon;Guter Mindestlohn;;Salario m?imo bueno;;;;;;;;;
no_work_hour_limit_l;Gentry - Marginally Relevant;Temps de travail non limit?Keine Arbeitszeitbeschr?kungen;;Sin l?ite;;;;;;;;;;
fourteen_hours_l;Gentry - Slightly Influential;Journ? de 14 heures;14 Stunden-Arbeitstag;;14 h/d?;;;;;;;;;
twelve_hours_l;Gentry - Influential;Journ? de 12 heures;12 Stunden-Arbeitstag;;12 h/d?;;;;;;;;;
ten_hours_l;Gentry - Influential;Journ? de 10 heures;10 Stunden-Arbeitstag;;10 h/d?;;;;;;;;;
eight_hours_l;Gentry - Very Influential;Journ? de 8 heures;8 Stunden-Arbeitstag;;8 h/d?;;;;;;;;;
no_safety_l;Nobility - Very Influential;Aucune r?le de s?urit?Keine Sicherheitsvorschriften;;Sin ley de seguridad laboral;;;;;;;;;;
trinket_safety_l;Nobility - Influential;S?urit?d?isoire;Minimale Sicherheitsvorschriften;;Seguridad testimonial;;;;;;;;;
low_safety_l;Nobility - Slightly Influential;S?urit?basse;Geringe Sicherheitsvorschriften;;Seguridad baja;;;;;;;;;
acceptable_safety_l;Nobility - Marginally Relevant;S?urit?acceptable;Akzeptable Sicherheitsvorschriften;;Seguridad aceptable;;;;;;;;;
good_safety_l;Nobility - Irrelevant;Bonne s?urit?Umfassende Sicherheitsvorschriften;;Seguridad buena;;;;;;;;;;
no_subsidies_l;Burghers - Irrelevant;Aucune indemnit?Keine Arbeitslosenhilfe;;Sin subsidios;;;;;;;;;;
trinket_subsidies_l;Burghers - Marginally Relevant;Indemnit? d?isoires;Sach-Arbeitslosenhilfe;;Subsidios testimoniales;;;;;;;;;
low_subsidies_l;Burghers - Slightly Influential;Indemnit? basses;Niedrige Arbeitslosenhilfe;;Subsidios bajos;;;;;;;;;
acceptable_subsidies_l;Burghers - Influential;Indemnit? acceptables;Ausreichende Arbeitslosenhilfe;;Subsidios aceptables;;;;;;;;;
good_subsidies_l;Burghers - Very Influential;Bonnes indemnit?;Gro??ige Arbeitslosenhilfe;;Subsidios buenos;;;;;;;;;
no_pensions_l;Army - Irrelevant;Aucune pension;Keine Renten;;Sin pensiones;;;;;;;;;
trinket_pensions_l;Army - Marginally Relevant;Pensions d?isoires;Sachrente;;Pensiones testimoniales;;;;;;;;;
low_pensions_l;Army - Slightly Influential;Basses pensions;Niedrige Renten;;Pensiones bajas;;;;;;;;;
acceptable_pensions_l;Army - Influential;Pensions acceptables;Akzeptable Renten;;Pensiones aceptables;;;;;;;;;
good_pensions_l;Army - Very Influential;Bonnes pensions;Gute Renten;;Pensiones buenas;;;;;;;;;
no_health_care_l;Bureaucracy - Irrelevant;Aucun syst?e de sant?Keine Gesundheitsf?sorge;;Sin sanidad p?lica;;;;;;;;;;
trinket_health_care_l;Bureaucracy - Marginally Relevant;Syst?e de sant?d?isoire;Sach-Gesundheitsf?sorge;;Sanidad p?lica testimonial;;;;;;;;;
low_health_care_l;Bureaucracy - Slightly Influential;Bas syst?e de sant?Geringe Gesundheitsf?sorge;;Sanidad p?lica baja;;;;;;;;;;
acceptable_health_care_l;Bureaucracy - Influential;Syst?e de sant?acceptable;Akzeptable Gesundheitsf?sorge;;Sanidad p?lica aceptable;;;;;;;;;
good_health_care_l;Bureaucracy - Very Influential;Bon syst?e de sant?Gute Gesundheitsf?sorge;;Buena sanidad p?lica;;;;;;;;;;
movement_trinket_wage;Movement to Lower Church power;Mouvement pour un salaire minimum;Mindestlohn-Bewegung;;;;;;;;;;;
movement_low_minimum_wage;Movement to Lower Church power;Mouvement pour un salaire minimum;Mindestlohn-Bewegung;;;;;;;;;;;
movement_acceptable_minimum_wage;Movement to Lower Church power;Mouvement pour un salaire minimum;Mindestlohn-Bewegung;;;;;;;;;;;
movement_good_minimum_wage;Movement to Lower Church power;Mouvement pour un salaire minimum;Mindestlohn-Bewegung;;;;;;;;;;;
movement_fourteen_hours;Movement to Increase Gentry Power;Mouvement pour une limitation du temps de travail;Maximale Arbeitszeit-Bewegung;;;;;;;;;;;
movement_twelve_hours;Movement to Increase Gentry Power;Mouvement pour une limitation du temps de travail;Maximale Arbeitszeit-Bewegung;;;;;;;;;;;
movement_ten_hours;Movement to Increase Gentry Power;Mouvement pour une limitation du temps de travail;Maximale Arbeitszeit-Bewegung;;;;;;;;;;;
movement_eight_hours;Movement to Increase Gentry Power;Mouvement pour une limitation du temps de travail;Maximale Arbeitszeit-Bewegung;;;;;;;;;;;
movement_trinket_safety;Movement to Lower Nobles Power;Campagne pour la sãƒ»curitãƒ» au travail;Kampagne fãƒ»r sichere Arbeitsplatzbedingungen;;;;;;;;;;;
movement_low_safety;Movement to Lower Nobles Power;Campagne pour la sãƒ»curitãƒ» au travail;Kampagne fãƒ»r sichere Arbeitsplatzbedingungen;;;;;;;;;;;
movement_acceptable_safety;Movement to Lower Nobles Power;Campagne pour la sãƒ»curitãƒ» au travail;Kampagne fãƒ»r sichere Arbeitsplatzbedingungen;;;;;;;;;;;
movement_good_safety;Movement to Lower Nobles Power;Campagne pour la sãƒ»curitãƒ» au travail;Kampagne fãƒ»r sichere Arbeitsplatzbedingungen;;;;;;;;;;;
movement_trinket_subsidies;Movement to Increase Burghers Power;Campagne pour des allocations de chãƒ»mage;Kampagne fãƒ»r Arbeitslosenunterstãƒ»tzung;;;;;;;;;;;
movement_low_subsidies;Movement to Increase Burghers Power;Campagne pour des allocations de chãƒ»mage;Kampagne fãƒ»r Arbeitslosenunterstãƒ»tzung;;;;;;;;;;;
movement_acceptable_subsidies;Movement to Increase Burghers Power;Campagne pour des allocations de chãƒ»mage;Kampagne fãƒ»r Arbeitslosenunterstãƒ»tzung;;;;;;;;;;;
movement_good_subsidies;Movement to Increase Burghers Power;Campagne pour des allocations de chãƒ»mage;Kampagne fãƒ»r Arbeitslosenunterstãƒ»tzung;;;;;;;;;;;
movement_trinket_pensions;Movement to Increase Army Power;Campagne pour l'aide aux personnes ãƒ»gãƒ»es;Kampagne fãƒ»r Sicherheit im Alter;;;;;;;;;;;
movement_low_pensions;Movement to Increase Army Power;Campagne pour l'aide aux personnes ãƒ»gãƒ»es;Kampagne fãƒ»r Sicherheit im Alter;;;;;;;;;;;
movement_acceptable_pensions;Movement to Increase Army Power;Campagne pour l'aide aux personnes ãƒ»gãƒ»es;Kampagne fãƒ»r Sicherheit im Alter;;;;;;;;;;;
movement_good_pensions;Movement to Increase Army Power;Campagne pour l'aide aux personnes ãƒ»gãƒ»es;Kampagne fãƒ»r Sicherheit im Alter;;;;;;;;;;;
movement_trinket_health_care;Movement to Increase Bureaucrats Power;Mouvement de couverture santãƒ» universelle;Universelle Krankenversorgung-Bewegung;;;;;;;;;;;
movement_low_health_care;Movement to Increase Bureaucrats Power;Mouvement de couverture santãƒ» universelle;Universelle Krankenversorgung-Bewegung;;;;;;;;;;;
movement_acceptable_health_care;Movement to Increase Bureaucrats Power;Mouvement de couverture santãƒ» universelle;Universelle Krankenversorgung-Bewegung;;;;;;;;;;;
movement_good_health_care;Movement to Increase Bureaucrats Power;Mouvement de couverture santãƒ» universelle;Universelle Krankenversorgung-Bewegung;;;;;;;;;;;
conservative_focus_short;§YTraditionalist§! loyalty;Loyautãƒ» ï½§Yconservatriceï½§!;ï½§YKonservativeï½§! Loyalitãƒ»t;;;;;;;;;;;
liberal_focus_short;§YParliamentarian§! loyalty;Loyautãƒ» ï½§Ylibãƒ»raleï½§!;ï½§YLiberaleï½§! Loyalitãƒ»t;;;;;;;;;;;
conservative_focus;Party loyalty towards §YTraditionalist§! ;Loyautãƒ» envers le parti ï½§Yconservateurï½§! ;Parteiloyalitãƒ»t gegenãƒ»ber ï½§Yconservativeï½§! ;;;;;;;;;;;
liberal_focus;Party loyalty towards §YParliamentarian§! ;Loyautãƒ» envers le parti ï½§Ylibãƒ»ralï½§! ;Parteiloyalitãƒ»t gegenãƒ»ber ï½§Yliberalï½§! ;;;;;;;;;;;
MODIFIER_EDUCATION_EFFICIENCY;Education Speed;Efficacit? de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
EDU_EFF_TECH;Education Speed Modifier;Efficacit??ucative;Bildungseff.;;Efi. educativa;;;;;;;;;
rich_unrest_5;Unrest among the Upper Class;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
rich_unrest_5_desc;The Rich Strata of our country is furious at our recent actions;;;;;;;;;;;;;
rich_unrest_4;Unrest among the Upper Class;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
rich_unrest_4_desc;The Rich Strata of our country is furious at our recent actions;;;;;;;;;;;;;
rich_unrest_3;Unrest among the Upper Class;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
rich_unrest_3_desc;The Rich Strata of our country is furious at our recent actions;;;;;;;;;;;;;
rich_unrest_2;Unrest among the Upper Class;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
rich_unrest_2_desc;The Rich Strata of our country is furious at our recent actions;;;;;;;;;;;;;
rich_unrest_1;Unrest among the Upper Class;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
rich_unrest_1_desc;The Rich Strata of our country is furious at our recent actions;;;;;;;;;;;;;
middle_class_unrest_5;Unrest among the Middle Class;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
middle_class_unrest_5_desc;The Middle Strata of our country is furious at our recent actions;;;;;;;;;;;;;
middle_class_unrest_4;Unrest among the Middle Class;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
middle_class_unrest_4_desc;The Middle Strata of our country is furious at our recent actions;;;;;;;;;;;;;
middle_class_unrest_3;Unrest among the Middle Class;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
middle_class_unrest_3_desc;The Middle Strata of our country is furious at our recent actions;;;;;;;;;;;;;
middle_class_unrest_2;Unrest among the Middle Class;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
middle_class_unrest_2_desc;The Middle Strata of our country is furious at our recent actions;;;;;;;;;;;;;
middle_class_unrest_1;Unrest among the Middle Class;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
middle_class_unrest_1_desc;The Middle Strata of our country is furious at our recent actions;;;;;;;;;;;;;
lower_class_unrest_5;Unrest among the Lower Classes;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
lower_class_unrest_5_desc;The Poor Strata of our country is furious at our recent actions;;;;;;;;;;;;;
lower_class_unrest_4;Unrest among the Lower Classes;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
lower_class_unrest_4_desc;The Poor Strata of our country is furious at our recent actions;;;;;;;;;;;;;
lower_class_unrest_3;Unrest among the Lower Classes;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
lower_class_unrest_3_desc;The Poor Strata of our country is furious at our recent actions;;;;;;;;;;;;;
lower_class_unrest_2;Unrest among the Lower Classes;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
lower_class_unrest_2_desc;The Poor Strata of our country is furious at our recent actions;;;;;;;;;;;;;
lower_class_unrest_1;Unrest among the Lower Classes;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
lower_class_unrest_1_desc;The Poor Strata of our country is furious at our recent actions;;;;;;;;;;;;;
rich_development_1;Low living conditions - Upper Class II;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
rich_development_2;Low living conditions - Upper Class I;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
rich_development_3;Good living conditions - Upper Class I;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
rich_development_4;Good living conditions - Upper Class II;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
rich_development_5;Good living conditions - Upper Class III;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
rich_development_6;Good living conditions - Upper Class IV;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
rich_development_7;Good living conditions - Upper Class V;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
rich_development_8;Good living conditions - Upper Class VI;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
rich_development_9;Good living conditions - Upper Class VII;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
rich_development_10;Good living conditions - Upper Class VIII;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
middle_development_1;Low living conditions - Middle Class II;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
middle_development_2;Low living conditions - Middle Class I;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
middle_development_3;Good living conditions - Middle Class I;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
middle_development_4;Good living conditions - Middle Class II;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
middle_development_5;Good living conditions - Middle Class III;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
middle_development_6;Good living conditions - Middle Class IV;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
middle_development_7;Good living conditions - Middle Class V;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
middle_development_8;Good living conditions - Middle Class VI;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
middle_development_9;Good living conditions - Middle Class VII;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
middle_development_10;Good living conditions - Middle Class VIII;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
poor_development_1;Low living conditions - Lower Class I;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
poor_development_2;Low living conditions - Lower Class II;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
