Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
tsardom;Tsardom;Tsardom;Tsardom;Tsardom;;;;;;;;;;
tsardom_ruler;Tsar;;;;;;;;;;;;;
change_colonial_policy_aoe_desc;We can change our policy towards our colonies;;;;;;;;;;;;;
elective_monarchy_ruler;King;;;;;;;;;;;;;
mobilzie_the_caroleans_title;Mobilize the Caroleans;;;;;;;;;;;;;
mobilzie_the_caroleans_desc;Caroleans were soldiers of the Swedish kings Charles XI and Charles XII. In the late 17th and early 18th centuries, in order to compensate for its lack of manpower and resources, Sweden strove for innovative ways to make a more effective army. The tactics of Caroleans differed from those of Western European soldiers in their greater reliance upon pikes, rapiers, bayonets, and offensive strategy, which helped them to be victorious, even when greatly outnumbered, in many important Swedish battles. The Carolean army is regarded as one of the most effective military forces of their time.;;;;;;;;;;;;;
remove_russian_claims_title;Secure our position in Ingria and the Baltics;;;;;;;;;;;;;
remove_russian_claims_desc;Russia in no match for our nation, their claims to the Baltic coast is ridiculous! Let us make clear, that only we have the right to dominate the baltic sea!;;;;;;;;;;;;;
new_administration_rus_title;Establish the Guberniya's ;;;;;;;;;;;;;
new_administration_rus_desc;A governorate, or a guberniya, was a major and principal administrative subdivision of the Russian Empire. Selected governorates were united under an assigned governor general such as Grand Duchy of Finland, Tsardom of Poland, Russian Turkestan and others. There also were military governors such as Kronshtadt, Vladivostok, and others. Aside of governorates, other types of divisions were oblasts (region) and okrugs (district).;;;;;;;;;;;;;
declere_russian_empire;Now that we own vast coast along the Baltic and the Black seas, we can show our might to other great powers of europe! From now on, Russia will be ruled by an Emperor!;;;;;;;;;;;;;
the_enlightened_court_title;Select proper advisors;;;;;;;;;;;;;
the_cult_of_an_enligthened_monarch;An enlightened monarch;;;;;;;;;;;;;
absolutist_indoctrination;Prove the superiority of an absolute monarchy;;;;;;;;;;;;;
the_enlightened_regime;Establish an enlightened monarchy!;;;;;;;;;;;;;
make_confederation_title;Make Confederation;;;;;;;;;;;;;
make_confederation_desc;It is time to make Pannonia united again;;;;;;;;;;;;;
start_pest_congress_title;Start Pest Congress;;;;;;;;;;;;;
start_pest_congress_desc;With the end of the war, we can see an agreement;;;;;;;;;;;;;
hungarian_reunification_title;Hungarian Reunification;;;;;;;;;;;;;
hungarian_reunification_desc;Hungarian seim decided to give Austrian king crown of Hungary;;;;;;;;;;;;;
end_transylvanian_inpedendance_title;End Siebenburgen autonomous status;;;;;;;;;;;;;
end_transylvanian_inpedendance_desc;We need to place governors from Vienna to rule the region;;;;;;;;;;;;;
enable_council_title;Enable Council;;;;;;;;;;;;;
enable_council_desc;;;;;;;;;;;;;;
disable_council_title;Disable Council;;;;;;;;;;;;;
disable_council_desc;Delete all council decisions and events from game for this playthrough;;;;;;;;;;;;;
hide_council_title;Hide Council decisions;;;;;;;;;;;;;
hide_council_desc;;;;;;;;;;;;;;
open_council_title;Open Council decisions;;;;;;;;;;;;;
open_council_desc;s;;;;;;;;;;;;;
set_prime_minister_title;Set Prime Minister;;;;;;;;;;;;;
set_prime_minister_desc;Estates start the mindgame to decide who will got the prime minister case;;;;;;;;;;;;;
dismiss_prime_minister_title;Dismiss Head of Government;;;;;;;;;;;;;
dismiss_prime_minister_desc;If we are discontent with out head of government we can always dismiss him or convince to resign... either way we will make him leave the office!;;;;;;;;;;;;;
order_to_siebenburger_title;Rights to own Siebenburgen;;;;;;;;;;;;;
order_to_siebenburger_desc;Rights to own Siebenburgen are presented in the every class or citizen of Austria. As Bohemia and Hungary, Transylvania is one of the parts of Habsburg empire;;;;;;;;;;;;;
enact_codex_theresianus_title;Enact Codex Theresianus;;;;;;;;;;;;;
enact_codex_theresianus_desc;Codex Theresianus, Civil Code drafted under Maria Theresia, 1753-1766 compiled by the Compilationskommission" commission" represents a major step in preparation for the Allgemeines Burgerliches Gesetzbuch;;;;;;;;;;;;;
constitutio_criminalis_theresiana_title;Constitutio Criminalis Theresiana;;;;;;;;;;;;;
constitutio_criminalis_theresiana_desc;Constitutio Criminalis Theresiana—the Criminal Code of Maria Theresia, Archduchess of Austria, promulgated in 1768, five years after the publication of Voltaire's famous essay “Essay on Toleration” (1763) where Voltaire objected to the “legally sufficient indications” of guilt that were allowed judges to proceed with judicial torture to extract a confession. The Theresiana was meant to introduce uniform criminal law and procedure throughout the Habsburg Crown Lands and remained in effect until the reforms of Emperor Joseph II in 1787. To that end, it included a series of appendices, which showed how judicial torture should properly be applied. (The law did not apply in Hungary);;;;;;;;;;;;;
vaccination_mar_title;Vaccination;;;;;;;;;;;;;
vaccination_mar_desc;Empress Maria Theresa was a strong supporter of inoculation against smallpox, which at her time was one of the most dangerous diseases. The disease claimed several victims in her own family;;;;;;;;;;;;;
establish_theresian_military_academy_title;Establish The Theresian Military Academy;;;;;;;;;;;;;
establish_theresian_military_academy_desc;The Theresian Military Academy (known as the Theresianum) is one of the oldest military academies in the world (the oldest is the Military Academy of Modena). It was founded on 14 December 1751 by Maria Theresa of Austria, who gave the first commander of the Academy, Field marshal Leopold Joseph von Daun (Count Daun), the order Mach er mir tuchtige Officier und rechtschaffene Manner daraus ("Make me hard working officers and honest men");;;;;;;;;;;;;
joseph_ii_reforms_title;Joseph the II Reforms;;;;;;;;;;;;;
joseph_ii_reforms_desc;Joseph's reforms included abolishing serfdom, ending press censorship and limiting the power of the Catholic Church. And with his Edict of Toleration, Joseph gave minority religions, such as Protestants, Greek Orthodox and Jews, the ability to live and worship more freely;;;;;;;;;;;;;
joseph_i_bureacracy_title;Bureaucracy Reforms of Joseph I;;;;;;;;;;;;;
joseph_i_bureacracy_desc;Prior to his ascension, Joseph had surrounded himself with reform-hungry advisors and the young court of Vienna was ambitious in the elaboration of innovative plans. He was described as a "forward-looking ruler". The large number of privy councilors was reduced and attempts were made to make the bureaucracy more efficient;;;;;;;;;;;;;
financial_reform_joseph_title;Financial Reform of Joseph the I;;;;;;;;;;;;;
financial_reform_joseph_desc;Measures were taken to modernize the central bodies and a certain success was achieved in stabilizing the chronic Habsburg finances;;;;;;;;;;;;;
charles_vi_court_title;Spanish Court Ceremonies in Vienna;;;;;;;;;;;;;
charles_vi_court_desc;Charles was extremely discontented at the loss of Spain, and as a result, he mimicked the staid Spanish Habsburg court ceremonial, adopting the dress of a Spanish monarch, which, according to British historian Edward Crankshaw, consisted of "a black doublet and hose, black shoes and scarlet stockings";;;;;;;;;;;;;
ambitions_in_bavaria_title;Ambitions in Bavaria;;;;;;;;;;;;;
ambitions_in_bavaria_desc;Joseph negotiated a secret agreement with Charles Theodore shortly after Max Joseph's death. In this agreement, Charles Theodore ceded Lower Bavaria to Austria in exchange for uncontested succession to the remainder of the duchy. Charles Theodore also hoped to acquire from Joseph some unencumbered parts of the Austrian Netherlands and parts of Further Austria that he could bequeath to his bastards, but this was not written into the agreement and Joseph was not a particularly generous man;;;;;;;;;;;;;
annex_west_bank_title;Unite with west-bank Hetmanate;;;;;;;;;;;;;
annex_west_bank_desc;In 1702, the Cossacks of Right-bank Ukraine, under the leadership of hetman Semen Paliy, began an uprising against Poland, which after early successes was defeated. Mazepa convinced Russian Tsar Peter I to allow him to intervene, which he successfully did, taking over major portions of Right-bank Ukraine, while Poland was weakened by an invasion of Swedish king Charles XII;;;;;;;;;;;;;
subsidize_cossak_rebellions_title;Subsidize Paliy rebellionl;;;;;;;;;;;;;
subsidize_cossak_rebellions_desc;In 1699 a new Polish king Augustus II disbanded the Cossack militia and signed a peace treaty with Ottoman Turkey. Cossacks were angered by this situation, and in 1702 Paliy started an open rebellion against the crown, the last of the major Cossack uprisings against the Commonwealth. Together with a number of other Cossack polkovnyks, Paliy and his rebels captured Bila Tserkva, Fastiv, Nemirov and a few other towns;;;;;;;;;;;;;
masepa_revolt_title;Mazepa rebellion;;;;;;;;;;;;;
masepa_revolt_desc;The last straw in the souring relations with Tsar Peter was his refusal to commit any significant force to defend Ukraine against the Polish King Stanislaus Leszczynski, an ally of Charles XII of Sweden, who threatened to attack the Cossack Hetmanate in 1708. Peter expected that king Charles of Sweden was going to attack and thought that he could spare no forces. In the opinion of Mazepa, this blatantly violated the Treaty of Pereyaslav, since Russia refused to protect Ukraine's territory and left it to fare on its own;;;;;;;;;;;;;
claim_crimea_south_ukrine_title;Claim the Wild Fields;;;;;;;;;;;;;
claim_crimea_south_ukrine_desc;Wild fields is a geographical term for south Ukrainian lands. They are not too densely populated nor valuable, but that can change. If we were able to take them for ourselves, we can begin colonizing these lands and later profit from bigged taxes. Not to mention the bigger sea access.;;;;;;;;;;;;;
conquer_east_prussia_title;East Prussian Ports;;;;;;;;;;;;;
conquer_east_prussia_desc;conquering more ports on the Baltic is in Russian's best strategic interest. Although we secured ports in Ingria and Livonia, Konigsberg can be another launchpod for Russia to spread it's influence not only on the euro-asian plain, but also the world.;;;;;;;;;;;;;
violate_pragmatic_sanction_title;Violate the Pragmatic Sanction;;;;;;;;;;;;;
violate_pragmatic_sanction_desc;Although we originally had pleaged oursleves to support a potential female ruler of Austria, the current political landscape forces us to break out word and declare the current reigning "Maria Theresa" as illegitimate.;;;;;;;;;;;;;
denauce_maria_theresa_title;Denauce Maria Theresa;;;;;;;;;;;;;
denauce_maria_theresa_desc;The Austrians have crowned the daughter of the previous archduke, Maria Theresa as the lawfull Empress of the Holy Roman Empire. It's safe to say that such sick jokes have no place on the European political theatre, just as no women has a place on the throne of states and empires.;;;;;;;;;;;;;
nueva_planta_decrees_title;Sign the Nueva Planta Decrees;;;;;;;;;;;;;
nueva_planta_decrees_desc;The Nueva Planta decrees were a number of decrees signed between 1707 and 1716 by Philip V, the first Bourbon king of Spain, during and shortly after the end of the War of the Spanish Succession by the Treaty of Utrecht.Angered by what he saw as sedition by the Aragonese, who had supported the claim of Charles of Austria to the Spanish thrones during the war and taking his native France as a model of a centralised state, Philip V suppressed the institutions, privileges, and the ancient charters (Spanish: fueros, Catalan: furs) of almost all the areas that were formerly part of the Crown of Aragon (Aragon, Catalonia, Valencia, and the Balearic Islands). The decrees ruled that all the territories in the Crown of Aragon except the Aran Valley were to be ruled by the laws of Castile ("the most praiseworthy in all the Universe" according to the 1707 decree), embedding those regions into a new and nearly uniformly administered, centralised Spain.;;;;;;;;;;;;;
invite_germans_to_southern_border_title;Invite German Migrants;;;;;;;;;;;;;
invite_germans_to_southern_border_desc;With our recent conquests of the wild fields we should begin settling the lands. Along side our native Russians, we should invite the Germans, just like many nations did in XII and XIII centuries. On special laws they would be able to build their own settlements and in a few years we will finally be able to collect more taxation which will enrich us greatly.;;;;;;;;;;;;;
introduce_proper_consciption_title;Introduce Conscription;;;;;;;;;;;;;
introduce_proper_consciption_desc;Conscription of young Russian men for lifetime service began in 1699 during the rule of Peter the Great. The goal was to establish a standing army and increase its size for the emperor's many military campaigns.Conscription significantly differed for the wealthy and the lower classes. Each nobleman had to serve in the military, but city dwellers and peasants, who unlike the aristocracy paid a direct poll tax, faced a specific form of recruitment. The local commune selected only some men between 20 and 35 years old who would spend the rest of their lives in the army.;;;;;;;;;;;;;
vaccination_cat_title;Catherine the Great's Vaccination;;;;;;;;;;;;;
vaccination_cat_desc;Catherine the Great of Russia was inoculated against smallpox by physician Thomas Dimsdale, with relays of horses at the ready in case the inoculation should go wrong and Dimsdale need to escape from Catherine's angry subjects. The operation was kept secret, and Catherine recovered successfully. This poses an opportunity to encourage vaccination all across the country;;;;;;;;;;;;;
settle_alaska_title;Settle Alaska;;;;;;;;;;;;;
settle_alaska_desc;With our Siberian colonies already going all the way to the Pacific ocean and the recent discovery of new American lands perhaps we should, just like the other empires, establish a colony of our own and finally set foot in the new world?;;;;;;;;;;;;;
louis_dream_title;Louis XIV's Dream...;;;;;;;;;;;;;
louis_dream_desc;Louis ambition had always been grand from the beginning. He always argued that France's borders are ought to be consolidated and one of their mos vulnerable points was in the north west. Louis always wanted to extend the French border gar to the boundaries set by th Rhine river. Now we are finally in a position to do so, with our new territory in the lower Netherlands we will send a proclamation about our natural borders and rightful claims to them. Those realms that stand in our way, can either pledge their loyalty to us or prepare to meet the wrath of almighty french army;;;;;;;;;;;;;
form_french_rhineland_title;Form The Duchy of Rhenanie;;;;;;;;;;;;;
form_french_rhineland_desc;As glorious as our conquest in the Rhine are, we can't simply annex this territory. Setting up a loyal duchy is a good step forward, and it may pay the wave for it's future incorporation to the French crown. In the mean time the will bring french settlers to the Rhine and set up a proper administrative system there;;;;;;;;;;;;;
annex_rhineland_bor_title;Annex The Dutchy of Rhenanie;;;;;;;;;;;;;
annex_rhineland_bor_desc;The time has come for the incorporation of our Rhenish duchy to the french kingdom.;;;;;;;;;;;;;
southern_border_title;Stabilize the Southern French border;;;;;;;;;;;;;
southern_border_desc;Our borders are incredibly vulnerable! The situation in Italy is perfect for us to nudge the borders in direction of Turin, ever closer to the ideal borders. It is in our best interest and duty to expand when we can and push others further away from our core lands.;;;;;;;;;;;;;
form_rhine_ger_title;Overthrown the French elites;;;;;;;;;;;;;
form_rhine_ger_desc;Our French overlords are weak and they can't reinforce the french elites present in this duchy. Let us, Germans take the rightful spot in this realm;;;;;;;;;;;;;
frh_rhine_title;Claims on the Rhine;;;;;;;;;;;;;
frh_rhine_desc;Let us claim our rightful region. For the glory of France;;;;;;;;;;;;;
increase_colonization_efforts_nw_title;Increase Colonization Efforts;;;;;;;;;;;;;
increase_colonization_efforts_nw_desc;The key reason for our colony to exist is to continue settling the lands claimed by our overlords. Only through this can we truly become self-reliant.;;;;;;;;;;;;;
crown_of_italy_title;Assume the Crown of Italy;;;;;;;;;;;;;
crown_of_italy_desc;The age of our conquest has only just begun. A few centuries ago we tried to take over Italy and failed. This time we're much stronger and in a perfect position to assume the crown of Italy, already ruling over Lombardy and Naples. Hopefully the italian states won't resist too much, as we integrate them into our new empire.;;;;;;;;;;;;;
land_of_opportunity_nw_title;The Land of Opportunity;;;;;;;;;;;;;
land_of_opportunity_nw_desc;The lands of the New World are visited mostly to acquire the vast and rich resources present in them. We should let the world know how great it is to live in our settlement and just how much they can enrich themselves by coming here;;;;;;;;;;;;;
colonial_militia_title;Setup a Colonial Militia;;;;;;;;;;;;;
colonial_militia_desc;By definition, "irregular" is understood in contrast to "regular armies," which grew slowly from personal bodyguards or elite militia. In Ancient warfare, most civilized nations relied heavily on irregulars to augment their small regular army. Even in advanced civilizations, the irregulars commonly outnumbered the regular army.;;;;;;;;;;;;;
iqs_ireddentalism_title;Iroquois Irredentism;;;;;;;;;;;;;
iqs_ireddentalism_desc;The Iroquois also came into conflict with the French in the later 17th century. The French were allies of their enemies, the Algonquins and Hurons, and after the Iroquois had destroyed the Huron confederacy in 1648–50, they launched devastating raids on New France for the next decade and a half. They were then temporarily checked by successive French expeditions against them in 1666 and 1687, but, after the latter attack, led by the marquis de Denonville, the Iroquois once again carried the fight into the heart of French territory, wiping out Lachine, near Montreal, in 1689. These wars were finally ended by a series of successful campaigns by New France’s governor, the comte de Frontenac, against the Iroquois in 1693–96. The time has come for us to retake our rightful lands to the west and put an end to the western colonists;;;;;;;;;;;;;
mughal_conquest_title;Conquest of Central India;;;;;;;;;;;;;
mughal_conquest_desc;With the decline of the Mughals in all parts of India, their authority in the remaining parts is very weak and their power has waned. Opportunistic conquerors all over India are descending like vultures upon Mughal territory. With the Mughal attention fixed in the north, perhaps this is the best time to turn the tables and conquer parts of Mughal India.....before someone else does!;;;;;;;;;;;;;
abolish_mughal_supremacy_title;Abolish Mughal Supremacy;;;;;;;;;;;;;
abolish_mughal_supremacy_desc;The final fall of the Mughal banner from Delhi ended their empire but not their Timurid legacy. Even now, the entire India continues to live under the shadow of its Mughal past. Their institutions, their laws and their titles are still being honourably maintained by many of the newly independent princes and many Mughal princes continue to harbour dreams of reconquest from exile. It is time we start a campaign of words to slowly and surely erase their legacy and rid India of the Mughal plaque once and for all.;;;;;;;;;;;;;
maratha_empire_title;The Marathan Empire;;;;;;;;;;;;;
maratha_empire_desc;There was a time when our first king, the great Shivaji, hid among mountains and hill forts and fought guerilla campaigns against our enemies. At that time they called him "The mountain rat" or "The bandit". But today we Marathas rule a huge realm full of diverse people's and cultures. Our army is a pride of India. Now it's time to declare ourselves as a real Empire. A proud Empire with its own laws, its own institutions and its own power. At last Chhatrapati Shivaji's legacy has come a full circle. We bow to his great soul!;;;;;;;;;;;;;
modernize_our_weaponary_title;Modernize Our Weaponry;;;;;;;;;;;;;
modernize_our_weaponary_desc;Since the past few years, it has become evident that the Europeans of the West have weapons much powerful than ours. Superior guns, superior cannons and superior training too. It's time we invite some of them. Maybe their mastery in this art of warfare could be just the edge we need to defeat our enemies.;;;;;;;;;;;;;
government_reform_mah_title;Unite the Confederacy!;;;;;;;;;;;;;
government_reform_mah_desc;For too much time our Maratha realm has been divided up into substates controlled by powerful warlords from Shinde to Holkar to Bhonsale. It is time we put away our differences and evolve from this loose confederation into a true united empire under the rule of the Chhatrapati and the Peshwa. After all, aren't external enemies enough?;;;;;;;;;;;;;
form_scandinavia_title;Form Scandinavia;;;;;;;;;;;;;
form_scandinavia_desc;For untold centuries the Kingdoms of the North have been divided and locked in internecine power struggles. Previous attempts at Union have ultimately failed, to the delight of their European neighbors. Even so, the vision of a lasting union remains a tantalizing possibility...;;;;;;;;;;;;;
form_italy_title;Form Italy;;;;;;;;;;;;;
form_italy_desc;As the past heart of the Renaissance, our nation is blossoming culturally. We have just entered the beginning of what looks like a prolonged artistic rebellion, especially in the field of architecture and literature. The cultural evolution is not aiding our country in maintaining peace within our borders however. Our country is continuously stricken by foreign states seeking power and territorial gain.;;;;;;;;;;;;;
reintegrate_moghulistan_title;Reintegrate Moghulistan;;;;;;;;;;;;;
reintegrate_moghulistan_desc;The revolt lead by the baigs of Yarkent has been put down. Now we can reassert our rule over the historic Mongolian region of Moghulistan.;;;;;;;;;;;;;
pressure_bukhara_title;Pressure Bukhara;;;;;;;;;;;;;
pressure_bukhara_desc;Bukhara controls land we consider ours. They are losing control over their eastern khans, and we can use this opportunity to sieze these areas.;;;;;;;;;;;;;
form_jerusalem_title;Form Jerusalem;;;;;;;;;;;;;
form_jerusalem_desc;Rejoice! Holy Jerusalem is again in Christian hands - our Christian hands. The Pope has informed us that if we were to reestablish The Kingdom of Jerusalem, our salvation would be assured.;;;;;;;;;;;;;
restore_claim_on_yemen_title;Restore Claim On Yemen;;;;;;;;;;;;;
restore_claim_on_yemen_desc;Yemen was an integral dominion of the old Axum kingdom, the nation we will always seek to emulate. Thus, now that we have poked our daring heads back into the Red sea, it is only natural that we should integrate this corner of Abyssinia, and carve out our dominance over the southern Red Sea;;;;;;;;;;;;;
conquer_the_south_title;Integrate The Southerners;;;;;;;;;;;;;
conquer_the_south_desc;The quarreling Oromo and Somali tribes of the south must be liberated from their constant barbaric headbashing. In the stead they should be welcomed into the loving embrace of the natural Abyssinian frontiers.;;;;;;;;;;;;;
abolish_folwark_system_title;Abolition of Folwark-Based Economy;;;;;;;;;;;;;
abolish_folwark_system_desc;With time it becomes more and more apparent that our system based on serfdom is outdated and inefficient. Maybe we should consider abolishing it as the first step to modernisation of our economy, and country as a whole.;;;;;;;;;;;;;
join_hre_title;Join The Holy Roman Empire;;;;;;;;;;;;;
join_hre_desc;We cannot expect to defend ourselves from our stronger neighbours! The only way to assure the continuation of our state is to bend our knees before the Emperor himself!;;;;;;;;;;;;;
leave_hre_title;Leave The Holy Roman Empire;;;;;;;;;;;;;
leave_hre_desc;We are strong enough to stand our own ground, no pathetic emperor shall ever stand in our way. If we want our state to prosper, if we truly want to stand among the great powers of Europe, we shall seprate all our ties from this joke of an empire!;;;;;;;;;;;;;
enact_reichsreform_title;Call For Reichreform;;;;;;;;;;;;;
enact_reichsreform_desc;Reform the Empire to a more centralized model.;;;;;;;;;;;;;
institute_reichsregiment_title;Institute The Reichregiment;;;;;;;;;;;;;
institute_reichsregiment_desc;Consolidate The Imperial Diet, and reduce the legislative complexity.;;;;;;;;;;;;;
reform_the_hofgericht_title;Reform The Hofgericht;;;;;;;;;;;;;
reform_the_hofgericht_desc;Reduce legislative independence by making the Emperor the final legal authority within the Empire.;;;;;;;;;;;;;
reform_imperial_circles_title;Reform The Imperial Circles;;;;;;;;;;;;;
reform_imperial_circles_desc;Further centralize the Holy Roman Empire, by strengthening the authority of Imperial Circles, making them no longer only administrative, but a politcal devision as well;;;;;;;;;;;;;
proclaim_erbkaisertum_title;Proclaim Erbkaisertum;;;;;;;;;;;;;
proclaim_erbkaisertum_desc;Abolish the elective monarchy of The Holy Roman Empire.;;;;;;;;;;;;;
renoveto_imperii_title;Renoveto Imperii;;;;;;;;;;;;;
renoveto_imperii_desc;Unite the disparate states of The Empire into a nation state.;;;;;;;;;;;;;
issue_pragmatic_sanction_title;Issue Pragmatic Sanction;;;;;;;;;;;;;
issue_pragmatic_sanction_desc; With our dynasty no longer being as fertile and prestigious as it once was, as well as no eligable male heir in sight, we must prepare for a possibility of a female heir leading the Habsburg dynasty. The greatpowers will alost certainly oppose us in this, but that  doesn't mean we can't try to convince them.;;;;;;;;;;;;;
agricultural_revolution_title;Begin The Agricultural Revolution;;;;;;;;;;;;;
