Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
schrapnel_standard_design_desc;Shrapnel shells were anti-personnel artillery munitions which carried a large number of individual bullets close to the target and then ejected them to allow them to continue along the shell's trajectory and strike the target individually. They relied almost entirely on the shell's velocity for their lethality. The final shrapnel shell design bore little similarity to Henry Shrapnel's original design, marking the quick evolution of technology at the time.;;;;;;;;;;;;;
barbed_wire_defense;Barbed Wire Defense;;;;;;;;;;;;;
barbed_wire_defense_desc;Barbed wire is a type of steel fencing wire constructed with sharp edges or points arranged at intervals along the strand. It is used to construct inexpensive fences and is used atop walls or as a major feature of the fortifications in trench warfare, stopping infantry charges.;;;;;;;;;;;;;
helmet_mass_production;Helmet Mass Production;;;;;;;;;;;;;
helmet_mass_production_desc;The use of artillery and modern machine guns renewed the need for steel helmets. They quickly became  the standard among armed forces, from the French Adrian and the British Brodie to the German Stahlhelm. By the 20th century, such helmets offered protection for the head from shrapnel and fragments as well as for specialist roles.;;;;;;;;;;;;;
camouflage_uniforms;Camouflage Uniforms;;;;;;;;;;;;;
camouflage_uniforms_desc;Camouflage is the use of any combination of materials, coloration, or illumination for concealment, either by making the target hard to see, or by disguising them as something else. With the raise in mortality of modern warfare, it seemed prudent to make our soldiers harder to kill by replacing the traditional uniforms.;;;;;;;;;;;;;
rotary_kiln;Rotary Kiln;;;;;;;;;;;;;
rotary_kiln_desc;The Rotary "endless" kiln gives perfect control over combustion and produces a better grade of cement. The kiln is a cylindrical vessel, inclined slightly to the horizontal, which is rotated slowly about its axis. The material to be processed is fed into the upper end of the cylinder. As the kiln rotates, material gradually moves down towards the lower end, and may undergo a certain amount of stirring and mixing. Hot gases pass along the kiln, sometimes in the same direction as the process material, but usually in the opposite direction. The hot gases may be generated in an external furnace, or may be generated by a flame inside the kiln.;;;;;;;;;;;;;
stiff_plastic_brickmaking_machine;Stiff-Plastic Brickmaking Machine;;;;;;;;;;;;;
stiff_plastic_brickmaking_machine_desc;In the machines used in the stiff-plastic process the previously powdered and screened clay is mixed into a stiff-plastic, granular material, which is afterwards compressed into a stiff paste. The mixing may be made in a trough-mixer or in a pug-mill. The shaping of bricks by the stiff-plastic process take places in two parts: the clot or roughly shaped brick which is made by mechanically forcing the stiff paste into a mould and the brick which is made by pressing the clot.;;;;;;;;;;;;;
jiggs;Jigs;;;;;;;;;;;;;
dobby_loom;Dobby Loom;;;;;;;;;;;;;
dobby_loom_desc;A Dobby loom is a type of floor loom that controls all the warp threads using a device called a dobby. The main advantage of dobby looms is that more intricate designs can be produced. Dobby looms can be operated by wooden lags with pegs, which rotate around a roller above the loom. The pegs in the lags correspond to the lifting plan, which controls which harnesses are lifted. Punched paper pattern cards can also be used.;;;;;;;;;;;;;
cotton_gin;Cotton Gin;;;;;;;;;;;;;
cotton_gin_desc;The Cotton Gin is a machine for cleaning cotton of its seeds. The device pulls the cotton through a set of wire teeth mounted on a revolving cylinder, the fibre passing through narrow slots in an iron breastwork too small to permit passage of the seed. The simplicity of the invention — which could be powered by man, animal, or water — caused it to be widely copied despite patents. The cotton gin increased productivity of removing seed from cotton by a factor of 50. While it took a single slave about ten hours to separate a single pound of fiber from the seeds, a team of two or three slaves using a cotton gin could produce around fifty pounds of cotton in just one day.;;;;;;;;;;;;;
lancashire_loom;Lancashire Loom;;;;;;;;;;;;;
lancashire_loom_desc; The Lancashire Loom is an self-acting loom, though it has to be stopped to recharge empty shuttles. The principal advantage of the Lancashire loom was that it was semi-automatic, when a warp thread broke the weaver was notified. When the shuttle ran out of thread, the machine stopped. An operative thus could work 4 or more looms whereas previously they could only work a single loom. Indeed the term A Four Loom Weaver was used to describe the operatives. Labour cost was quartered. In some mills an operative would operate 6 or even 8 looms.;;;;;;;;;;;;;
steam_powered_silk_reels;Steam-Powered Silk-Reels;;;;;;;;;;;;;
steam_powered_silk_reels_desc;Silk reeling is the process by which a number of cocoon baves are reeled together to produce a single thread. This is achieved by unwinding filaments collectively from a group of cooked cocoons at one end in a warm water bath and winding the resultant thread onto a fast moving reel. By mechanizing the process, we could increase our silk-reeling efficiency.;;;;;;;;;;;;;
post_napoleonic_thought;Gustavian Thought;;;;;;;;;;;;;
strategic_mobility;Line Infantry;;;;;;;;;;;;;
point_defense_system;Doctrine of Firepower;;;;;;;;;;;;;
deep_defense_system;Professional Army;;;;;;;;;;;;;
infiltration;Skirmish Tactics;;;;;;;;;;;;;
modern_army_doctrine;Standardized Army;;;;;;;;;;;;;
army_doctrine_7;Napoleonic Doctrine;;;;;;;;;;;;;
army_doctrine_8;Clausewitz and Jomini's Theory;;;;;;;;;;;;;
flintlock_rifles;Matchlock Muskets;;;;;;;;;;;;;
muzzle_loaded_rifles;Flintlock Muskets;;;;;;;;;;;;;
breech_loaded_rifles;Specialised Assault Infantry;;;;;;;;;;;;;
machine_guns;Socket Bayonets;;;;;;;;;;;;;
bolt_action_rifles;New Model Muskets;;;;;;;;;;;;;
modern_divisional_structure;Rifled Guns;;;;;;;;;;;;;
light_armament_7;Redesigned Muskets;;;;;;;;;;;;;
light_armament_8;Early Breech-loading Muskets;;;;;;;;;;;;;
bronze_muzzle_loaded_artillery;Bombards;;;;;;;;;;;;;
iron_muzzle_loaded_artillery;Cannons;;;;;;;;;;;;;
iron_breech_loaded_artillery;Coehorn Mortar;;;;;;;;;;;;;
steel_breech_loaded_artillery;Horse Artillery;;;;;;;;;;;;;
indirect_artillery_fire;Field Howitzer;;;;;;;;;;;;;
heavy_armament_dunno;Standardised Artillery;;;;;;;;;;;;;
heavy_armament_7;Shrapnel Shot;;;;;;;;;;;;;
heavy_armament_8;Modern Cannons;;;;;;;;;;;;;
army_command_principle;Unity Of Command;;;;;;;;;;;;;
army_professionalism;Academic Training;;;;;;;;;;;;;
army_decision_making;Army Professionalism;;;;;;;;;;;;;
army_risk_management;Force Structure;;;;;;;;;;;;;
army_nco_training;Army Promotion Principles;;;;;;;;;;;;;
great_war_experience;Army Decision Making;;;;;;;;;;;;;
army_leadership_7;Task Division & Heirachy;;;;;;;;;;;;;
army_leadership_8;Army Independent Command;;;;;;;;;;;;;
private_banks;Banking Houses;;;;;;;;;;;;;
stock_exchange;Central Banks;;;;;;;;;;;;;
business_banks;Insurance Companies;;;;;;;;;;;;;
investment_banks;Stock Exchanges;;;;;;;;;;;;;
bank_inspection_board;Private Banks;;;;;;;;;;;;;
mutual_funds;Merchant Banks;;;;;;;;;;;;;
financial_institutions_7;Saving Banks;;;;;;;;;;;;;
financial_institutions_8;Mutual Savings Banks;;;;;;;;;;;;;
no_standard;No Standard;;;;;;;;;;;;;
ad_hoc_money_bill_printing;Silver Standard;;;;;;;;;;;;;
private_bank_money_bill_printing;Gold Standard;;;;;;;;;;;;;
central_bank_money_bill_printing;Bimetallic Standard;;;;;;;;;;;;;
modern_central_bank_system;Private Bank Money Bill Printing;;;;;;;;;;;;;
market_determined_exchange_rates;Central Bank Money Bill Printing;;;;;;;;;;;;;
monetary_system_7;Fixed Foreign Exchange Rates;;;;;;;;;;;;;
monetary_system_8;Fiat Money System;;;;;;;;;;;;;
early_classical_theory_and_critique;Salamanca School of Economics;;;;;;;;;;;;;
late_classical_theory;Mercantilism;;;;;;;;;;;;;
collectivist_theory;Protectionism & Cameralism;;;;;;;;;;;;;
the_historical_theory;Economic Physiocracy;;;;;;;;;;;;;
neoclassical_theory;Theory of Value;;;;;;;;;;;;;
keynesian_economics;Classical Theory;;;;;;;;;;;;;
economic_thought_and_critique_7;Saint-Simonianism;;;;;;;;;;;;;
economic_thought_and_critique_8;Utopian Socialism;;;;;;;;;;;;;
freedom_of_trade;Market Rights;;;;;;;;;;;;;
market_structure;Patent & Trademark Systems;;;;;;;;;;;;;
business_regulations;Joint Stock Companies;;;;;;;;;;;;;
market_regulations;Governmental Bonds;;;;;;;;;;;;;
economic_responsibility;Postal Saving System;;;;;;;;;;;;;
government_interventionism;Market Structure;;;;;;;;;;;;;
market_functionality_7;Freedom of Trade;;;;;;;;;;;;;
market_functionality_8;Limited Partnership;;;;;;;;;;;;;
guild_based_production;Guild Based Production;;;;;;;;;;;;;
organized_factories;Free Labour;;;;;;;;;;;;;
scientific_management;Merchant-based Production;;;;;;;;;;;;;
time_saving_measures;Invention-driven Production;;;;;;;;;;;;;
management_strategy;Cottage Industry;;;;;;;;;;;;;
organizational_development;Work Specialisation;;;;;;;;;;;;;
tech_organization_7;Division of Labour;;;;;;;;;;;;;
tech_organization_8;Organized Manufactories;;;;;;;;;;;;;
classicism_n_early_romanticism;Mannerism & Late Renaissance;;;;;;;;;;;;;
romanticism;Early Baroque;;;;;;;;;;;;;
realism;High Baroque;;;;;;;;;;;;;
impressionism;Rococo;;;;;;;;;;;;;
expressionism;Classicism;;;;;;;;;;;;;
mass_culture_n_the_avant_garde;Neoclassicism;;;;;;;;;;;;;
aesthetics_7;Pre-Romantic Movement;;;;;;;;;;;;;
aesthetics_8;Romanticism;;;;;;;;;;;;;
late_enlightenment_philosophy;Renaissance Philosophy;;;;;;;;;;;;;
idealism;Cartesianism;;;;;;;;;;;;;
empiricism;Rationalism;;;;;;;;;;;;;
analytic_philosophy;Empiricism;;;;;;;;;;;;;
phenomenology_n_hermeneutic;Enlightenment Philosophy;;;;;;;;;;;;;
anti__rationalism;Modern Political Philosophy;;;;;;;;;;;;;
philosophy_7;Transcendental Idealism;;;;;;;;;;;;;
philosophy_8;Absolute Idealism;;;;;;;;;;;;;
malthusian_thought;Aristotelianism;;;;;;;;;;;;;
positivism;Renaissance Humanism;;;;;;;;;;;;;
functionalism;Social Contract Theory;;;;;;;;;;;;;
biologism;Scientific Rationality;;;;;;;;;;;;;
social_science;Sciences of Man;;;;;;;;;;;;;
social_alienation;Enlightenment Ideals;;;;;;;;;;;;;
social_thought_7;Reform Movements;;;;;;;;;;;;;
social_thought_8;Malthusianism;;;;;;;;;;;;;
enlightenment_thought;Sovereign States;;;;;;;;;;;;;
ideological_thought;Divine Right of Kings;;;;;;;;;;;;;
state_n_government;State of Nature;;;;;;;;;;;;;
nationalism_n_imperialism;Rights & Liberty;;;;;;;;;;;;;
revolution_n_counterrevolution;Law & Jurisprudence;;;;;;;;;;;;;
mass_politics;The Constitution;;;;;;;;;;;;;
political_thought_7;Republicanism & Revolutionism;;;;;;;;;;;;;
political_thought_8;The Rights of Man;;;;;;;;;;;;;
introspectionism;Theory of Soul;;;;;;;;;;;;;
associationism;Mind–body Problem;;;;;;;;;;;;;
phenomenalism;Theory of Consciousness;;;;;;;;;;;;;
experimental_psychology;Ethnology;;;;;;;;;;;;;
psychoanalysis;Sensationalism;;;;;;;;;;;;;
behaviorism;Associationism;;;;;;;;;;;;;
psychology_7;Early Anthropology;;;;;;;;;;;;;
psychology_8;Psychiatry;;;;;;;;;;;;;
piston_steam_engine;Water Wheel Power;;;;;;;;;;;;;
high_pressure_steam_engine;Early Steam Engine;;;;;;;;;;;;;
compound_steam_engines;Improved Water Wheel Design;;;;;;;;;;;;;
steam_turbine;Water Turbine;;;;;;;;;;;;;
combustion_engine;Practical Steam Engine;;;;;;;;;;;;;
electrical_power_generation;Watt Steam Engine;;;;;;;;;;;;;
tech_power_7;High-pressure Steam Engine;;;;;;;;;;;;;
tech_power_8;Compound Steam Engine;;;;;;;;;;;;;
mechanical_production;Simple Machinery;;;;;;;;;;;;;
interchangeable_parts;Semi-automatisation;;;;;;;;;;;;;
semi_automatization;Complex Machinery;;;;;;;;;;;;;
pneumatic_and_hydraulics;Putting-out System;;;;;;;;;;;;;
assembly_line;Mechanised Production;;;;;;;;;;;;;
shift_work;Machine Tools;;;;;;;;;;;;;
mechanization_7;Manufactory;;;;;;;;;;;;;
mechanization_8;Interchangeable Parts;;;;;;;;;;;;;
mechanized_mining;Cementation Process;;;;;;;;;;;;;
puddling;Coke;;;;;;;;;;;;;
hot_blast;Steam Pump;;;;;;;;;;;;;
bessemer_process;Crucible Process;;;;;;;;;;;;;
advanced_metallurgy;Steam Cylinder Blower;;;;;;;;;;;;;
electric_furnace;Hydraulic Press;;;;;;;;;;;;;
metallurgy_7;Puddling Process;;;;;;;;;;;;;
metallurgy_8;Metalworking Machine;;;;;;;;;;;;;
experimental_railroad;Paved Road;;;;;;;;;;;;;
early_railroad;Turnpike Road;;;;;;;;;;;;;
iron_railroad;Wooden Railway;;;;;;;;;;;;;
steel_railroad;Horse-drawn Waggonway;;;;;;;;;;;;;
integral_rail_system;Trésaguet's Road;;;;;;;;;;;;;
limited_access_roads;Iron Plateways;;;;;;;;;;;;;
tech_infrastructure_7;Experimental Locomotives;;;;;;;;;;;;;
tech_infrastructure_8;Early Railroad;;;;;;;;;;;;;
basic_chemistry;Aristotelian Sciences;;;;;;;;;;;;;
medicine;Galilean Sciences;;;;;;;;;;;;;
inorganic_chemistry;Classical Sciences;;;;;;;;;;;;;
organic_chemistry;Empirical Sciences;;;;;;;;;;;;;
electricity;Natural History;;;;;;;;;;;;;
synthetic_polymers;Mathematics;;;;;;;;;;;;;
chemistry_and_electricity_7;Chemical Revolution;;;;;;;;;;;;;
chemistry_and_electricity_8;Medicinal Practices;;;;;;;;;;;;;
post_nelsonian_thought;Line Of Battle;;;;;;;;;;;;;
battleship_column_doctrine;Commerce Raiding;;;;;;;;;;;;;
raider_group_doctrine;Total Blockade;;;;;;;;;;;;;
blue_and_brown_water_schools;Command Of The Sea;;;;;;;;;;;;;
high_sea_battle_fleet;Firepower Doctrine;;;;;;;;;;;;;
modern_naval_doctrine;Breaking the Line;;;;;;;;;;;;;
naval_doctrine_7;Naval Manoeuvre;;;;;;;;;;;;;
naval_doctrine_8;Nelsonian Thought;;;;;;;;;;;;;
clipper_design;Ocean-going Vessels;;;;;;;;;;;;;
steamers;Ships of the Line;;;;;;;;;;;;;
iron_steamers;Three-deckers;;;;;;;;;;;;;
steel_steamers;Seventy-Four;;;;;;;;;;;;;
steam_turbine_ships;Copper Bottoms;;;;;;;;;;;;;
oil_driven_ships;Sloops-of-war;;;;;;;;;;;;;
ship_construction_7;Heavy First Rate;;;;;;;;;;;;;
ship_construction_8;Steam-powered Vessel;;;;;;;;;;;;;
naval_design_bureaus;Multi-masts Ships;;;;;;;;;;;;;
fire_control_systems;Steering Wheels;;;;;;;;;;;;;
weapon_platforms;Broadside Firing System;;;;;;;;;;;;;
main_armament;Early-modern Shipyards;;;;;;;;;;;;;
advanced_naval_design;Naval Design Bureaus;;;;;;;;;;;;;
modern_naval_design;Carronades;;;;;;;;;;;;;
naval_engineering_7;Copper Sheathing;;;;;;;;;;;;;
naval_engineering_8;Weapon Platforms;;;;;;;;;;;;;
alphabetic_flag_signaling;Seafaring Techniques;;;;;;;;;;;;;
naval_plans;Navigation Techniques;;;;;;;;;;;;;
naval_statistics;Marine Chronometer;;;;;;;;;;;;;
naval_logistics;Flag Signaling;;;;;;;;;;;;;
naval_directionism;Naval Administration;;;;;;;;;;;;;
naval_integration;Lemon Juice Supply;;;;;;;;;;;;;
naval_science_7;Lunar Distance Method;;;;;;;;;;;;;
naval_science_8;Naval Experience;;;;;;;;;;;;;
the_command_principle;Merchant Navy;;;;;;;;;;;;;
naval_professionalism;War Commission;;;;;;;;;;;;;
naval_decision_making;Admiralty;;;;;;;;;;;;;
naval_risk_management;Naval College;;;;;;;;;;;;;
naval_nco_training;Naval Infrastructure;;;;;;;;;;;;;
modern_naval_training;Professional Seamanship;;;;;;;;;;;;;
naval_leadership_7;The Command Principle;;;;;;;;;;;;;
naval_leadership_8;Naval Professionalism;;;;;;;;;;;;;
military_staff_system;Unit Commander;;;;;;;;;;;;;
military_plans;Military Engineering;;;;;;;;;;;;;
military_statistics;Military Intelligence;;;;;;;;;;;;;
military_logistics;Military Logistics;;;;;;;;;;;;;
military_directionism;Military Staff System;;;;;;;;;;;;;
aeronautics;Military Science;;;;;;;;;;;;;
military_science_7;Military Statistics;;;;;;;;;;;;;
military_science_8;General Staff;;;;;;;;;;;;;
psychology;Psychology & Human Studies;Psychologie & Etude de l'Humanité;Psychologie;;Psicolog?;;;;;;;;;
psychology_desc;This area covers the developments in psychology and investigation of human minds. It changed not only mankind? view of itself but also created systematic knowledge in behaviour especially on a macrolevel.;Ce domaine concerne le d?eloppement de la psychologie. Cela changea non seulement la conception de l'humanit? mais aboutit aussi ?une connaissance m?hodique du comportement, surtout ?un niveau macro.;Dieser Bereich deckt die Entwicklung der Psychologie ab. Nicht nur ?derte sie die Ansicht der Menschheit ?er sich selbst, sondern erarbeitete auch systematisches Wissen um das Verhalten, besonders auf einer Makrostufe.;;Esta ?ea cubre la evoluci? de la psicolog?. Cambi?no s?o la visi? que se ten? del hombre, sino que tambi? cre?un conocimiento sistem?ico de la conducta, especialmente a nivel general.;;;;;;;;;
chemistry_and_electricity;Science;Science;Science;;Psicolog?;;;;;;;;;
chemistry_and_electricity_desc;This area involves the development of sciences and all of its major branches as the 18th century progressed;Ce domaine concerne le d?eloppement de la chimie, de l'?ectricit?et de leurs applications.;Dieser Bereich bezieht sich auf die Entwicklung von Chemie und Elektrizit? sowie aller Ausgliederungen.;;Esta ?ea implica el desarrollo de la qu?ica y la electricidad y todos sus derivados.;;;;;;;;;
bomb_vessel;Bomb Vessel;;;;;;;;;;;;;
bomb_vessel_desc;Bomb ship was a wooden ship specialised in naval bombard, using mortars mounted on board and shooting carcasses shot or explosive shells towards the enemy. Remarkably used in the Battle of Copenhagen to prevent an alliance between Demark and France.;;;;;;;;;;;;;
pesticide;Pesticide Production;;;;;;;;;;;;;
pesticide_desc;Pesticide became widely used in 17th century, after the discovery that extract from tobacco can be used as insecticide.;;;;;;;;;;;;;
spice_trading;Spice Trading;;;;;;;;;;;;;
spice_trading_desc;Spice has long been used since antiquity, but its lucrativeness and scarcity still made it valuable in the period. The spice trading was a major incentive for European to sail eastward and conquer new regions, to satisfy her own hunger.;;;;;;;;;;;;;
