Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
EVTDESC72754;Although $COUNTRY$ has tried to control the Italian peninsula through the creation of Lombardy, Sicily, and the Papal rump state, the fires of Italian nationalism continue to burn. Many in Vienna are of the opinion that an unified Italy is impossbile to avoid, and it is best that the Italian state be created peacefully through $COUNTRY_ADJ$ guidance rather through a bloody revolution. Others argued that a unified Italy will quickly grow out of our control. Either way a decision must be reached on what to do with Italy. The question then arises who shall rule the Italy. Should it be Lombardy in the north? Perphaps the legacy of Austrian rule in Milan will result in a loyal and capable subject? On the other hand, the rulers of Sicily were once of Hapsburg blood, and it could be wise to keep things in the family. There are some who say the crown should to neither the Lombards nor the Sicilians, but rather the Holy Father himself in Rome. And of course there are those boring old sods who want to keep the status quo.;;;;;;;;;;;;;
AUS_italy_crown_title;The Question of the Italian Crown;;;;;;;;;;;;;
AUS_italy_crown_desc;The time has come for $COUNTRY$ to face the growing tide of nationalism that has swept through the Italian peninsula. The crisis is coming to a head and a decision must be made on the future of Italy.;;;;;;;;;;;;;
csa_texas_title;Recognize Texan Independance;;;;;;;;;;;;;
csa_texas_desc;Some believe it would be rather hypocritical for the Confederacy, a nation founded on the ideals of state rights, to infringe upon the sovereignty of Texas.;;;;;;;;;;;;;
outside_SCA_title;Form Scandinavia;;;;;;;;;;;;;
outside_SCA_desc;With the Nordic states under our control, it might be time to recreate the Kalmar Union of old. A strong king in the North means a strong ally.;;;;;;;;;;;;;
outside_SCA_FIN_title;Unify Finland with Scandinavia;;;;;;;;;;;;;
outside_SCA_FIN_desc;It is only sensible that we join Finland with Scandinavia.;;;;;;;;;;;;;
outside_SCA_EST_title;Unify Estonia with Scandinavia;;;;;;;;;;;;;
outside_SCA_EST_desc;The Estonian's have petitioned to join Scandinavia. Perhaps we should indulge them.;;;;;;;;;;;;;
outside_SCA_KRL_title;Unify Karelia with Scandinavia;;;;;;;;;;;;;
outside_SCA_KRL_desc;It is for the best for Karelia to join Scandinavia.;;;;;;;;;;;;;
sacramento_austin_pact_title;The Sacramento-Austin Pact;;;;;;;;;;;;;
sacramento_austin_pact_desc;$COUNTRY$ is finally free from eastern oppression. The great states of Texas and California should join hands in taming the West...at the expense of the Mexicans and Mormons.;;;;;;;;;;;;;
PAP_restore_title;Restore the Pope Back onto His Holy Throne;;;;;;;;;;;;;
PAP_restore_desc;Now that order is restored in the Papal States, we can place his Majesty the Pope back onto his throne so he can continue the Lord's work. ;;;;;;;;;;;;;
EVTDESC72751;At the expense of most of their colonial possessions, the Iberian Peninsula is under firm $COUNTRY_ADJ$ control. While the most obvious choice is to have Iberia ruled by the Spanish majority and governed in the centrally located city of Madrid, there are arguments to be made in favor of the peninsula‚Äôs other nationalities. In contrast to Spanish who were facing revolts both Carlist and colonialist alike, Portugal has experienced relative stability. Perhaps they would be better fit to administer Iberia? On the other side of the peninsula are the Catalans.  The best way to quell their nationalistic tendencies might to give them a nation look after. There are some who argue that to exert control, the ruling elite must be kept to small minority and have therefore recommended the Basque.  One more thing to note, is a letter has recently been received petitioning for the Galicians although this might be some sort of practical joke.;;;;;;;;;;;;;
EVTDESC72750;The Scandinavian people of the north are so culturally similar, it only makes sense that they should be organized into one state. A state, of course, looked after by $COUNTRY$. The question arises where the new capital of this union should be, and in in what language the capital should expect to receive reports. As of right now, the current consensus is place administrative duties in the hands of the Danes as they were the original rulers of the Kalmar Union of old. However, Copenhagen is surrounded by the sea and could therefore be vulnerable to nearby naval powers. Stockholm a city would make a fine capital, and the Swedes once had dominion over the Baltics. Perhaps their time should come again, but with $COUNTRY_ADJ$ supervision. The Norwegians have a history of being subservient, first under the Danes then more recently under the Swedes. Perhaps there is no one better to rule a puppet state than former vassal? ;;;;;;;;;;;;;
IBR_valencia_title;Move Capital to Valencia;;;;;;;;;;;;;
IBR_valencia_desc;Although Barcelona is not under our control, we have still be given mandate over Iberia. We should move our capital south to Valencia.;;;;;;;;;;;;;
outside_SCA_RUS_title;A Finnish Led Scandinavia.;;;;;;;;;;;;;
outside_SCA_RUS_desc;Although sometimes relations are not the best between $COUNTRY$ and Finland, $CAPITAL$ has decided show their appreciation for their loyalty by giving them governance over a unified Scandinavian state. While still being our vassal of course.;;;;;;;;;;;;;
mexico_reconquest_title;The Mexican Reconquista.;;;;;;;;;;;;;
mexico_reconquest_desc;The time has come for the Mexican people to reclaim the land stolen from them during the Mexican-American War. The recent turmoil in the United States offers ample opportunity to undue Treaty of Guadalupe Hidalgo and restore Mexico to her former glory.;;;;;;;;;;;;;
mexico_caribbean_title;Protector of the Hispanic Caribbean;;;;;;;;;;;;;
mexico_caribbean_desc;As $COUNTRY$ is now a world player, we can extend our influence into the Spanish West Indies.;;;;;;;;;;;;;
mexico_central_america_title;Restore Mexican Rule Over Central America;;;;;;;;;;;;;
mexico_central_america_desc;In days of old, Central America used to be under the rule of the Mexican Empire, but now all that remains are small bickering states. The time has come to restore order to Central America and for good measure Panama as well.;;;;;;;;;;;;;
EVTDESC56278;With the defeat an inevitability, the Confederate government has fled to the island of Cuba. Some are arguing the Union should make pursuit and invade the island. Others saying it is necessary to take advantage of the peace to end the bloodshed and rebuild the States.;;;;;;;;;;;;;
csa_flee_cub_title;Evacuate to Havana;;;;;;;;;;;;;
csa_flee_cub_desc;The war is lost! The gentlemen of the Southern States must flee to Cuba so that we might live to fight another day. Hopefully the Union will stop their aggression at the sea although we cannot be certain they will not pursue us.;;;;;;;;;;;;;
EVTDESC56277;Now that Cuba is under Union authority once more, we must decide what to do with the rebellious rebel island. Some argue the island should be handed over the Afro-Cubano population and granted home rule. Others say military rule will continue to be necessary to keep the peace.;;;;;;;;;;;;;
csa_join_cub_title;Invite Cuba to the Confederacy;;;;;;;;;;;;;
csa_join_cub_desc;The plantation owners of Cuba are similarly threatened by the North's aggressive attitude towards the institution of slavery. They would must like likely be willing to join our cause.;;;;;;;;;;;;;
USA_restore_CUB_title;Restore Order to Cuba;;;;;;;;;;;;;
USA_restore_CUB_desc;With the island now under Union control once more, the future of Cuba is now in America's hand.;;;;;;;;;;;;;
CAL_tristate_title;Secure the North;;;;;;;;;;;;;
CAL_tristate_desc;With our western border under our control, California must now expand north into the lands of Cascadia. It is the destiny of California to be the protector of the Pacific.;;;;;;;;;;;;;
ITA_AUS_VEN_title;Nullify the Treaty of Venice;;;;;;;;;;;;;
ITA_AUS_VEN_desc;In exchange for a united Italy, Austria forced Italian nationalist to sign the Treaty of Venice which guaranteed Austrian sovereignty over Venice and other Italian lands. Italy agreed not to push any claims against the Austrian, but recent shifts in relations has made Vienna no friend of Rome. Italy can no longer be the lap dog of the Germans and as such the Treaty of Venice must be considered null and void so that Italian unification can truly be completed.;;;;;;;;;;;;;
EVTDESC9318716;The Italian ambassador has recently informed us of his government's decision to nullify the Treaty of Venice which legitimized Austrian rule over Venice and other Italian speaking lands. This marks an end to Austro-Italian friendship. War is most likely on the horizon.;;;;;;;;;;;;;
treaty_of_elass_lorraine_title;Treaty of Elsaﬂ-Lorraine;;;;;;;;;;;;;
treaty_of_elass_lorraine_desc;While $COUNTRY$ is prepared to battle with France over Elsaﬂ-Lothringen until the end of time, constant war is neither necessary nor beneficial. With a recent cooling in relations between France and Germany, the doves in $CAPITAL$ have proposed border negotiations with France and even suggests seceding Metz. A border treaty would not be popular with the Prussian elements of society, but it might be necessary to preserve peace.;;;;;;;;;;;;;
EVTDESC6542984;For quite some time, there has been a cooling of relations between $COUNTRY$ and $FROMCOUNTRY$, and in a surprising turn of events, the Germans have requested to negotiate over the hotly contested land of Alsace-Lorraine. In return for recognizing German rule over the provinces of Colmar and Strasbourg, they are willing to return Metz back to French control. Some say this treaty will finally bring peace to the west, others say it would be a stab in the back of the people of France.;;;;;;;;;;;;;
EVTDESC7184127;France has refused to negotiate and will not compromise for the sake of peace. The recent diplomatic progress has been squandered, and war is once again the status quo. Anger has swept across the land as the German people realize French militarism cannot be bargained with.;;;;;;;;;;;;;
EVTDESC7686768;While the notion of Germany choosing diplomacy over Prussian militarism was surprising, the willingness of France to compromise in face of revanchism was even more shocking. The lands of Alsace-Lorraine have been partitioned between the two states in a bid for peace. Celebration has erupted across the streets of Paris and $CAPITAL$ to mark this new period of peace.;;;;;;;;;;;;;
EVTDESC2317187;It would seem peace was not meant to last between the people of Germany and France. After coup by radicals in the government, $FROMCOUNTRY$ has declared the treaty of Elsaﬂ-Lorraine null and void. The border between France and Germany is quickly being remilitarized once more.;;;;;;;;;;;;;
GER_cancel_elasstreaty_title;Revoke the Treaty of Elsaﬂ-Lorraine;;;;;;;;;;;;;
GER_cancel_elasstreaty_desc;When those cowardly pacifists decided to negotiate with the French over Elsaﬂ-Lothringen, they betrayed the German people by giving up rightful German territory. It is up to $COUNTRY$ to correct to mistakes of the past and reclaim every inch of German land.;;;;;;;;;;;;;
FRA_cancel_elasstreaty_title;Revoke the Treaty of Elsaﬂ-Lorraine;;;;;;;;;;;;;
FRA_cancel_elasstreaty_desc;When those cowardly pacifists decided to negotiate with the Germans over Alsace-Lorraine, they betrayed the French people by acknowledging German claims to rightful French territory.  It is up to $COUNTRY$ to correct to mistakes of the past and reclaim every inch of French land.;;;;;;;;;;;;;
outside_form_WSF_title;Form Zapadoslavia;;;;;;;;;;;;;
outside_form_WSF_desc;Due to our influence in the Western Slavic lands, we could create a powerful puppet in Eastern Europe.;;;;;;;;;;;;;
form_WSF_slav_title;Unite Zapadoslavia;;;;;;;;;;;;;
form_WSF_slav_desc;It is time for the Western Slavic nations to unite under one flag! No longer will we be threatened by Russian and German foes!;;;;;;;;;;;;;
