Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
cav_upgrade_iii;Cavalry Tactics III;;;;;;;;;;;;;
cav_upgrade_iii_desc; ;;;;;;;;;;;;;
cav_upgrade_iv;Cavalry Tactics IV;;;;;;;;;;;;;
cav_upgrade_iv_desc; ;;;;;;;;;;;;;
mounted_armnament_i;Mounted Armament I;;;;;;;;;;;;;
mounted_armnament_i_desc; ;;;;;;;;;;;;;
mounted_armnament_ii;Mounted Armament II;;;;;;;;;;;;;
mounted_armnament_ii_desc; ;;;;;;;;;;;;;
mounted_armnament_iii;Mounted Armament III;;;;;;;;;;;;;
mounted_armnament_iii_desc; ;;;;;;;;;;;;;
horse_deplition;Fine Breed Crisis;;;;;;;;;;;;;
horse_deplition_desc; ;;;;;;;;;;;;;
war_academies;War Academies;;;;;;;;;;;;;
war_academies_desc; ;;;;;;;;;;;;;
revolutionary_mass_recruitment;Revolutionary Mass Recruitment;;;;;;;;;;;;;
revolutionary_mass_recruitment_desc; ;;;;;;;;;;;;;
warship_convoys;Warship Convoys;;;;;;;;;;;;; 
warship_convoys_desc; ;;;;;;;;;;;;;
line_ahead_doctrine;Line Ahead Doctrine;
line_ahead_doctrine_desc; ;;;;;;;;;;;;;
command_of_the_sea_doctrine;Command Of The Sea Doctrine;;;;;;;;;;;;;
command_of_the_sea_doctrine_desc; ;;;;;;;;;;;;;
breaking_the_line_doctrine;Breaking The Line Doctrine;;;;;;;;;;;;;
breaking_the_line_doctrine_desc ; ;;;;;;;;;;;;;
naval_manoeuvring;Naval Manoeuvring;;;;;;;;;;;;;
naval_manoeuvring_desc; ;;;;;;;;;;;;;
the_nelson_touch;The Nelson Touch;;;;;;;;;;;;;
the_nelson_touch_desc; ;;;;;;;;;;;;;
clipper_shipyard_construction;Clipper Shipyard Constriction;;;;;;;;;;;;;
clipper_shipyard_construction_desc; ;;;;;;;;;;;;;
building_station_shipyards;Building Station Shipyards;;;;;;;;;;;;;
building_station_shipyards_desc; ;;;;;;;;;;;;;
eastindiamen;East Indiamen;;;;;;;;;;;;;
eastindiamen_desc; ;;;;;;;;;;;;;
three_deckers;Three-Deckers;;;;;;;;;;;;;
three_deckers_desc; ;;;;;;;;;;;;;
razees;Razees;;;;;;;;;;;;;
razees_desc; ;;;;;;;;;;;;;
seventy_four;Seventy-Four;;;;;;;;;;;;;
seventy_four_desc; ;;;;;;;;;;;;;
heavy_frigate;Heavy Frigate;;;;;;;;;;;;;
heavy_frigate_desc; ;;;;;;;;;;;;;
great_frigate;Great Frigate;;;;;;;;;;;;;
great_frigate_desc; ;;;;;;;;;;;;;
limes;Limes;;;;;;;;;;;;;
limes_desc; ;;;;;;;;;;;;;
heavy_first_rate;Heavy First Rate;;;;;;;;;;;;;
steam_boat;Steamboat;;;;;;;;;;;;;
steam_boat_desc; ;;;;;;;;;;;;;
naval_engineering_i;Naval Engineering I;;;;;;;;;;;;;
naval_engineering_i_desc; ;;;;;;;;;;;;;
improved_ship_of_the_line;Improved Ship Of The Line;;;;;;;;;;;;;
improved_ship_of_the_line_desc; ;;;;;;;;;;;;;
naval_engineering_ii;Naval Engineering II;;;;;;;;;;;;;
naval_engineering_ii_desc; ;;;;;;;;;;;;;
improved_three_decker_design;Improved Three-Decker Design;;;;;;;;;;;;;
naval_engineering_iii;Naval Engineering III;;;;;;;;;;;;;
naval_engineering_iii_desc; ;;;;;;;;;;;;;
improved_seventy_four_design_i;Improved Seventy-Four Design I;;;;;;;;;;;;;
improved_seventy_four_design_i_desc; ;;;;;;;;;;;;;
naval_engineering_iv;Naval Engineering IV;;;;;;;;;;;;;
naval_engineering_iv_desc; ;;;;;;;;;;;;;
improved_seventy_four_design_ii;Improved Seventy-Four Design II;;;;;;;;;;;;;
improved_seventy_four_design_ii_desc; ;;;;;;;;;;;;;
naval_engineering_v;Naval Engineering V;;;;;;;;;;;;;
naval_engineering_v_desc; ;;;;;;;;;;;;;
improved_seventy_four_design_iii;Improved Seventy-Four Design III;;;;;;;;;;;;;
improved_seventy_four_design_iii_desc; ;;;;;;;;;;;;;
naval_engineering_vi;Naval Engineering VI;;;;;;;;;;;;;
naval_engineering_vi_desc; ;;;;;;;;;;;;;
improved_heavy_first_rate_design_i;Improved Heavy First Rate Design I;;;;;;;;;;;;;
improved_heavy_first_rate_design_i_desc; ;;;;;;;;;;;;;
naval_engineering_vii;Naval Engineering VII;;;;;;;;;;;;;
naval_engineering_vii_desc; ;;;;;;;;;;;;;
improved_heavy_first_rate_design_ii;Improved Heavy First Rate Design II;;;;;;;;;;;;;
boarding_techniques_i;Boarding Techniques I;;;;;;;;;;;;;
boarding_techniques_i_desc; ;;;;;;;;;;;;;
archipelago_fleet;Archinpelago Fleet;;;;;;;;;;;;;
archipelago_fleet_desc; ;;;;;;;;;;;;;
boarding_techniques_ii;Boarding Techniques II;;;;;;;;;;;;;
boarding_techniques_ii_desc; ;;;;;;;;;;;;;
improved_razee;Improved Razee Design I;;;;;;;;;;;;;
improved_razee_desc; ;;;;;;;;;;;;;
boarding_techniques_iii;Boarding Techniques III;;;;;;;;;;;;;
boarding_techniques_iii_desc; ;;;;;;;;;;;;;
archipelago_razee;Improved Razee Design II;;;;;;;;;;;;;
archipelago_razee_desc; ;;;;;;;;;;;;;
boarding_techniques_iv;Boarding Techniques IV;;;;;;;;;;;;;
boarding_techniques_iv_desc; ;;;;;;;;;;;;;
the_archipelago_frigate;Improved Heavy Frigate Design I;;;;;;;;;;;;;
the_archipelago_frigate_desc; ;;;;;;;;;;;;;
boarding_techniques_v;Boarding Techniques V;;;;;;;;;;;;;
boarding_techniques_v_desc; ;;;;;;;;;;;;;
midshipmen_cadets;Midshipmen Cadets;;;;;;;;;;;;;
midshipmen_cadets_desc; ;;;;;;;;;;;;;
boarding_techniques_vi;Boarding Techniques VI;;;;;;;;;;;;;
boarding_techniques_vi_desc; ;;;;;;;;;;;;;
light_naval_engineering_i;Improved Heavy Frigate Design II;;;;;;;;;;;;;
light_naval_engineering_i_desc; ;;;;;;;;;;;;;
boarding_techniques_vii;Boarding Techniques VII;;;;;;;;;;;;;
boarding_techniques_vii_desc; ;;;;;;;;;;;;;
improved_steamboat;Improved Steamboat;;;;;;;;;;;;;
improved_steamboat_desc;;;;;;;;;;;;;;
early_baroque_architecture;Early Baroque Architecture;;;;;;;;;;;;;;
early_baroque_architecture_desc;Baroque architecture is a highly decorative and theatrical style which appeared in Italy in the early 17th century and gradually spread across Europe. It was originally introduced by the Catholic Church as a means to combat the Reformation with a new architecture that inspired surprise and awe.;;;;;;;;;;;;;;
opera_desc;Opera is a form of theatre in which music is a fundamental component and dramatic roles are taken by singers, but is distinct from musical theatre. Opera originated in Italy at the end of the 16th century and soon spread throughout the rest of Europe.;;;;;;;;;;;;;;
opera;Opera;;;;;;;;;;;;;;
high_baroque_architecture;High Baroque Architecture;;;;;;;;;;;;;;
high_baroque_architecture_desc;Baroque architecture reached its peak in the High Baroque period, when it was used in churches and palaces in Italy, Spain, Portugal, France, Bavaria, and Austria.;;;;;;;;;;;;;;
high_baroque_sculpture;High Baroque Sculpture;;;;;;;;;;;;;;
high_baroque_sculpture_desc;Baroque sculpture is the style of sculpture associated with the period between the 17th and mid 18th centuries. In Baroque sculpture, groups of figures assumed new importance, and there was a dynamic movement and energy of human forms. Baroque sculpture often had multiple viewing angles, and reflected a continuation of the Renaissance move away from the relief sculpture.;;;;;;;;;;;;;;
francois_mansart;François Mansart;;;;;;;;;;;;;;
francois_mansart_desc;François Mansart was a French architect credited with introducing classicism in the Baroque architecture of France. Mansart was highly recognized from the 1620s onward for his skill as an architect, but only the richest could afford to have him work for them, as he would often tear down his structures in order to start building them over again.;;;;;;;;;;;;;;
jacques_lemercier;Jacques Lemercier;;;;;;;;;;;;;;
jacques_lemercier_desc;Jacques Lemercier was a French architect and engineer, one of the influential trio that included Louis Le Vau and François Mansart, who formed the classicizing French Baroque manner. During 1638 and 1639, Lemercier was appointed the 'premier architecte' charged with supervision of all royal building enterprises in France, and would complete many notable works.;;;;;;;;;;;;;;
bohemian_glass;Bohemian Glass;;;;;;;;;;;;;;
bohemian_glass_desc;Bohemian glass, also referred to as Bohemian crystal, is glass produced in the regions of Bohemia and Silesia. Bohemia became famous for its beautiful and colorful glass during the Renaissance. Czech glassware became as prestigious as jewellery and was sought-after by the wealthy and the aristocracy.;;;;;;;;;;;;;;
rocaille_furniture;Rocaille Furniture;;;;;;;;;;;;;;
rocaille_furniture_desc;Rocaille was a french style of exuberant decoration, with an abundance of curves, countercurves, and undulations. Rocaille furniture was heavily loaded with decoration modeled on seashells, flowers, palm leaves, and other elements.;;;;;;;;;;;;;;
rococo_art;Rococo Art;;;;;;;;;;;;;;
rococo_art_desc;Rococo, or Late Baroque, is an exceptionally ornamental and theatrical style of architecture, art, and decoration. Rococo style began in France in the 1730s as a reaction against the more formal and geometric style of French classicism.;;;;;;;;;;;;;;
baroque_music;Baroque Music;;;;;;;;;;;;;;
baroque_music_desc;Baroque music is a period of Western classical music from approximately 1600 to 1750 that originated in Western Europe. The Baroque period saw the creation of common-practice tonality, an approach to writing music in which a song or piece is written in a particular key.;;;;;;;;;;;;;;
johann_sebastian_bach;Johann Sebastian Bach;;;;;;;;;;;;;;
johann_sebastian_bach_desc;Johann Sebastian Bach was a German composer and musician of the Late Baroque period. He is known for instrumental compositions such as the Cella Suites and Brandenburg Concertos, along with keyboard works and vocal music.;;;;;;;;;;;;;;
jean_watteau;Jean Watteau;;;;;;;;;;;;;;
jean_watteau_desc;Jean-Antoine Watteau was a French painter and artist whose brief career spurred the revival of interest in color and movement. He revitalized the waning Baroque style, shifting it more towards the style of Rococo. His best known subjects were drawn from the world of Italian comedy and ballet.;;;;;;;;;;;;;;
classical_music;Classical Music;;;;;;;;;;;;;;
classical_music_desc;Originating in Western Europe, classical music in the Baroque period (1600-1750) entered into a stylistic shift. During this era, composers experimented with finding a fuller sound for each instrumental part, made changes in musical notation, and developed new instrumental playing techniques.;;;;;;;;;;;;;;
wolfgang_mozart;Wolfgang Mozart;;;;;;;;;;;;;;
wolfgang_mozart_desc;Wolfgang Amadeus Mozart was an influential composer of the Classical period. Born in Salzburg, he composed from the age of five, and created more than 600 works until his early death at 35. He is considered one of the greatest classical composers of all time.;;;;;;;;;;;;;;
joseph_haydn;Joseph Haydn;;;;;;;;;;;;;;
joseph_haydn_desc;Franz Joseph Haydn was an austrian composer of the Classical period. He was instrumental in the development of chamber music such as the piano trio, and was a mentor of Mozart and a tutor of Beethoven.;;;;;;;;;;;;;;
neoclassic_painting;Neoclassic Painting;;;;;;;;;;;;;;
neoclassic_painting_desc;European Neoclassicism began in opposition to the dominant Rococo style. Neoclassic painting aimed to revive the many styles and spirit of classic antiquity.;;;;;;;;;;;;;;
neoclassic_sculpture;Neoclassic Sculpture;;;;;;;;;;;;;;
neoclassic_sculpture_desc;Neoclassic sculpture took inspiration from the ancient Greek and Roman style, although actual examples of Greek sculpture were more likely to be Roman copies. Many neoclassical sculptures sculpted their sitters while they were unclothed or wearing Roman dress.;;;;;;;;;;;;;;
neoclassic_architechture;Neoclassic Architecture;;;;;;;;;;;;;;
neoclassic_architechture_desc;Neoclassic architecture was based on the principles of simplicity and symmetry, which were seen as the virtues of the art of Rome and Ancient Greece. Neoclassical architecture was traditional and new, historical and modern, conservative and progressive all at the same time.;;;;;;;;;;;;;;
jena_romanticism;Jena Romanticism;;;;;;;;;;;;;;
jena_romanticism_desc;Jena Romanticism is the first phase of Romanticism in German literature represented by the work of a group centered in Jena. The movement in considered to have contributed to the development of German idealism in late modern philosophy.;;;;;;;;;;;;;;
i_sturm_und_drang;Sturm und Drang;;;;;;;;;;;;;;
i_sturm_und_drang_desc;Sturm und Drang, literally 'storm and desire', was a proto-Romantic movement in German literature and music that occurred between the late 1760s and early 1780s. Within the movement, individual subjectivity and extremes of emotion were given free expression in reaction to the perceived constraints of rationalism imposed by the Enlightenment.;;;;;;;;;;;;;;
william_blake;William Blake;;;;;;;;;;;;;;
william_blake_desc;William Blake was an English poet and printmaker. Largely unrecognised during his life, Blake is now considered a seminal figure in the history of poetry and visual art of the Romantic Age.;;;;;;;;;;;;;;
ludwig_van_beethoven;Ludwig Van Beethoven;;;;;;;;;;;;;;
ludwig_van_beethoven_desc;Ludwig Van Beethoven was a German composer and pianist. Born in Bonn, Beethoven would produce many famous compositions for piano and orchestra. He was almost completely deaf by 1814, but would continue to compose until his death in 1827. Beethoven remains one of the most admired composers in the history of Western music.;;;;;;;;;;;;;;
rene_descartes;Rene Descartes;;;;;;;;;;;;;;
rene_descartes_desc; ;;;;;;;;;;;;;;
cartesianism;Cartesianism;;;;;;;;;;;;;;
cartesianism_desc; ;;;;;;;;;;;;;;
i_rationalism;Rationalism;;;;;;;;;;;;;;
i_rationalism_desc; ;;;;;;;;;;;;;;
monadology;Monadology;;;;;;;;;;;;;;
monadology_desc; ;;;;;;;;;;;;;;
baruch_spinoza;Baruch Spinoza;;;;;;;;;;;;;;
baruch_spinoza; ;;;;;;;;;;;;;;
gottfried_leibniz;Gottfried Leibniz;;;;;;;;;;;;;;
gottfried_leibniz_desc; ;;;;;;;;;;;;;;
i_empiricism;Empiricism;;;;;;;;;;;;;;
i_empiricism_desc; ;;;;;;;;;;;;;;
john_locke;John Locke;;;;;;;;;;;;;;
john_locke_desc; ;;;;;;;;;;;;;;
david_hume;David Hume;;;;;;;;;;;;;;
david_hume_desc; ;;;;;;;;;;;;;;
problem_of_induction;Problem Of Induction;;;;;;;;;;;;;;
problem_of_induction_desc; ;;;;;;;;;;;;;;
encyclopedia;Encyclopedia;;;;;;;;;;;;;;
encyclopedia_desc; ;;;;;;;;;;;;;;
denis_diderot;Denis Diderot;;;;;;;;;;;;;;
denis_diderot_desc; ;;;;;;;;;;;;;;
jean_dalembert;Jean Dalembert;;;;;;;;;;;;;;
jean_dalembert_desc; ;;;;;;;;;;;;;;
political_philosophy;Political Philosophy;;;;;;;;;;;;;;
political_philosophy_desc; ;;;;;;;;;;;;;;
jean_jacques_rousseau;Jean-Jacque Rousseau;;;;;;;;;;;;;;
jean_jacques_rousseau_desc; ;;;;;;;;;;;;;;
immanuel_kant;Immanuel Kant ;;;;;;;;;;;;;;
immanuel_kant_desc; ;;;;;;;;;;;;;;
transcendental_idealism;Transcendent Idealism;;;;;;;;;;;;;;
critical_philsophy;Critical Philosophy;;;;;;;;;;;;;;
critical_philsophy_desc; ;;;;;;;;;;;;;;
absolute_idealism;Absolue Idealism;;;;;;;;;;;;;;
absolute_idealism_desc; ;;;;;;;;;;;;;;
gwf_hegel;Georg Wilhelm Friedrich Hegel;;;;;;;;;;;;;;
gwf_hegel_desc; ;;;;;;;;;;;;;;
age_of_reason;Age Of Reason;;;;;;;;;;;;;;
age_of_reason_desc; ;;;;;;;;;;;;;;
state_funded_universities;State Funded Universities;;;;;;;;;;;;;;
state_funded_universities_desc; ;;;;;;;;;;;;;;
clergy_educatation_exclusion;Secularisation Of Education;;;;;;;;;;;;;;
clergy_educatation_exclusion_desc; ;;;;;;;;;;;;;;
philology;Philology;;;;;;;;;;;;;;
philology_desc; ;;;;;;;;;;;;;;
voltaire;Voltaire;;;;;;;;;;;;;;
voltaire_desc; ;;;;;;;;;;;;;;
leviathan_hobbes;The Leviathan;;;;;;;;;;;;;;
leviathan_hobbes_desc; ;;;;;;;;;;;;;;
absolutism;Absolutism;;;;;;;;;;;;;;
absolutism_desc; ;;;;;;;;;;;;;;
minister_court;Minister Court;;;;;;;;;;;;;;
minister_court_desc; ;;;;;;;;;;;;;;
dei_gratia;Dei Gratia;;;;;;;;;;;;;;
dei_gratia_desc; ;;;;;;;;;;;;;;
parlamentarism;Parlamentarism;;;;;;;;;;;;;;
parlamentarism_desc; ;;;;;;;;;;;;;;
patritotism;Patriotism;;;;;;;;;;;;;;
patritotism_desc; ;;;;;;;;;;;;;;
early_legal_positivism;Early Legal Positivism;;;;;;;;;;;;;;
early_legal_positivism; ;;;;;;;;;;;;;;
age_of_great_codifications;Age Of Great Codifications;;;;;;;;;;;;;;
age_of_great_codifications_desc; ;;;;;;;;;;;;;;
rational_lawgiver;The Rational Lawgiver;;;;;;;;;;;;;;
constitutionalism;Constitutionalism;;;;;;;;;;;;;;
constitutionalism_desc; ;;;;;;;;;;;;;;
separation_of_powers;Separation Of Powers;;;;;;;;;;;;;;
separation_of_powers_desc; ;;;;;;;;;;;;;;
abolitionism;Abolitionism;;;;;;;;;;;;;;
abolitionism_desc; ;;;;;;;;;;;;;;
radicalism_i;Radical Liberalism;;;;;;;;;;;;;;
radicalism_i_desc; ;;;;;;;;;;;;;;
early_womens_suffrage_movement;Early Womens' Rights Movement;;;;;;;;;;;;;;
early_womens_suffrage_movement_desc; ;;;;;;;;;;;;;;
natural_law;Natural Law;;;;;;;;;;;;;;
natural_law_desc; ;;;;;;;;;;;;;;
furniture_activation;Furniture;;;;;;;;;;;;;;
furniture_activation_desc; ;;;;;;;;;;;;;;
luxury_furniture_activation;Luxury Furniture;;;;;;;;;;;;;;
luxury_furniture_activation_desc; ;;;;;;;;;;;;;;
paper_mill_activation;Paper Mills;;;;;;;;;;;;;;
paper_mill_activation_desc; ;;;;;;;;;;;;;;
